id,node_feature
0,4.3232686975527255
1,7.217577955459089
2,5.5041425191081235
3,8.670851897440162
4,5.113197309585798
5,5.096478402038085
6,3.2831240193326563
7,8.444174443010205
8,2.2223076611042147
9,9.83964758047805
10,4.587896060003976
11,1.5477597346755134
12,6.886888185908754
13,4.872889500166088
14,3.3614185828969956
15,2.756425018242158
16,1.5913611302473296
17,7.900397148461682
18,6.688122810469483
19,1.4280861856818294
20,1.3438270749849923
21,7.035497322613029
22,4.164220660344724
23,1.6209694814903586
24,6.068246340316321
25,5.876433518109464
26,8.254152351038588
27,7.6531398753195115
28,0.7893080751607118
29,3.296908404490686
30,7.0972599418920606
31,6.383181116118809
32,6.481173591347188
33,0.7873892998544463
34,5.006340813478285
35,0.9149305724685863
36,4.605121241780859
37,0.02658819487189157
38,0.4726880865485439
39,6.254937639698057
40,4.86811825287068
41,9.32182537598225
42,2.718277739328995
43,3.3549808085537602
44,9.16543747265038
45,6.638185690858217
46,6.7489137803835835
47,5.200179000294407
48,0.9610355945698479
49,1.9202281919452602
50,0.9011614505611742
51,3.905429564161844
52,9.686562751768763
53,1.1268655157592522
54,4.110929187695168
55,4.93483571766016
56,0.40170247537785864
57,7.805540786083394
58,3.771347056008122
59,4.662575955546436
60,7.172120000614432
61,0.6647039732985094
62,6.322907305936748
63,9.725847250327842
64,8.5079465901841
65,3.3615086312691558
66,6.5550473557543825
67,4.861078422032088
68,0.814206687821426
69,9.681115749771633
70,3.3981604205758464
71,1.6225484858969597
72,3.7877255019158995
73,1.5676986221207434
74,0.9791674190465283
75,4.12066732373674
76,6.532014237667814
77,3.093361514327986
78,0.10735504837844467
79,9.248712571726978
80,6.408543190839223
81,5.559419325140351
82,2.2115500056295834
83,6.706530863954634
84,2.7176738480152887
85,9.075917365137409
86,8.804414270358302
87,0.4272388792372461
88,0.35831541199885186
89,0.9256308564328719
90,2.513995407330648
91,1.6344046414226687
92,8.90590788375822
93,1.643056764781864
94,7.078136904887698
95,4.757649775945102
96,7.7389280093558295
97,4.650519271797339
98,4.278490667556215
99,4.903134205935378
100,7.063639398188242
101,3.4210060264200504
102,3.838098432915423
103,2.2100212157020693
104,6.1108524115149745
105,7.813921934962805
106,0.990116413803408
107,9.587302667440461
108,1.454474530407489
109,9.112542622291913
110,3.3555408541283773
111,4.577227113414382
112,2.7908186414385385
113,0.3539491712594056
114,6.741896542074048
115,3.841131641124196
116,6.069377826721704
117,0.8952392419246558
118,3.0355908082611593
119,5.060158192753713
120,3.492075378276296
