id,node_feature
0,2.163207563595768
1,3.618399796042404
2,0.584753132231729
3,7.306844580555642
4,7.39372638521286
5,3.6417535092056417
6,2.2653410573090262
7,2.854459878900358
8,8.579112784240303
9,6.275427106603831
10,3.0443076865234984
11,1.1118579442356191
12,4.0315392120313245
13,1.0932132227725888
14,2.451476316701793
15,0.6261328820486378
16,3.451778274360602
17,3.704978143873232
18,8.234631532334674
19,2.271233527030195
20,4.579082215046126
21,7.8139377044494465
22,9.443695254202499
46,3.989267356924268
47,2.672288767860025
48,8.264866996631445
49,6.231855343851031
50,8.682710534995529
51,8.340441978986037
52,2.341243938789148
53,5.898433132548583
54,0.010483661237664643
55,4.318521107684901
56,0.44140832476256664
57,9.585543825707388
58,5.520445814806239
59,7.613864126156233
60,9.021370596170948
61,6.751971947096043
62,0.7713007827743645
63,7.186754707416446
64,9.101571379979159
65,2.6653772619371274
66,7.920443874880439
67,5.825706977699864
68,4.549285807444777
69,7.896234294009124
70,3.7265525746078088
71,8.113164002017205
72,8.427445422340039
73,2.5812172464049543
74,0.09543308667954276
75,0.8127210923466011
76,8.467257940884387
77,9.143353092366851
78,5.738800614733028
79,3.168394199745803
80,2.1299933495737156
81,4.178033693729192
82,2.6014509805318617
83,9.953696300729405
84,3.278732506475883
85,1.6405380632061162
86,2.653843160574061
87,8.905197004691273
88,4.185456441098987
89,9.72802798254951
90,6.101558257893646
91,4.505817053858324
92,2.4619677818117767
93,6.4453630339118915
94,5.321414482507686
95,0.9078824803601593
96,4.7732764726048496
97,9.501055807073776
98,5.608888385423337
99,9.234711426399594
100,6.282680327697301
101,7.097079201841333
102,7.750167426788609
103,9.040688683445113
104,0.2930388599817979
105,3.4056934417620797
106,7.901785730225442
107,3.9451105496931715
108,9.877973803276173
109,7.283394014815698
110,8.486185722934685
111,2.4281032285196624
112,4.566027669669216
113,0.2860459084788669
114,2.758054049888432
115,0.7592516487816448
116,7.0527908824241345
117,9.41064291648416
118,5.119272883488057
119,6.818562068736221
120,9.178115022178597
121,2.0487159815684852
122,6.82250815287232
123,1.757797506084211
124,7.804756128849204
125,6.1755564326269425
126,6.055416866886143
127,5.680349347060299
128,0.5163319013211332
129,5.406719179826939
130,6.99713542373874
131,8.447968751191791
132,9.265724356087903
133,7.796211898782863
134,5.02769844501418
135,7.745714946047821
136,7.735185977241689
137,3.083948858863772
138,0.8825654631747837
139,4.2160228151504455
140,4.537471455373523
141,0.056759905854436576
142,0.5455413960195754
143,2.912851538729997
144,1.544859469790344
145,1.2681541698335863
146,9.751284776985676
147,7.587266529772256
148,5.090676357678479
149,3.988487304802594
150,1.3555913678568021
151,8.522461946578758
152,2.1390990094689712
153,9.628962481458688
154,1.053763258689424
155,6.877963931372256
156,3.961384335703232
157,9.640636952289118
158,9.702713403409376
159,2.8322749981116413
160,2.615114952698999
161,7.512829869534551
162,6.288912924075402
163,0.5287583792829276
164,8.25701956495364
165,7.6591349745428765
166,8.655859808673071
167,7.269892294767171
168,2.4837933809841815
169,0.013639113063828034
170,5.1192232743105315
171,8.200516973782241
172,4.381020669851652
173,7.842698172406917
174,2.9540380011801224
175,6.027003424392959
176,1.2940568572731959
177,9.256615847666563
178,4.6568412483416575
179,2.6401365453282644
180,0.6595072209334496
181,2.093017461526628
182,5.421086508060428
183,3.8691202314117943
184,0.7596831764580236
185,0.3872301690592117
186,8.694451135808016
187,8.88950368335503
188,7.775221287865773
189,6.771916097640424
190,2.246853676026439
191,3.5421011845777874
192,3.8899511595269223
193,6.278354483198476
194,4.952348446529492
195,7.492012809159765
196,1.5497463161638358
197,2.353641169783225
198,0.7185902183758275
199,5.503205234774833
200,4.218403978173307
201,9.621447400954562
202,9.810956608384453
203,9.47473702805141
204,3.992755332988245
205,1.3272679107206242
206,4.279298651638123
207,4.790596397955321
208,8.984923189688892
209,6.088079668837153
210,2.6778644303899677
211,0.55988450008431
212,8.686427358137689
213,0.9655388803158693
214,5.9194574357067244
215,0.42275104849440637
216,0.277533711320892
217,1.5089280246311443
218,3.770030858779344
219,4.2817538934342725
220,5.043200153563019
221,5.615066903339087
222,3.28000410712874
223,3.8380688330220147
224,9.880969864255837
225,7.261632528657072
226,2.870679326864969
227,7.8567283393272005
228,4.103778578255609
229,2.1432729847498724
230,5.490236262704418
231,3.4754767521844467
232,6.07097327002257
233,2.2360521959098802
234,3.8353634755558517
235,2.4927332822510517
236,7.504330391562782
237,2.7489906739350567
238,9.960728883822544
239,9.672760594193173
240,0.0624011116147416
241,3.619767110415022
242,4.653979681364721
243,2.5052020963162622
244,2.6199558519912145
245,9.04199380274871
246,9.78698560499583
247,4.177201218451091
248,3.165809737666226
249,4.940859440094837
250,6.749701721165005
251,7.907680514621216
252,5.576210266684358
253,7.611014931768595
254,8.587900319209457
255,5.208114090445762
256,3.951589149639595
257,5.003349149005829
258,6.667046985851811
259,2.3286098416275944
260,9.349075270521407
261,0.5623536965217268
262,8.91000404049491
263,8.782953018481438
264,8.612501292878987
265,3.9372653617955846
266,0.900650024842572
