edge_id,edge_feature
0,5.475224772763383
1,2.8601379256839463
2,4.613505743063515
3,9.626250709038313
4,4.672043315277589
5,2.146827359380572
6,3.0586045877487744
7,6.267708527203699
8,7.907090808731377
9,8.692932455682291
10,6.358619690993645
11,1.7215491771755909
12,8.217526125942102
13,7.761192071340818
14,5.387745962225594
15,5.491118537822784
16,0.7198950008832128
17,1.3448082427372465
18,9.207912213663148
19,0.31896334622027567
20,5.419033682180282
21,9.37103404627025
22,6.260448944981134
23,4.001782755920878
24,5.915299472223117
25,5.013407120396744
26,8.004847299852281
27,7.058601673493941
28,4.826326076917503
29,4.797772980676624
31,7.8457405928333825
32,6.984576412615448
33,7.989361130206014
34,9.702324180682547
35,4.403774504989498
36,6.575313664564466
37,8.196612820962262
38,3.126143778538374
39,4.5730216179301175
40,1.867749337521456
41,3.4817296237133344
42,6.145245765073762
43,0.38278431624950704
44,2.1809525788244755
45,4.357407677203843
46,3.653488359007712
47,2.7921985776042026
48,0.6611467747241939
49,0.40039726874912307
50,6.127795719941631
51,9.219543666369246
52,4.951853101848933
53,0.9103963851326369
54,8.833196814857219
55,4.980019742203319
56,3.3806512799674127
57,4.749909753022621
58,9.611956884141561
59,9.227940684468974
60,0.008078299849143544
61,3.462821863075385
62,7.693041067668366
63,3.3585572746237147
64,8.082968998405532
65,2.5148742170008562
66,6.1526293827078025
67,7.5069790872208415
68,3.670809840101766
69,7.439865069927373
70,8.789194367345942
71,8.436313590792002
72,7.58209885967486
73,2.699986139092342
74,3.2785377659269743
76,7.89068874118123
77,2.1936395732052762
78,6.294772729110587
80,4.530193431407391
81,7.415669021702921
82,8.28057060554343
83,7.915942399043797
84,0.9442434505242725
85,2.659482135240582
86,9.549344326185674
87,2.6822312549341287
88,6.5631878497774565
89,9.64189624009449
90,0.33413049821039875
91,7.479865363041913
92,3.985159409931253
93,2.936221760775565
94,0.7744120146777655
95,4.302859350927113
96,1.2113020660882512
97,3.2083290041241677
98,5.784497114311532
99,7.969117016226904
100,7.728039803942135
101,4.753463833227821
102,6.408072085837768
103,2.396384974855743
104,1.2077525108010656
105,5.591090992956874
106,2.2847425644084582
107,5.39774671702803
109,6.080651310667223
110,8.695131861103157
111,3.645328628815517
112,1.6655986988226212
113,6.772382716609022
114,4.1739273711140275
115,1.3135256019883357
116,8.949944733785998
117,7.233808601319124
118,5.892014616977943
119,4.072708097668391
120,0.05779253187902622
121,7.2731728388408365
122,1.1528171425101141
123,1.3994334852538004
124,7.112639146631512
125,2.434109411842138
126,9.037558128286125
127,1.1748210582404939
128,7.380827289692693
129,0.8179491638748027
130,3.334237531728652
131,1.7451916471471718
132,5.709960798108506
133,8.490535301231354
134,2.789045413250731
135,1.4692613549768974
136,5.717619989749468
137,7.197291865423782
139,2.679724963311363
140,2.765042400575574
141,5.899168505711401
143,0.8425058498655813
145,1.7940946778391997
146,1.7519590327289847
147,9.553996660033608
148,1.1868360787760712
149,3.235243325624395
150,9.938984975503866
151,0.3911999802946431
152,4.191896134500022
153,1.3986425577402473
154,9.434647930400716
155,0.7797399936306193
156,5.53089278851359
157,8.733130400050012
158,4.673160463694643
160,1.042642516656337
161,6.0265806850220835
162,9.597482914472213
163,3.6838494233430352
164,9.158151532669443
165,0.8317211943965885
166,2.8360259505271
167,4.224169466556779
168,9.193506920277358
169,5.203891438358543
170,9.710364988232877
171,3.1377191515872873
172,2.005565571380683
173,4.5160048780883475
174,6.123747222158407
175,7.290140094344126
176,2.4487573577835633
177,0.6354184286405884
178,1.7872618059566836
179,4.366721979564028
180,2.9058100403443454
181,3.7740864198719626
182,1.8046657437635694
183,9.54445838765724
184,1.915821893146319
185,6.092593378267354
186,5.321089119471188
187,8.433554774502877
188,1.2202265692284808
189,8.361582889053068
190,7.217674334201684
191,4.956467974762128
192,4.592996032641778
193,1.600118432752664
194,9.119154950295924
195,1.4200727215020437
196,5.127770132480029
197,0.7580905832736107
198,2.2302326025316175
199,4.968852391402522
200,9.547181400228022
201,5.418074235265858
202,4.596685754151167
203,4.337551039275361
205,1.8628337624682334
206,6.3279931123796995
207,0.15322735005413257
208,4.790218365694788
209,7.168586371539066
210,9.23456566758145
211,9.55638521833637
212,9.157567945481976
213,5.0817594634320695
214,7.076534755457418
215,8.836903637474983
216,9.02931242600366
217,8.47752157795716
218,9.682578123479086
219,8.486745031320607
220,1.8119664181805761
221,0.3301390959902706
222,0.7006922011230177
223,1.541332893745091
224,5.881681269132308
225,2.5574690074164685
226,6.7307826896202485
227,9.341556368103348
228,3.126280108215208
229,9.047104555758636
230,7.798742071478772
231,3.606856803404134
232,5.329152324949958
233,6.012821964755229
234,5.159123508669767
236,9.036212832531302
237,6.176119016893233
238,6.337755665715274
239,0.05689395450166446
240,5.886106084968218
241,4.370567569572237
242,9.740609952683037
244,6.514269672042038
245,6.037123432103315
246,7.190703022045044
247,8.386989429566954
248,8.890055847995969
250,1.285819886059234
251,9.394043626658771
252,6.084800202006679
253,6.994801930731452
254,2.2787844756445863
255,2.1927267613304147
256,3.9892206647522754
257,1.4762823970075678
258,7.54586405909456
259,2.006223530716713
260,9.74827200717477
261,4.200484876207224
262,0.11267659271715802
263,7.125588961235777
264,6.346527067926134
265,7.913623827907479
266,4.075866885835776
267,4.763892072548963
268,6.155018508277611
269,0.21712142852101546
270,8.366235738906706
271,6.387595943946063
272,3.7444454726561913
273,3.1942735260071196
274,7.423988257144329
275,5.935628798064937
276,3.816523567570785
277,6.856660265187883
278,6.868969603374668
279,4.134315322046919
280,2.9270671727745503
281,4.862954312851051
282,5.71329759549797
283,6.110728249998153
284,6.039093792751963
285,1.9110461227661724
286,4.108203900915979
287,0.6635968520713542
289,1.7359136129242614
290,2.639777577257232
291,6.68679264001852
292,7.937925024809159
293,4.787141278947965
294,7.674352383001328
295,4.199626434076271
296,8.576210238943236
297,8.903600604521587
298,3.0715846659369483
299,1.462110943270517
300,6.472392178012269
301,1.2706409360423332
302,2.4615958852775623
303,9.411690683356506
304,1.5307552449617323
305,3.8305526672921775
306,3.948987929257277
307,4.890350249638122
308,9.051445354126468
309,3.5898984368822315
310,6.404772994354648
311,0.2492091344279146
312,8.242858568358336
313,5.386921142008948
314,2.7752914070530563
315,9.583174840816834
316,4.52115966557068
317,3.8649942763918164
318,8.677990047382629
319,2.9938671708255074
320,3.0018072565381693
321,8.359250897159246
322,0.6686193368317728
323,9.610744448440297
