tree_edge_id,graph_id,start_clique,end_clique
0,60,0,5
1,60,0,6
2,60,1,2
3,60,2,1
4,60,2,3
5,60,3,2
6,60,3,14
7,60,4,14
8,60,5,0
9,60,5,14
10,60,6,0
11,60,6,7
12,60,7,6
13,60,7,15
14,60,8,15
15,60,9,15
16,60,9,16
17,60,10,16
18,60,11,16
19,60,12,13
20,60,12,16
21,60,13,12
22,60,14,3
23,60,14,4
24,60,14,5
25,60,15,7
26,60,15,8
27,60,15,9
28,60,16,9
29,60,16,10
30,60,16,11
31,60,16,12
0,61,0,10
1,61,0,11
2,61,0,17
3,61,1,2
4,61,2,1
5,61,2,15
6,61,3,15
7,61,4,15
8,61,4,16
9,61,5,7
10,61,5,16
11,61,6,16
12,61,6,18
13,61,7,5
14,61,7,8
15,61,8,7
16,61,8,17
17,61,9,17
18,61,10,0
19,61,11,0
20,61,12,18
21,61,13,14
22,61,13,18
23,61,14,13
24,61,15,2
25,61,15,3
26,61,15,4
27,61,16,4
28,61,16,5
29,61,16,6
30,61,17,0
31,61,17,8
32,61,17,9
33,61,18,6
34,61,18,12
35,61,18,13
0,62,0,7
1,62,1,2
2,62,1,4
3,62,2,1
4,62,2,5
5,62,3,4
6,62,4,1
7,62,4,3
8,62,5,2
9,62,5,8
10,62,6,8
11,62,7,0
12,62,7,8
13,62,8,5
14,62,8,6
15,62,8,7
0,63,0,7
1,63,1,9
2,63,1,10
3,63,2,10
4,63,3,11
5,63,4,6
6,63,4,11
7,63,5,8
8,63,5,11
9,63,6,4
10,63,6,7
11,63,7,0
12,63,7,6
13,63,8,5
14,63,8,9
15,63,9,1
16,63,9,8
17,63,10,1
18,63,10,2
19,63,11,3
20,63,11,4
21,63,11,5
0,64,0,1
1,64,0,6
2,64,0,18
3,64,1,0
4,64,2,15
5,64,2,16
6,64,3,17
7,64,4,6
8,64,4,17
9,64,5,17
10,64,5,19
11,64,6,0
12,64,6,4
13,64,7,18
14,64,8,18
15,64,9,19
16,64,10,11
17,64,10,19
18,64,11,10
19,64,11,12
20,64,12,11
21,64,12,20
22,64,13,20
23,64,14,15
24,64,14,20
25,64,15,2
26,64,15,14
27,64,16,2
28,64,17,3
29,64,17,4
30,64,17,5
31,64,18,0
32,64,18,7
33,64,18,8
34,64,19,5
35,64,19,9
36,64,19,10
37,64,20,12
38,64,20,13
39,64,20,14
0,65,0,2
1,65,0,3
2,65,1,6
3,65,1,7
4,65,2,0
5,65,3,0
6,65,3,10
7,65,4,10
8,65,5,10
9,65,6,1
10,65,6,10
11,65,7,1
12,65,7,8
13,65,8,7
14,65,8,9
15,65,9,8
16,65,10,3
17,65,10,4
18,65,10,5
19,65,10,6
0,66,0,4
1,66,0,5
2,66,0,11
3,66,1,5
4,66,1,6
5,66,1,10
6,66,2,7
7,66,2,8
8,66,2,9
9,66,3,8
10,66,4,0
11,66,5,0
12,66,5,1
13,66,6,1
14,66,6,7
15,66,7,2
16,66,7,6
17,66,8,2
18,66,8,3
19,66,9,2
20,66,10,1
21,66,11,0
0,67,0,6
1,67,0,7
2,67,1,2
3,67,1,9
4,67,1,10
5,67,2,1
6,67,3,11
7,67,4,11
8,67,5,6
9,67,5,11
10,67,6,0
11,67,6,5
12,67,7,0
13,67,7,8
14,67,8,7
15,67,8,9
16,67,9,1
17,67,9,8
18,67,10,1
19,67,11,3
20,67,11,4
21,67,11,5
0,68,0,3
1,68,0,4
2,68,0,11
3,68,1,10
4,68,2,3
5,68,3,0
6,68,3,2
7,68,4,0
8,68,4,12
9,68,5,12
10,68,6,12
11,68,7,8
12,68,7,12
13,68,8,7
14,68,8,13
15,68,9,13
16,68,10,1
17,68,10,13
18,68,11,0
19,68,12,4
20,68,12,5
21,68,12,6
22,68,12,7
23,68,13,8
24,68,13,9
25,68,13,10
0,69,0,4
1,69,0,5
2,69,0,8
3,69,1,5
4,69,1,9
5,69,2,8
6,69,3,4
7,69,4,0
8,69,4,3
9,69,5,0
10,69,5,1
11,69,6,9
12,69,7,9
13,69,8,0
14,69,8,2
15,69,9,1
16,69,9,6
17,69,9,7
0,70,0,5
1,70,0,6
2,70,1,7
3,70,1,8
4,70,1,9
5,70,2,3
6,70,2,12
7,70,3,2
8,70,4,5
9,70,5,0
10,70,5,4
11,70,6,0
12,70,6,7
13,70,7,1
14,70,7,6
15,70,8,1
16,70,9,1
17,70,9,10
18,70,10,9
19,70,10,13
20,70,11,13
21,70,12,2
22,70,12,13
23,70,13,10
24,70,13,11
25,70,13,12
0,71,0,1
1,71,0,4
2,71,0,5
3,71,0,7
4,71,1,0
5,71,1,8
6,71,1,9
7,71,2,11
8,71,2,12
9,71,2,13
10,71,3,4
11,71,4,0
12,71,4,3
13,71,5,0
14,71,5,6
15,71,6,5
16,71,7,0
17,71,8,1
18,71,9,1
19,71,9,14
20,71,10,14
21,71,11,2
22,71,11,14
23,71,12,2
24,71,13,2
25,71,14,9
26,71,14,10
27,71,14,11
0,72,0,4
1,72,0,5
2,72,0,11
3,72,1,2
4,72,1,7
5,72,1,8
6,72,2,1
7,72,3,4
8,72,4,0
9,72,4,3
10,72,5,0
11,72,5,6
12,72,6,5
13,72,6,7
14,72,7,1
15,72,7,6
16,72,8,1
17,72,8,16
18,72,9,16
19,72,10,16
20,72,11,0
21,72,11,12
22,72,12,11
23,72,12,13
24,72,13,12
25,72,13,17
26,72,14,17
27,72,15,17
28,72,16,8
29,72,16,9
30,72,16,10
31,72,17,13
32,72,17,14
33,72,17,15
0,73,0,3
1,73,0,4
2,73,1,8
3,73,1,9
4,73,2,6
5,73,3,0
6,73,4,0
7,73,4,10
8,73,5,7
9,73,5,10
10,73,6,2
11,73,6,10
12,73,7,5
13,73,7,8
14,73,8,1
15,73,8,7
16,73,9,1
17,73,10,4
18,73,10,5
19,73,10,6
0,74,0,3
1,74,0,4
2,74,1,9
3,74,1,10
4,74,1,11
5,74,1,12
6,74,2,3
7,74,3,0
8,74,3,2
9,74,4,0
10,74,4,5
11,74,5,4
12,74,5,13
13,74,6,13
14,74,7,8
15,74,7,13
16,74,8,7
17,74,8,9
18,74,9,1
19,74,9,8
20,74,10,1
21,74,11,1
22,74,12,1
23,74,13,5
24,74,13,6
25,74,13,7
0,75,0,1
1,75,0,7
2,75,0,8
3,75,1,0
4,75,1,2
5,75,2,1
6,75,2,12
7,75,2,13
8,75,2,14
9,75,2,15
10,75,3,4
11,75,4,3
12,75,4,5
13,75,5,4
14,75,5,6
15,75,6,5
16,75,6,7
17,75,7,0
18,75,7,6
19,75,8,0
20,75,8,16
21,75,9,16
22,75,10,16
23,75,11,16
24,75,12,2
25,75,13,2
26,75,14,2
27,75,15,2
28,75,16,8
29,75,16,9
30,75,16,10
31,75,16,11
0,76,0,4
1,76,0,5
2,76,1,2
3,76,1,7
4,76,2,1
5,76,3,4
6,76,4,0
7,76,4,3
8,76,5,0
9,76,5,9
10,76,6,8
11,76,6,9
12,76,7,1
13,76,7,9
