tree_edge_id,graph_id,start_clique,end_clique
0,40,0,4
1,40,0,5
2,40,1,6
3,40,1,7
4,40,2,9
5,40,2,10
6,40,2,11
7,40,3,10
8,40,4,0
9,40,5,0
10,40,5,6
11,40,6,1
12,40,6,5
13,40,7,1
14,40,7,17
15,40,8,17
16,40,9,2
17,40,9,17
18,40,10,2
19,40,10,3
20,40,11,2
21,40,11,12
22,40,12,11
23,40,12,18
24,40,13,18
25,40,14,18
26,40,14,19
27,40,15,19
28,40,16,19
29,40,17,7
30,40,17,8
31,40,17,9
32,40,18,12
33,40,18,13
34,40,18,14
35,40,19,14
36,40,19,15
37,40,19,16
0,41,0,6
1,41,0,7
2,41,1,8
3,41,1,9
4,41,2,11
5,41,3,12
6,41,4,6
7,41,4,12
8,41,5,10
9,41,5,12
10,41,6,0
11,41,6,4
12,41,7,0
13,41,7,8
14,41,8,1
15,41,8,7
16,41,9,1
17,41,10,5
18,41,10,11
19,41,11,2
20,41,11,10
21,41,12,3
22,41,12,4
23,41,12,5
0,42,0,6
1,42,0,7
2,42,1,9
3,42,1,10
4,42,2,14
5,42,3,5
6,42,3,14
7,42,4,8
8,42,4,14
9,42,5,3
10,42,5,6
11,42,6,0
12,42,6,5
13,42,7,0
14,42,8,4
15,42,8,9
16,42,9,1
17,42,9,8
18,42,10,1
19,42,10,15
20,42,11,15
21,42,12,15
22,42,13,15
23,42,14,2
24,42,14,3
25,42,14,4
26,42,15,10
27,42,15,11
28,42,15,12
29,42,15,13
0,43,0,6
1,43,0,7
2,43,1,8
3,43,1,9
4,43,2,11
5,43,3,12
6,43,4,6
7,43,4,12
8,43,5,12
9,43,5,13
10,43,6,0
11,43,6,4
12,43,7,0
13,43,7,8
14,43,8,1
15,43,8,7
16,43,9,1
17,43,10,13
18,43,11,2
19,43,11,13
20,43,12,3
21,43,12,4
22,43,12,5
23,43,13,5
24,43,13,10
25,43,13,11
0,44,0,2
1,44,0,10
2,44,1,8
3,44,1,9
4,44,2,0
5,44,3,10
6,44,4,5
7,44,4,10
8,44,5,4
9,44,5,6
10,44,6,5
11,44,6,11
12,44,7,11
13,44,8,1
14,44,8,11
15,44,9,1
16,44,10,0
17,44,10,3
18,44,10,4
19,44,11,6
20,44,11,7
21,44,11,8
0,45,0,1
1,45,0,8
2,45,0,9
3,45,1,0
4,45,2,13
5,45,2,14
6,45,3,15
7,45,4,6
8,45,4,15
9,45,5,15
10,45,5,17
11,45,6,4
12,45,6,16
13,45,7,16
14,45,8,0
15,45,8,16
16,45,9,0
17,45,10,17
18,45,11,12
19,45,11,17
20,45,12,11
21,45,12,13
22,45,13,2
23,45,13,12
24,45,14,2
25,45,15,3
26,45,15,4
27,45,15,5
28,45,16,6
29,45,16,7
30,45,16,8
31,45,17,5
32,45,17,10
33,45,17,11
0,46,0,3
1,46,0,4
2,46,0,5
3,46,0,6
4,46,1,2
5,46,1,10
6,46,2,1
7,46,3,0
8,46,4,0
9,46,5,0
10,46,6,0
11,46,6,7
12,46,7,6
13,46,7,11
14,46,8,11
15,46,9,10
16,46,9,11
17,46,10,1
18,46,10,9
19,46,11,7
20,46,11,8
21,46,11,9
0,47,0,4
1,47,0,5
2,47,1,7
3,47,1,8
4,47,1,9
5,47,2,8
6,47,3,10
7,47,4,0
8,47,5,0
9,47,5,6
10,47,6,5
11,47,6,7
12,47,7,1
13,47,7,6
14,47,8,1
15,47,8,2
16,47,9,1
17,47,9,10
18,47,10,3
19,47,10,9
0,48,0,5
1,48,0,6
2,48,0,12
3,48,1,7
4,48,1,8
5,48,2,10
6,48,2,11
7,48,3,4
8,48,4,3
9,48,4,5
10,48,5,0
11,48,5,4
12,48,6,0
13,48,6,7
14,48,7,1
15,48,7,6
16,48,8,1
17,48,8,14
18,48,9,14
19,48,10,2
20,48,10,14
21,48,11,2
22,48,12,0
23,48,12,13
24,48,13,12
25,48,14,8
26,48,14,9
27,48,14,10
0,49,0,7
1,49,0,8
2,49,1,2
3,49,2,1
4,49,2,3
5,49,3,2
6,49,3,4
7,49,4,3
8,49,4,11
9,49,5,7
10,49,5,11
11,49,6,11
12,49,6,12
13,49,7,0
14,49,7,5
15,49,8,0
16,49,9,12
17,49,10,12
18,49,11,4
19,49,11,5
20,49,11,6
21,49,12,6
22,49,12,9
23,49,12,10
0,50,0,4
1,50,0,5
2,50,1,5
3,50,1,6
4,50,2,11
5,50,2,12
6,50,2,13
7,50,2,14
8,50,3,4
9,50,4,0
10,50,4,3
11,50,5,0
12,50,5,1
13,50,6,1
14,50,6,7
15,50,7,6
16,50,7,15
17,50,8,15
18,50,9,15
19,50,9,16
20,50,10,16
21,50,11,2
22,50,11,16
23,50,12,2
24,50,13,2
25,50,14,2
26,50,15,7
27,50,15,8
28,50,15,9
29,50,16,9
30,50,16,10
31,50,16,11
0,51,0,5
1,51,0,6
2,51,0,7
3,51,1,4
4,51,1,11
5,51,2,12
6,51,3,5
7,51,3,12
8,51,4,1
9,51,4,12
10,51,5,0
11,51,5,3
12,51,6,0
13,51,7,0
14,51,7,13
15,51,8,13
16,51,9,13
17,51,10,13
18,51,11,1
19,51,12,2
20,51,12,3
21,51,12,4
22,51,13,7
23,51,13,8
24,51,13,9
25,51,13,10
0,52,0,10
1,52,0,11
2,52,1,11
3,52,1,12
4,52,2,3
5,52,2,6
