atom_id,graph_id,atom_features
0,160,1
1,160,0
2,160,2
3,160,2
4,160,0
5,160,0
6,160,0
7,160,0
8,160,2
9,160,0
10,160,1
11,160,4
12,160,0
13,160,4
14,160,0
15,160,0
16,160,3
17,160,0
18,160,0
19,160,0
20,160,0
21,160,3
22,160,2
0,161,0
1,161,0
2,161,0
3,161,0
4,161,0
5,161,2
6,161,0
7,161,1
8,161,0
9,161,0
10,161,1
11,161,2
12,161,4
13,161,0
14,161,0
15,161,2
16,161,0
17,161,1
18,161,0
19,161,0
20,161,0
21,161,0
22,161,0
23,161,2
24,161,0
0,162,0
1,162,0
2,162,0
3,162,1
4,162,0
5,162,0
6,162,0
7,162,0
8,162,2
9,162,0
10,162,1
11,162,0
12,162,0
13,162,0
14,162,0
15,162,5
16,162,1
17,162,1
18,162,2
19,162,0
20,162,4
21,162,0
22,162,1
23,162,4
24,162,0
25,162,0
26,162,0
27,162,0
28,162,0
29,162,0
0,163,0
1,163,0
2,163,2
3,163,0
4,163,5
5,163,0
6,163,0
7,163,1
8,163,2
9,163,0
10,163,0
11,163,0
12,163,0
13,163,0
14,163,0
15,163,0
16,163,3
17,163,3
18,163,3
19,163,2
20,163,0
21,163,1
22,163,4
23,163,0
24,163,0
25,163,0
26,163,0
27,163,0
28,163,0
29,163,0
0,164,2
1,164,0
2,164,1
3,164,0
4,164,2
5,164,0
6,164,0
7,164,2
8,164,4
9,164,0
10,164,0
11,164,1
12,164,2
13,164,0
14,164,0
15,164,0
16,164,0
17,164,0
18,164,0
19,164,0
20,164,0
21,164,0
22,164,1
23,164,0
24,164,0
0,165,0
1,165,4
2,165,0
3,165,2
4,165,0
5,165,2
6,165,0
7,165,1
8,165,0
9,165,1
10,165,2
11,165,0
12,165,0
13,165,0
14,165,0
15,165,2
16,165,0
17,165,0
18,165,0
19,165,0
20,165,1
21,165,0
22,165,0
0,166,0
1,166,1
2,166,0
3,166,0
4,166,0
5,166,0
6,166,0
7,166,0
8,166,0
9,166,2
10,166,0
11,166,0
12,166,1
13,166,4
14,166,0
15,166,0
16,166,0
17,166,0
18,166,0
19,166,1
20,166,0
21,166,3
22,166,3
23,166,0
24,166,0
0,167,0
1,167,0
2,167,0
3,167,2
4,167,0
5,167,0
6,167,1
7,167,2
8,167,0
9,167,0
10,167,0
11,167,0
12,167,3
13,167,0
14,167,12
15,167,1
16,167,7
17,167,0
18,167,0
19,167,2
0,168,0
1,168,0
2,168,0
3,168,0
4,168,0
5,168,2
6,168,0
7,168,1
8,168,4
9,168,0
10,168,5
11,168,0
12,168,2
13,168,0
14,168,1
15,168,0
16,168,0
17,168,0
18,168,0
19,168,0
20,168,0
21,168,3
22,168,0
23,168,3
0,169,1
1,169,0
2,169,2
3,169,0
