atom_id,graph_id,atom_features
0,40,0
1,40,0
2,40,0
3,40,0
4,40,0
5,40,0
6,40,2
7,40,0
8,40,0
9,40,2
10,40,0
11,40,1
12,40,0
13,40,2
14,40,2
15,40,0
16,40,0
17,40,0
18,40,0
19,40,0
20,40,0
21,40,0
22,40,2
23,40,0
24,40,1
25,40,0
26,40,0
27,40,0
28,40,0
29,40,0
30,40,0
31,40,0
32,40,0
0,41,1
1,41,0
2,41,0
3,41,0
4,41,2
5,41,0
6,41,0
7,41,0
8,41,0
9,41,0
10,41,0
11,41,6
12,41,0
13,41,0
14,41,2
15,41,2
16,41,2
17,41,0
18,41,0
19,41,0
20,41,0
21,41,0
22,41,1
0,42,1
1,42,4
2,42,0
3,42,1
4,42,0
5,42,0
6,42,0
7,42,0
8,42,6
9,42,0
10,42,0
11,42,0
12,42,5
13,42,0
14,42,2
15,42,0
16,42,0
17,42,0
18,42,0
19,42,3
20,42,3
21,42,3
22,42,2
0,43,1
1,43,0
2,43,2
3,43,0
4,43,0
5,43,0
6,43,0
7,43,1
8,43,0
9,43,0
10,43,0
11,43,0
12,43,6
13,43,2
14,43,2
15,43,0
16,43,0
17,43,4
18,43,1
19,43,0
20,43,0
21,43,0
22,43,0
23,43,0
24,43,0
0,44,0
1,44,0
2,44,0
3,44,0
4,44,0
5,44,1
6,44,0
7,44,2
8,44,0
9,44,1
10,44,2
11,44,0
12,44,0
13,44,0
14,44,4
15,44,0
16,44,0
17,44,0
18,44,0
0,45,0
1,45,4
2,45,1
3,45,0
4,45,1
5,45,4
6,45,0
7,45,5
8,45,0
9,45,0
10,45,0
11,45,0
12,45,0
13,45,0
14,45,1
15,45,2
16,45,0
17,45,1
18,45,2
19,45,0
20,45,0
21,45,0
22,45,0
23,45,0
24,45,0
25,45,0
26,45,6
0,46,0
1,46,4
2,46,0
3,46,0
4,46,1
5,46,2
6,46,0
7,46,0
8,46,1
9,46,2
10,46,0
11,46,0
12,46,0
13,46,0
14,46,0
15,46,0
16,46,0
17,46,0
18,46,0
19,46,0
20,46,0
21,46,0
22,46,0
23,46,0
24,46,0
25,46,0
26,46,5
0,47,0
1,47,0
2,47,0
3,47,0
4,47,0
5,47,5
6,47,0
7,47,2
8,47,2
9,47,0
10,47,2
11,47,0
12,47,0
13,47,1
14,47,0
15,47,0
16,47,2
17,47,0
18,47,4
19,47,0
20,47,0
21,47,0
22,47,1
23,47,2
24,47,1
0,48,0
1,48,0
2,48,1
3,48,0
4,48,0
5,48,0
6,48,0
7,48,0
8,48,8
9,48,0
10,48,0
11,48,0
12,48,4
13,48,4
14,48,1
15,48,0
16,48,2
17,48,0
18,48,0
19,48,2
20,48,0
21,48,0
22,48,0
23,48,0
24,48,1
25,48,0
0,49,13
1,49,12
2,49,2
3,49,0
4,49,4
5,49,2
6,49,0
7,49,0
8,49,0
9,49,0
10,49,9
11,49,0
12,49,0
13,49,0
14,49,1
15,49,7
0,50,0
1,50,1
2,50,0
3,50,0
4,50,0
5,50,0
6,50,2
7,50,2
8,50,2
9,50,2
10,50,0
11,50,5
12,50,4
13,50,0
14,50,0
15,50,1
16,50,0
17,50,0
18,50,0
19,50,0
20,50,0
21,50,0
22,50,0
23,50,0
24,50,0
25,50,0
26,50,0
0,51,0
1,51,4
2,51,11
3,51,4
4,51,0
5,51,0
6,51,1
7,51,2
8,51,0
9,51,0
10,51,0
11,51,0
12,51,0
13,51,0
14,51,0
15,51,0
16,51,0
17,51,9
18,51,5
0,52,0
1,52,2
2,52,0
3,52,1
4,52,0
5,52,5
