atom_id,graph_id,atom_features
0,120,0
1,120,0
2,120,0
3,120,0
4,120,8
5,120,0
6,120,0
7,120,2
8,120,0
9,120,0
10,120,0
11,120,2
12,120,0
13,120,1
14,120,0
15,120,0
16,120,0
17,120,0
18,120,2
19,120,0
20,120,0
21,120,0
22,120,0
23,120,2
24,120,0
0,121,0
1,121,0
2,121,4
3,121,0
4,121,8
5,121,4
6,121,0
7,121,1
8,121,7
9,121,0
10,121,0
11,121,4
12,121,0
13,121,0
14,121,0
15,121,0
16,121,4
0,122,0
1,122,1
2,122,0
3,122,0
4,122,0
5,122,0
6,122,2
7,122,0
8,122,0
9,122,4
10,122,0
11,122,1
12,122,7
13,122,8
14,122,0
15,122,0
16,122,2
17,122,0
18,122,0
19,122,0
20,122,0
21,122,0
22,122,0
23,122,0
24,122,0
25,122,0
26,122,0
27,122,0
28,122,0
29,122,0
30,122,0
31,122,0
0,123,0
1,123,4
2,123,0
3,123,8
4,123,0
5,123,0
6,123,0
7,123,0
8,123,4
9,123,0
10,123,2
11,123,0
12,123,1
13,123,2
14,123,0
15,123,4
16,123,0
17,123,0
18,123,1
19,123,7
0,124,0
1,124,4
2,124,11
3,124,4
4,124,0
5,124,0
6,124,3
7,124,3
8,124,3
9,124,0
10,124,0
11,124,0
12,124,0
13,124,3
14,124,0
15,124,0
16,124,0
17,124,0
18,124,0
19,124,0
20,124,0
21,124,2
0,125,1
1,125,0
2,125,0
3,125,0
4,125,0
5,125,0
6,125,11
7,125,0
8,125,4
9,125,0
10,125,0
11,125,0
12,125,0
13,125,4
14,125,0
15,125,6
16,125,0
17,125,0
0,126,0
1,126,1
2,126,0
3,126,0
4,126,0
5,126,8
6,126,0
7,126,0
8,126,2
9,126,0
10,126,2
11,126,0
12,126,0
13,126,2
14,126,0
15,126,0
16,126,1
17,126,0
18,126,0
0,127,0
1,127,0
2,127,2
3,127,0
4,127,2
5,127,0
6,127,0
7,127,0
8,127,1
9,127,0
10,127,0
11,127,0
12,127,0
13,127,0
14,127,0
15,127,0
16,127,5
0,128,0
1,128,0
2,128,0
3,128,0
4,128,0
5,128,0
6,128,0
7,128,0
8,128,1
9,128,0
10,128,0
11,128,1
12,128,2
13,128,0
14,128,0
15,128,0
16,128,0
17,128,6
18,128,0
19,128,0
20,128,6
21,128,2
22,128,2
23,128,0
0,129,1
1,129,0
2,129,0
3,129,0
4,129,0
5,129,1
6,129,2
7,129,0
8,129,0
9,129,2
10,129,4
11,129,0
12,129,0
13,129,5
14,129,1
15,129,1
16,129,0
17,129,0
18,129,0
19,129,1
20,129,0
21,129,0
22,129,0
23,129,0
24,129,6
25,129,0
26,129,0
0,130,0
1,130,0
2,130,0
3,130,0
4,130,2
5,130,0
6,130,0
7,130,1
8,130,4
9,130,0
10,130,0
11,130,0
12,130,0
13,130,0
14,130,0
15,130,3
16,130,0
17,130,2
18,130,0
19,130,0
20,130,5
21,130,0
22,130,2
0,131,0
1,131,4
2,131,0
3,131,2
4,131,0
5,131,0
6,131,0
7,131,0
8,131,0
9,131,2
10,131,1
11,131,5
12,131,1
13,131,0
14,131,0
15,131,2
16,131,2
17,131,0
18,131,0
19,131,0
20,131,0
21,131,0
22,131,0
23,131,0
24,131,2
0,132,0
1,132,0
2,132,0
3,132,0
4,132,0
5,132,3
6,132,0
7,132,0
8,132,4
9,132,0
10,132,0
11,132,2
12,132,0
13,132,1
14,132,1
15,132,0
16,132,0
17,132,0
18,132,0
19,132,0
20,132,4
21,132,10
0,133,0
1,133,0
2,133,0
3,133,2
4,133,2
5,133,0
6,133,2
7,133,5
8,133,1
9,133,1
10,133,0
11,133,0
12,133,0
13,133,0
14,133,2
15,133,0
16,133,1
17,133,0
18,133,0
19,133,0
20,133,0
21,133,0
22,133,3
23,133,0
24,133,0
25,133,0
26,133,5
0,134,0
1,134,1
2,134,0
3,134,0
4,134,0
5,134,0
6,134,4
7,134,0
8,134,11
9,134,4
10,134,0
11,134,0
12,134,0
13,134,0
14,134,0
15,134,3
16,134,0
17,134,2
18,134,0
19,134,1
20,134,0
21,134,0
0,135,0
1,135,0
2,135,1
3,135,4
4,135,0
5,135,4
6,135,2
7,135,0
8,135,1
9,135,2
10,135,4
11,135,0
12,135,5
13,135,0
14,135,1
15,135,1
16,135,0
17,135,0
18,135,0
19,135,0
20,135,0
21,135,0
22,135,0
23,135,0
24,135,0
0,136,0
1,136,0
2,136,4
3,136,0
4,136,0
5,136,4
6,136,0
7,136,2
8,136,0
9,136,1
10,136,2
11,136,0
12,136,0
13,136,2
14,136,0
15,136,0
16,136,1
17,136,2
18,136,0
19,136,0
20,136,0
21,136,0
22,136,0
0,137,0
1,137,2
2,137,5
3,137,1
4,137,1
5,137,0
6,137,0
7,137,0
8,137,0
9,137,0
10,137,4
11,137,0
12,137,11
13,137,0
14,137,4
15,137,0
16,137,5
17,137,0
18,137,0
0,138,0
1,138,0
2,138,2
3,138,5
4,138,1
5,138,1
6,138,0
7,138,0
8,138,0
9,138,0
10,138,0
11,138,0
12,138,2
13,138,4
14,138,0
15,138,0
16,138,4
17,138,0
18,138,0
19,138,0
20,138,11
0,139,0
1,139,0
2,139,0
3,139,0
4,139,4
5,139,0
6,139,2
7,139,0
8,139,1
9,139,4
10,139,0
11,139,0
12,139,0
13,139,5
14,139,0
15,139,0
16,139,0
17,139,0
18,139,5
