atom_id,graph_id,atom_features
0,60,0
1,60,0
2,60,1
3,60,0
4,60,1
5,60,0
6,60,0
7,60,0
8,60,0
9,60,2
10,60,0
11,60,1
12,60,0
13,60,0
14,60,10
15,60,0
16,60,0
17,60,0
18,60,0
0,61,0
1,61,1
2,61,0
3,61,1
4,61,0
5,61,0
6,61,0
7,61,0
8,61,0
9,61,4
10,61,0
11,61,0
12,61,0
13,61,0
14,61,4
15,61,1
16,61,0
17,61,1
18,61,1
19,61,0
0,62,0
1,62,1
2,62,0
3,62,0
4,62,0
5,62,0
6,62,1
7,62,0
8,62,0
9,62,0
10,62,1
11,62,2
12,62,0
13,62,4
14,62,0
15,62,0
16,62,4
17,62,0
18,62,0
19,62,0
20,62,0
0,63,0
1,63,4
2,63,0
3,63,0
4,63,2
5,63,0
6,63,2
7,63,0
8,63,2
9,63,11
10,63,0
11,63,0
12,63,2
13,63,2
14,63,0
15,63,0
16,63,0
17,63,0
18,63,0
19,63,0
20,63,0
0,64,0
1,64,4
2,64,2
3,64,0
4,64,2
5,64,5
6,64,1
7,64,1
8,64,0
9,64,0
10,64,0
11,64,0
12,64,0
13,64,0
14,64,0
15,64,1
16,64,1
17,64,0
18,64,0
19,64,1
20,64,2
21,64,0
22,64,0
23,64,0
24,64,0
25,64,6
26,64,0
27,64,2
0,65,0
1,65,4
2,65,0
3,65,1
4,65,0
5,65,0
6,65,2
7,65,5
8,65,1
9,65,1
10,65,0
11,65,0
12,65,0
13,65,0
14,65,0
15,65,0
16,65,2
17,65,0
18,65,0
0,66,0
1,66,0
2,66,0
3,66,0
4,66,0
5,66,2
6,66,0
7,66,0
8,66,0
9,66,0
10,66,0
11,66,0
12,66,2
13,66,0
14,66,0
15,66,1
16,66,0
17,66,0
18,66,0
19,66,3
20,66,0
21,66,0
22,66,1
23,66,1
24,66,0
25,66,0
26,66,1
0,67,0
1,67,0
2,67,0
3,67,0
4,67,2
5,67,2
6,67,2
7,67,2
8,67,0
9,67,5
10,67,0
11,67,0
12,67,0
13,67,0
14,67,1
15,67,2
16,67,0
17,67,0
18,67,5
19,67,0
20,67,2
0,68,0
1,68,0
2,68,2
3,68,2
4,68,0
5,68,0
6,68,5
7,68,1
8,68,1
9,68,2
10,68,4
11,68,0
12,68,0
13,68,0
14,68,0
15,68,0
16,68,0
17,68,0
18,68,0
19,68,0
0,69,1
1,69,0
2,69,0
3,69,0
4,69,2
5,69,4
6,69,0
7,69,0
8,69,5
9,69,1
10,69,1
11,69,0
12,69,2
13,69,0
14,69,0
15,69,0
16,69,1
17,69,0
18,69,0
0,70,0
1,70,1
2,70,0
3,70,0
4,70,0
5,70,0
6,70,0
7,70,0
8,70,0
9,70,0
10,70,2
11,70,0
12,70,2
13,70,0
14,70,1
15,70,4
16,70,0
17,70,1
18,70,0
19,70,0
20,70,0
21,70,0
22,70,0
23,70,0
24,70,1
25,70,5
26,70,0
27,70,0
0,71,0
1,71,0
2,71,0
3,71,0
4,71,0
5,71,2
6,71,0
7,71,2
8,71,2
9,71,0
10,71,0
11,71,0
12,71,2
13,71,0
14,71,0
15,71,1
16,71,0
17,71,0
18,71,0
19,71,0
20,71,6
21,71,0
22,71,6
23,71,0
24,71,5
0,72,0
1,72,1
2,72,0
3,72,0
4,72,0
5,72,0
6,72,0
7,72,0
8,72,0
9,72,0
10,72,0
11,72,1
12,72,7
13,72,0
14,72,0
15,72,0
16,72,0
17,72,0
18,72,0
19,72,2
20,72,0
21,72,0
22,72,0
23,72,1
24,72,0
25,72,0
26,72,1
27,72,7
0,73,3
1,73,0
2,73,0
3,73,0
4,73,0
5,73,0
6,73,4
7,73,2
8,73,0
9,73,0
10,73,0
11,73,6
12,73,5
13,73,2
14,73,2
15,73,0
16,73,0
17,73,0
18,73,0
19,73,0
20,73,0
21,73,0
0,74,0
1,74,1
2,74,4
3,74,0
4,74,0
5,74,0
6,74,4
7,74,1
8,74,0
9,74,1
10,74,0
11,74,0
12,74,0
13,74,0
14,74,0
15,74,2
16,74,0
17,74,2
18,74,0
19,74,0
20,74,0
0,75,0
1,75,0
2,75,1
3,75,0
4,75,0
5,75,2
6,75,0
7,75,0
8,75,0
9,75,0
10,75,0
11,75,0
12,75,2
13,75,0
14,75,2
15,75,0
16,75,0
17,75,0
18,75,1
19,75,2
20,75,0
21,75,0
22,75,1
23,75,2
24,75,0
0,76,0
1,76,0
2,76,0
3,76,0
4,76,0
5,76,0
6,76,4
7,76,11
8,76,0
9,76,4
10,76,0
11,76,2
12,76,0
13,76,0
14,76,0
15,76,4
16,76,0
17,76,1
18,76,0
19,76,0
0,77,0
1,77,5
2,77,1
3,77,1
4,77,0
5,77,0
6,77,0
7,77,0
8,77,6
9,77,0
10,77,2
11,77,0
12,77,1
13,77,0
14,77,0
15,77,0
16,77,0
17,77,0
18,77,0
19,77,0
20,77,3
21,77,0
22,77,0
0,78,0
1,78,1
2,78,0
3,78,0
4,78,0
5,78,0
6,78,0
7,78,0
8,78,2
9,78,0
10,78,1
11,78,0
12,78,0
13,78,0
14,78,2
15,78,0
16,78,0
17,78,0
18,78,0
0,79,0
1,79,0
2,79,0
3,79,0
4,79,0
5,79,0
6,79,0
7,79,0
8,79,1
9,79,0
10,79,0
11,79,0
12,79,0
13,79,0
14,79,11
