atom_id,graph_id,atom_features
0,180,0
1,180,0
2,180,0
3,180,5
4,180,0
5,180,2
6,180,0
7,180,2
8,180,0
9,180,1
10,180,0
11,180,5
12,180,2
0,181,0
1,181,0
2,181,0
3,181,0
4,181,5
5,181,0
6,181,4
7,181,2
8,181,0
9,181,0
10,181,0
11,181,6
12,181,0
13,181,0
14,181,0
15,181,2
16,181,0
17,181,0
18,181,0
19,181,2
20,181,0
0,182,1
1,182,5
2,182,1
3,182,0
4,182,0
5,182,0
6,182,0
7,182,0
8,182,0
9,182,0
10,182,3
11,182,0
12,182,3
13,182,0
14,182,3
15,182,0
16,182,0
17,182,2
0,183,1
1,183,0
2,183,0
3,183,1
4,183,0
5,183,2
6,183,0
7,183,2
8,183,0
9,183,0
10,183,0
11,183,0
12,183,9
13,183,0
14,183,0
15,183,2
16,183,0
17,183,0
18,183,0
19,183,0
20,183,0
21,183,0
22,183,6
0,184,1
1,184,0
2,184,0
3,184,1
4,184,0
5,184,0
6,184,0
7,184,0
8,184,0
9,184,2
10,184,2
11,184,0
12,184,0
13,184,0
14,184,0
15,184,0
16,184,3
17,184,0
18,184,0
0,185,2
1,185,0
2,185,0
3,185,0
4,185,2
5,185,1
6,185,0
7,185,0
8,185,0
9,185,1
10,185,0
11,185,0
12,185,0
13,185,4
14,185,4
15,185,0
16,185,0
17,185,0
18,185,0
19,185,0
0,186,0
1,186,0
2,186,2
3,186,2
4,186,0
5,186,0
6,186,0
7,186,0
8,186,0
9,186,0
10,186,3
11,186,0
12,186,2
13,186,0
14,186,1
15,186,0
16,186,0
17,186,0
18,186,0
19,186,0
20,186,12
21,186,1
22,186,7
23,186,0
24,186,0
25,186,0
0,187,0
1,187,4
2,187,0
3,187,0
4,187,8
5,187,0
6,187,0
7,187,2
8,187,0
9,187,0
10,187,4
11,187,0
12,187,9
0,188,0
1,188,0
2,188,0
3,188,0
4,188,0
5,188,0
6,188,0
7,188,0
8,188,0
9,188,2
10,188,0
11,188,1
12,188,2
13,188,0
14,188,0
15,188,0
16,188,0
17,188,0
18,188,2
19,188,1
20,188,0
21,188,6
22,188,0
23,188,0
24,188,0
25,188,0
0,189,1
1,189,0
2,189,2
3,189,2
4,189,0
5,189,0
6,189,0
7,189,0
8,189,0
9,189,12
10,189,1
11,189,7
12,189,1
13,189,0
14,189,7
15,189,2
0,190,0
1,190,0
2,190,0
3,190,0
4,190,0
5,190,1
6,190,1
7,190,2
8,190,0
9,190,2
10,190,0
11,190,0
12,190,0
13,190,0
14,190,0
15,190,0
16,190,0
17,190,0
18,190,0
19,190,0
20,190,0
21,190,0
22,190,0
23,190,0
24,190,12
25,190,1
26,190,7
0,191,2
1,191,0
2,191,0
3,191,0
4,191,2
5,191,0
6,191,4
7,191,0
8,191,0
9,191,0
10,191,0
11,191,4
12,191,1
13,191,0
14,191,1
15,191,2
16,191,0
17,191,7
0,192,1
1,192,0
2,192,0
3,192,5
4,192,0
5,192,0
6,192,3
7,192,3
8,192,3
9,192,2
10,192,4
11,192,0
12,192,4
13,192,0
14,192,0
15,192,0
16,192,0
17,192,0
18,192,0
0,193,0
1,193,0
2,193,0
3,193,0
4,193,0
5,193,0
6,193,0
7,193,0
8,193,2
9,193,0
10,193,5
11,193,0
12,193,0
13,193,0
14,193,0
15,193,0
16,193,0
17,193,3
18,193,0
19,193,0
20,193,3
21,193,0
22,193,1
23,193,2
0,194,0
1,194,0
2,194,0
3,194,0
4,194,1
5,194,0
6,194,0
7,194,2
8,194,0
9,194,0
10,194,0
11,194,0
12,194,0
13,194,0
14,194,0
15,194,3
16,194,3
17,194,3
18,194,0
19,194,0
20,194,0
21,194,1
0,195,0
1,195,0
2,195,0
3,195,0
4,195,0
5,195,0
6,195,0
7,195,0
8,195,0
9,195,0
10,195,2
11,195,0
12,195,0
13,195,2
14,195,2
15,195,0
16,195,0
17,195,0
18,195,0
19,195,0
20,195,1
0,196,0
1,196,2
2,196,2
3,196,0
4,196,0
5,196,0
6,196,0
7,196,0
8,196,0
9,196,0
10,196,0
11,196,0
12,196,0
13,196,0
14,196,2
15,196,0
16,196,2
17,196,0
18,196,2
19,196,0
20,196,3
21,196,0
22,196,0
23,196,1
0,197,0
1,197,0
2,197,0
3,197,0
4,197,0
5,197,0
6,197,0
7,197,2
8,197,0
9,197,0
10,197,0
11,197,0
12,197,0
13,197,0
14,197,0
15,197,1
16,197,0
17,197,0
18,197,2
19,197,0
20,197,0
21,197,0
22,197,0
23,197,0
24,197,0
25,197,0
26,197,0
27,197,5
28,197,1
29,197,1
30,197,0
0,198,1
1,198,0
2,198,0
3,198,9
4,198,0
5,198,0
6,198,2
7,198,0
8,198,0
9,198,0
10,198,0
11,198,6
12,198,0
13,198,2
0,199,0
1,199,0
2,199,2
3,199,0
4,199,0
5,199,2
6,199,0
7,199,2
8,199,0
9,199,0
10,199,0
11,199,0
12,199,4
13,199,2
14,199,0
15,199,0
16,199,8
17,199,0
18,199,0
19,199,0
20,199,0
21,199,0
22,199,1
