atom_id,graph_id,atom_features
0,80,0
1,80,4
2,80,0
3,80,2
4,80,0
5,80,0
6,80,0
7,80,0
8,80,0
9,80,0
10,80,0
11,80,2
12,80,0
13,80,0
14,80,0
15,80,2
16,80,0
17,80,2
18,80,0
19,80,4
20,80,0
21,80,1
0,81,0
1,81,1
2,81,0
3,81,4
4,81,1
5,81,0
6,81,0
7,81,0
8,81,0
9,81,3
10,81,3
11,81,3
0,82,0
1,82,0
2,82,0
3,82,0
4,82,0
5,82,0
6,82,4
7,82,0
8,82,11
9,82,0
10,82,0
11,82,5
12,82,1
13,82,1
14,82,0
15,82,0
16,82,0
17,82,0
18,82,0
19,82,0
0,83,1
1,83,4
2,83,0
3,83,4
4,83,0
5,83,2
6,83,0
7,83,0
8,83,0
9,83,0
10,83,2
11,83,1
12,83,8
13,83,0
14,83,0
15,83,0
16,83,2
17,83,0
18,83,0
19,83,0
20,83,0
21,83,0
22,83,0
23,83,0
0,84,1
1,84,0
2,84,0
3,84,0
4,84,0
5,84,0
6,84,8
7,84,0
8,84,0
9,84,0
10,84,0
11,84,0
12,84,0
13,84,0
14,84,0
15,84,0
16,84,8
17,84,0
18,84,0
19,84,0
20,84,0
21,84,0
22,84,0
23,84,0
24,84,0
25,84,1
26,84,0
0,85,0
1,85,0
2,85,2
3,85,0
4,85,2
5,85,2
6,85,0
7,85,0
8,85,2
9,85,0
10,85,1
11,85,2
12,85,0
13,85,4
14,85,1
15,85,0
16,85,0
17,85,0
18,85,0
19,85,0
20,85,0
21,85,1
22,85,0
0,86,0
1,86,11
2,86,4
3,86,0
4,86,0
5,86,0
6,86,0
7,86,3
8,86,0
9,86,0
10,86,0
11,86,0
12,86,5
13,86,0
14,86,2
15,86,0
16,86,0
17,86,5
0,87,10
1,87,4
2,87,0
3,87,0
4,87,0
5,87,0
6,87,0
7,87,1
8,87,7
9,87,0
10,87,0
11,87,0
12,87,0
13,87,2
14,87,0
15,87,1
16,87,2
17,87,0
18,87,0
0,88,0
1,88,0
2,88,1
3,88,0
4,88,1
5,88,0
6,88,0
7,88,0
8,88,0
9,88,0
10,88,0
11,88,0
12,88,0
13,88,2
14,88,0
15,88,2
16,88,0
17,88,2
18,88,2
19,88,4
20,88,0
21,88,0
22,88,0
23,88,0
24,88,5
25,88,0
26,88,0
27,88,0
0,89,0
1,89,2
2,89,0
3,89,4
4,89,2
5,89,0
6,89,1
7,89,0
8,89,0
9,89,0
10,89,0
11,89,2
12,89,0
13,89,0
14,89,0
15,89,0
16,89,0
17,89,5
18,89,0
19,89,0
20,89,0
21,89,1
0,90,0
1,90,0
2,90,0
3,90,0
4,90,0
5,90,1
6,90,1
7,90,0
8,90,4
9,90,0
10,90,0
11,90,0
12,90,0
13,90,0
14,90,9
15,90,0
16,90,2
17,90,0
18,90,5
19,90,2
0,91,0
1,91,1
2,91,0
3,91,0
4,91,0
5,91,0
6,91,2
7,91,5
8,91,1
9,91,1
10,91,0
11,91,0
12,91,0
13,91,0
14,91,0
15,91,0
16,91,0
17,91,0
18,91,0
19,91,2
0,92,0
1,92,0
2,92,2
3,92,0
4,92,0
5,92,0
6,92,1
7,92,2
8,92,0
9,92,0
10,92,0
11,92,0
12,92,2
13,92,2
14,92,0
15,92,0
16,92,2
17,92,0
18,92,0
19,92,2
20,92,0
21,92,2
22,92,0
23,92,0
24,92,0
25,92,0
26,92,2
0,93,0
1,93,4
2,93,0
3,93,0
4,93,4
5,93,0
6,93,2
7,93,1
8,93,0
9,93,2
10,93,0
11,93,1
12,93,0
13,93,2
14,93,2
15,93,2
16,93,13
0,94,0
1,94,4
2,94,11
3,94,0
4,94,0
5,94,4
6,94,0
7,94,2
8,94,2
9,94,0
10,94,2
11,94,0
12,94,0
13,94,0
14,94,0
15,94,0
16,94,0
0,95,0
1,95,0
2,95,0
3,95,0
4,95,0
5,95,0
6,95,0
7,95,0
8,95,4
9,95,0
10,95,2
11,95,0
12,95,1
13,95,0
14,95,0
15,95,0
16,95,0
17,95,0
18,95,0
19,95,0
20,95,0
0,96,0
1,96,0
2,96,0
3,96,2
4,96,0
5,96,1
6,96,0
7,96,0
8,96,2
9,96,0
10,96,0
11,96,0
12,96,0
13,96,0
14,96,1
15,96,0
16,96,0
17,96,0
18,96,0
0,97,0
1,97,2
2,97,0
3,97,4
4,97,0
5,97,0
6,97,0
7,97,0
8,97,0
9,97,0
10,97,0
11,97,8
12,97,0
13,97,1
14,97,0
15,97,1
16,97,0
17,97,0
18,97,0
19,97,0
20,97,0
21,97,0
0,98,0
1,98,0
2,98,0
3,98,0
4,98,0
5,98,0
6,98,4
7,98,2
8,98,0
9,98,0
10,98,0
11,98,0
12,98,0
13,98,2
14,98,1
15,98,0
16,98,0
17,98,2
0,99,0
1,99,1
2,99,0
3,99,0
4,99,0
5,99,0
6,99,0
7,99,0
8,99,0
9,99,0
10,99,1
11,99,2
12,99,0
13,99,0
14,99,0
15,99,2
16,99,0
17,99,0
