bond_id,graph_id,start_atom,end_atom,bond_features
0,80,0,1,1
1,80,1,0,1
2,80,1,2,1
3,80,1,21,1
4,80,2,1,1
5,80,2,3,1
6,80,3,2,1
7,80,3,4,1
8,80,3,18,1
9,80,4,3,1
10,80,4,5,1
11,80,5,4,1
12,80,5,6,2
13,80,5,10,1
14,80,6,5,2
15,80,6,7,1
16,80,7,6,1
17,80,7,8,2
18,80,8,7,2
19,80,8,9,1
20,80,9,8,1
21,80,9,10,2
22,80,10,5,1
23,80,10,9,2
24,80,10,11,1
25,80,11,10,1
26,80,11,12,1
27,80,12,11,1
28,80,12,13,2
29,80,13,12,2
30,80,13,14,1
31,80,13,16,1
32,80,14,13,1
33,80,14,15,3
34,80,15,14,3
35,80,16,13,1
36,80,16,17,3
37,80,17,16,3
38,80,18,3,1
39,80,18,19,1
40,80,19,18,1
41,80,19,20,1
42,80,19,21,1
43,80,20,19,1
44,80,21,1,1
45,80,21,19,1
0,81,0,1,1
1,81,1,0,1
2,81,1,2,1
3,81,2,1,1
4,81,2,3,1
5,81,3,2,1
6,81,3,4,1
7,81,3,5,1
8,81,4,3,1
9,81,5,3,1
10,81,5,6,1
11,81,6,5,1
12,81,6,7,2
13,81,7,6,1
14,81,7,8,2
15,81,8,7,1
16,81,8,9,1
17,81,8,10,2
18,81,8,11,2
19,81,9,8,1
20,81,10,8,1
21,81,11,8,2
0,82,0,1,1
1,82,1,0,1
2,82,1,2,1
3,82,1,18,1
4,82,2,1,1
5,82,2,3,1
6,82,3,2,1
7,82,3,4,1
8,82,4,3,1
9,82,4,5,1
10,82,5,4,1
11,82,5,6,1
12,82,5,18,2
13,82,6,5,1
14,82,6,7,2
15,82,6,8,1
16,82,7,6,1
17,82,8,6,2
18,82,8,9,2
19,82,9,8,1
20,82,9,10,1
21,82,10,9,2
22,82,10,11,1
23,82,11,10,2
24,82,11,12,1
25,82,11,13,1
26,82,11,14,1
27,82,12,11,1
28,82,13,11,2
29,82,14,11,2
30,82,14,15,1
31,82,14,16,1
32,82,14,17,1
33,82,15,14,3
34,82,16,14,3
35,82,17,14,1
36,82,18,1,3
37,82,18,5,3
38,82,18,19,1
39,82,19,18,1
0,83,0,1,1
1,83,1,0,1
2,83,1,2,1
3,83,1,23,1
4,83,2,1,1
5,83,2,3,1
6,83,3,2,1
7,83,3,4,1
8,83,3,12,1
9,83,4,3,1
10,83,4,5,1
11,83,4,11,1
12,83,5,4,2
13,83,5,6,1
14,83,6,5,2
15,83,6,7,1
16,83,6,10,1
17,83,7,6,2
18,83,7,8,2
19,83,7,9,1
20,83,8,7,1
21,83,8,9,2
22,83,9,7,1
23,83,9,8,2
24,83,10,6,1
25,83,10,11,1
26,83,11,4,1
27,83,11,10,1
28,83,12,3,2
29,83,12,13,2
30,83,12,23,1
31,83,13,12,1
32,83,13,14,1
33,83,14,13,3
34,83,14,15,3
35,83,14,22,1
36,83,15,14,3
37,83,15,16,3
38,83,16,15,1
39,83,16,17,1
40,83,17,16,1
41,83,17,18,1
42,83,17,22,1
43,83,18,17,1
44,83,18,19,1
45,83,19,18,1
46,83,19,20,1
47,83,20,19,1
48,83,20,21,1
49,83,21,20,1
50,83,21,22,1
51,83,22,14,1
52,83,22,17,1
53,83,22,21,1
54,83,23,1,1
55,83,23,12,1
0,84,0,1,1
1,84,1,0,1
2,84,1,2,1
