atom_id,graph_id,atom_features
0,0,6
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,2
7,0,0
8,0,2
9,0,0
10,0,0
11,0,0
12,0,0
13,0,6
14,0,0
15,0,2
0,1,1
1,1,0
2,1,2
3,1,0
4,1,0
5,1,2
6,1,5
7,1,1
8,1,1
9,1,0
10,1,0
11,1,0
12,1,0
13,1,0
14,1,6
15,1,0
16,1,3
17,1,0
18,1,0
19,1,0
20,1,0
21,1,2
22,1,0
0,2,0
1,2,0
2,2,0
3,2,0
4,2,0
5,2,1
6,2,2
7,2,4
8,2,0
9,2,2
10,2,1
11,2,0
12,2,0
13,2,0
14,2,0
15,2,0
16,2,0
17,2,0
18,2,0
19,2,0
20,2,0
21,2,0
22,2,0
23,2,2
0,3,0
1,3,0
2,3,1
3,3,2
4,3,0
5,3,0
6,3,0
7,3,0
8,3,0
9,3,2
10,3,0
11,3,1
12,3,2
13,3,4
14,3,0
15,3,4
16,3,0
17,3,0
18,3,1
19,3,0
20,3,0
21,3,0
0,4,0
1,4,0
2,4,11
3,4,4
4,4,0
5,4,0
6,4,0
7,4,0
8,4,0
9,4,0
10,4,0
11,4,0
12,4,0
13,4,0
14,4,4
15,4,0
16,4,5
17,4,0
18,4,0
19,4,5
