atom_id,graph_id,atom_features
448,20,0
449,20,0
450,20,2
451,20,2
452,20,0
453,20,0
454,20,0
455,20,0
456,20,0
457,20,2
458,20,0
459,20,1
460,20,0
461,20,1
462,20,0
463,20,0
464,20,0
465,20,0
466,20,0
467,20,0
468,20,0
469,20,0
470,20,0
471,20,0
472,20,0
473,20,1
474,20,0
475,21,0
476,21,0
477,21,0
478,21,0
479,21,0
480,21,0
481,21,0
482,21,1
483,21,2
484,21,0
485,21,0
486,21,0
487,21,4
488,21,1
489,21,0
490,21,0
491,21,0
492,21,0
493,21,0
494,21,0
495,21,0
496,21,0
497,21,0
498,21,2
499,22,3
500,22,0
501,22,0
502,22,0
503,22,0
504,22,2
505,22,0
506,22,2
507,22,0
508,22,5
509,22,0
510,22,2
511,22,2
512,22,0
513,22,0
514,22,0
515,22,0
516,22,0
517,22,0
518,22,0
519,22,2
520,22,0
521,22,0
522,23,0
523,23,0
524,23,1
525,23,0
526,23,0
527,23,0
528,23,0
529,23,0
530,23,2
531,23,0
532,23,0
533,23,2
534,23,0
535,23,0
536,23,2
537,23,0
538,23,0
539,23,0
540,23,0
541,23,0
542,23,0
543,23,0
544,23,0
545,23,0
546,23,5
547,23,0
548,23,0
549,23,1
550,23,0
551,24,1
552,24,0
553,24,0
554,24,0
555,24,0
556,24,0
557,24,0
558,24,0
559,24,0
560,24,2
561,24,2
562,24,0
563,24,0
564,24,0
565,24,0
566,24,0
567,24,0
568,24,4
569,24,0
570,24,1
571,24,2
572,24,0
573,24,0
574,24,0
575,24,0
576,24,9
577,24,0
578,24,0
579,24,0
580,24,1
581,24,4
582,25,0
583,25,0
584,25,4
585,25,0
586,25,2
587,25,0
588,25,1
589,25,0
590,25,0
591,25,2
592,25,0
593,25,1
594,25,2
595,25,4
596,25,0
597,25,0
598,25,0
599,25,0
600,26,0
601,26,0
602,26,2
603,26,0
604,26,1
605,26,2
606,26,2
607,26,0
608,26,1
609,26,0
610,26,0
611,26,0
612,26,0
613,26,0
614,26,0
615,26,1
616,26,0
617,26,0
618,26,0
619,26,0
620,26,1
621,26,2
622,26,0
623,26,0
624,27,0
625,27,0
626,27,1
627,27,2
628,27,0
629,27,0
630,27,2
631,27,0
632,27,1
633,27,2
634,27,4
635,27,0
636,27,0
637,27,0
638,27,0
639,27,4
640,27,0
641,27,0
642,27,0
643,27,0
644,28,1
645,28,0
646,28,0
647,28,0
648,28,0
649,28,0
650,28,1
651,28,0
652,28,0
653,28,0
654,28,0
655,28,5
656,28,0
657,28,0
658,28,0
659,28,2
660,29,0
661,29,5
662,29,1
663,29,1
664,29,0
665,29,0
666,29,0
667,29,0
668,29,0
669,29,0
670,29,0
671,29,0
672,29,0
673,29,0
674,29,1
675,29,4
676,29,0
677,29,2
678,29,0
679,29,1
680,29,0
681,29,0
682,29,0
683,29,0
684,29,0
685,29,6
686,29,0
687,29,0
688,29,0
689,29,0
690,29,0
691,30,0
692,30,0
693,30,0
694,30,1
695,30,2
696,30,0
697,30,0
698,30,0
699,30,0
700,30,0
701,30,0
702,30,2
703,30,0
704,30,0
705,30,1
706,30,2
707,30,4
708,30,0
709,30,0
710,30,0
711,30,0
712,30,0
713,30,3
714,30,0
715,30,0
716,30,0
717,31,0
718,31,0
719,31,0
720,31,0
721,31,0
722,31,0
723,31,2
724,31,0
725,31,1
726,31,0
727,31,0
728,31,0
729,31,1
730,31,2
731,31,0
732,31,0
733,31,0
734,31,0
735,31,0
736,31,0
737,31,1
738,31,2
739,31,0
740,31,0
741,31,0
742,31,0
743,31,0
744,31,0
745,31,2
746,31,0
747,31,2
748,31,0
749,31,0
750,32,0
751,32,2
752,32,0
753,32,0
754,32,0
755,32,5
756,32,1
757,32,1
758,32,2
759,32,0
760,32,0
761,32,2
762,32,0
763,32,1
764,32,4
765,32,0
766,32,0
767,32,0
768,32,1
769,32,0
770,32,0
771,32,0
772,33,0
773,33,0
774,33,0
775,33,2
776,33,0
777,33,0
778,33,0
