atom_id,graph_id,atom_features
1875,80,0
1876,80,0
1877,80,0
1878,80,2
1879,80,5
1880,80,1
1881,80,1
1882,80,0
1883,80,0
1884,80,0
1885,80,0
1886,80,1
1887,80,2
1888,80,0
1889,80,4
1890,80,0
1891,80,0
1892,80,0
1893,80,4
1894,80,0
1895,80,0
1896,80,0
1897,80,0
1898,80,3
1899,81,0
1900,81,0
1901,81,0
1902,81,0
1903,81,0
1904,81,2
1905,81,0
1906,81,4
1907,81,0
1908,81,0
1909,81,0
1910,81,0
1911,81,0
1912,81,0
1913,81,0
1914,81,0
1915,81,8
1916,81,0
1917,81,1
1918,81,0
1919,81,1
1920,81,0
1921,81,0
1922,81,0
1923,81,0
1924,81,0
1925,81,0
1926,82,0
1927,82,2
1928,82,0
1929,82,1
1930,82,0
1931,82,4
1932,82,2
1933,82,0
1934,82,1
1935,82,2
1936,82,0
1937,82,0
1938,82,0
1939,82,0
1940,82,1
1941,82,0
1942,82,4
1943,82,0
1944,82,0
1945,82,0
1946,82,0
1947,82,6
1948,82,0
1949,82,0
1950,83,0
1951,83,0
1952,83,0
1953,83,0
1954,83,0
1955,83,1
1956,83,4
1957,83,0
1958,83,0
1959,83,2
1960,83,0
1961,83,1
1962,83,4
1963,83,0
1964,83,2
1965,83,0
1966,83,1
1967,83,2
1968,83,0
1969,83,0
1970,83,0
1971,83,0
1972,83,0
1973,83,0
1974,83,0
1975,84,0
1976,84,0
1977,84,0
1978,84,0
1979,84,0
1980,84,0
1981,84,0
1982,84,1
1983,84,2
1984,84,0
1985,84,0
1986,84,0
1987,84,0
1988,84,0
1989,84,2
1990,84,2
1991,84,0
1992,84,5
1993,84,4
1994,84,0
1995,84,1
1996,84,7
1997,84,0
1998,84,0
1999,84,0
2000,84,2
2001,84,0
2002,84,0
2003,84,0
2004,84,0
2005,85,0
2006,85,8
2007,85,4
2008,85,0
2009,85,0
2010,85,4
2011,85,0
2012,85,2
2013,85,0
2014,85,1
2015,85,0
2016,85,0
2017,85,0
2018,85,2
2019,85,0
2020,85,0
2021,85,0
2022,85,0
2023,85,0
2024,85,0
2025,85,0
2026,85,0
2027,86,1
2028,86,4
2029,86,4
2030,86,0
2031,86,0
2032,86,0
2033,86,0
2034,86,0
2035,86,0
2036,86,0
2037,86,2
2038,86,0
2039,86,4
2040,86,0
2041,86,0
2042,86,0
2043,86,0
2044,86,0
2045,87,0
2046,87,0
2047,87,0
2048,87,4
2049,87,2
2050,87,0
2051,87,1
2052,87,0
2053,87,0
2054,87,0
2055,87,0
2056,87,0
2057,87,0
2058,87,3
2059,87,0
2060,87,1
2061,87,2
2062,87,4
2063,87,0
2064,87,0
2065,87,0
2066,87,0
2067,87,4
2068,87,0
2069,88,1
2070,88,0
2071,88,0
2072,88,2
2073,88,0
2074,88,2
2075,88,0
2076,88,0
2077,88,0
2078,88,0
2079,88,0
2080,88,0
2081,88,0
2082,88,1
2083,88,1
2084,88,0
2085,88,0
2086,88,2
2087,88,2
2088,88,0
2089,88,0
2090,88,0
2091,88,0
2092,88,0
2093,88,6
2094,88,0
2095,88,0
2096,88,1
2097,89,0
2098,89,0
2099,89,0
2100,89,4
2101,89,2
2102,89,5
2103,89,1
2104,89,1
2105,89,0
2106,89,0
2107,89,0
2108,89,0
2109,89,0
2110,89,2
2111,89,5
2112,89,2
2113,89,0
2114,89,0
2115,89,1
2116,89,2
2117,89,0
2118,89,0
2119,89,0
2120,89,0
2121,89,3
2122,89,0
2123,89,6
2124,89,0
2125,90,0
2126,90,0
2127,90,2
2128,90,0
2129,90,1
2130,90,2
2131,90,0
2132,90,0
2133,90,2
2134,90,0
2135,90,2
2136,90,0
2137,90,0
2138,90,0
2139,90,0
2140,90,0
2141,90,1
2142,90,0
2143,90,0
2144,91,0
2145,91,4
2146,91,0
2147,91,2
2148,91,0
2149,91,1
2150,91,0
2151,91,2
2152,91,0
2153,91,1
2154,91,0
2155,91,0
2156,91,0
2157,91,0
2158,91,3
2159,91,0
2160,91,0
2161,91,3
2162,91,0
2163,91,0
2164,91,0
2165,91,0
2166,91,0
2167,91,0
2168,92,0
2169,92,0
2170,92,1
2171,92,0
2172,92,1
2173,92,2
2174,92,2
2175,92,0
2176,92,1
2177,92,0
2178,92,5
2179,92,0
2180,92,0
2181,92,0
2182,92,0
2183,92,0
2184,92,6
2185,92,0
2186,92,0
2187,92,6
2188,93,0
2189,93,0
2190,93,0
2191,93,0
2192,93,0
2193,93,0
2194,93,0
2195,93,0
2196,93,0
2197,93,0
2198,93,2
2199,93,4
2200,93,0
2201,93,0
2202,93,0
2203,93,0
2204,93,9
2205,93,0
2206,93,0
2207,93,2
2208,93,1
2209,94,0
2210,94,0
2211,94,2
2212,94,0
2213,94,1
2214,94,0
2215,94,0
2216,94,0
2217,94,0
2218,94,2
2219,94,0
2220,94,2
2221,94,0
2222,94,0
2223,94,2
2224,94,0
2225,94,0
2226,94,0
2227,94,0
2228,94,1
2229,94,0
2230,94,0
2231,94,0
2232,94,0
2233,94,0
2234,95,0
2235,95,0
2236,95,0
2237,95,2
2238,95,0
2239,95,0
2240,95,0
2241,95,0
2242,95,0
2243,95,1
2244,95,0
2245,95,0
2246,95,0
2247,95,5
2248,95,0
2249,95,1
2250,95,1
2251,95,0
2252,95,0
2253,95,0
2254,95,6
2255,96,0
2256,96,0
2257,96,0
2258,96,1
2259,96,0
2260,96,0
2261,96,9
2262,96,0
2263,96,0
2264,96,9
2265,96,0
2266,96,0
2267,96,0
2268,96,2
2269,96,2
2270,96,0
2271,96,2
2272,96,2
2273,96,2
2274,96,13
2275,97,1
2276,97,0
2277,97,2
2278,97,0
2279,97,0
2280,97,0
2281,97,0
2282,97,0
2283,97,2
2284,97,2
2285,97,0
2286,97,0
2287,97,0
2288,97,0
2289,97,0
2290,97,0
2291,97,0
2292,97,0
2293,97,2
2294,97,0
2295,97,2
2296,97,0
2297,97,2
2298,97,2
2299,97,0
2300,98,1
2301,98,0
2302,98,2
2303,98,0
2304,98,0
2305,98,0
2306,98,0
2307,98,0
2308,98,0
2309,98,0
2310,98,0
2311,98,2
2312,98,0
2313,98,2
2314,98,0
2315,98,0
2316,98,0
2317,98,2
2318,98,0
2319,98,0
2320,98,0
2321,98,0
2322,98,5
2323,99,0
2324,99,1
2325,99,0
2326,99,0
2327,99,0
2328,99,0
2329,99,0
2330,99,2
2331,99,2
2332,99,0
2333,99,2
2334,99,2
2335,99,0
2336,99,0
2337,99,0
2338,99,0
2339,99,0
2340,99,0
2341,99,0
2342,99,0
2343,99,2
2344,99,0
2345,99,2
2346,99,0
2347,99,0
2348,99,1
2349,99,0
