clique_id,graph_id,atoms,bonds,clique_features
0,120,3;4;5;6;7,3:4;3:7;4:3;4:5;5:4;5:6;6:5;6:7;7:3;7:6,0
1,120,14;15;16;17;23;24,14:15;14:24;15:14;15:16;16:15;16:17;17:16;17:23;23:17;23:24;24:14;24:23,0
2,120,18;19;20;21;22,18:19;18:22;19:18;19:20;20:19;20:21;21:20;21:22;22:18;22:21,0
3,120,0;1,0:1;1:0,1
4,120,1;2,1:2;2:1,1
5,120,1;3,1:3;3:1,1
6,120,7;8,7:8;8:7,1
7,120,8;9,8:9;9:8,1
8,120,9;10,9:10;10:9,1
9,120,10;11,10:11;11:10,1
10,120,11;12,11:12;12:11,1
11,120,12;13,12:13;13:12,1
12,120,12;14,12:14;14:12,1
13,120,17;18,17:18;18:17,1
14,120,1,,3
15,120,12,,3
0,121,4;5;9;10;11;16,4:5;4:16;5:4;5:9;9:5;9:10;10:9;10:11;11:10;11:16;16:4;16:11,0
1,121,11;12;13;14;15;16,11:12;11:16;12:11;12:13;13:12;13:14;14:13;14:15;15:14;15:16;16:11;16:15,0
2,121,0;1,0:1;1:0,1
3,121,1;2,1:2;2:1,1
4,121,2;3,2:3;3:2,1
5,121,2;4,2:4;4:2,1
6,121,5;6,5:6;6:5,1
7,121,6;7,6:7;7:6,1
8,121,6;8,6:8;8:6,1
9,121,2,,3
10,121,6,,3
0,122,2;3;4;5;30;31,2:3;2:31;3:2;3:4;4:3;4:5;5:4;5:30;30:5;30:31;31:2;31:30,0
1,122,5;6;7;8;30,5:6;5:30;6:5;6:7;7:6;7:8;8:7;8:30;30:5;30:8,0
2,122,13;14;15;16;28;29,13:14;13:29;14:13;14:15;15:14;15:16;16:15;16:28;28:16;28:29;29:13;29:28,0
3,122,18;19;20;21;22;27,18:19;18:27;19:18;19:20;20:19;20:21;21:20;21:22;22:21;22:27;27:18;27:22,0
4,122,22;23;24;25;26;27,22:23;22:27;23:22;23:24;24:23;24:25;25:24;25:26;26:25;26:27;27:22;27:26,0
5,122,0;1,0:1;1:0,1
6,122,1;2,1:2;2:1,1
7,122,8;9,8:9;9:8,1
8,122,9;10,9:10;10:9,1
9,122,9;13,9:13;13:9,1
10,122,10;11,10:11;11:10,1
11,122,10;12,10:12;12:10,1
12,122,16;17,16:17;17:16,1
13,122,17;18,17:18;18:17,1
14,122,9,,3
15,122,10,,3
0,123,1;2;3;8;9;10,1:2;1:10;2:1;2:3;3:2;3:8;8:3;8:9;9:8;9:10;10:1;10:9,0
1,123,3;4;5;6;7;8,3:4;3:8;4:3;4:5;5:4;5:6;6:5;6:7;7:6;7:8;8:3;8:7,0
2,123,0;1,0:1;1:0,1
3,123,10;11,10:11;11:10,1
4,123,11;12,11:12;12:11,1
5,123,11;13,11:13;13:11,1
6,123,13;14,13:14;14:13,1
7,123,14;15,14:15;15:14,1
8,123,15;16,15:16;16:15,1
9,123,15;17,15:17;17:15,1
10,123,17;18,17:18;18:17,1
11,123,17;19,17:19;19:17,1
12,123,11,,3
13,123,15,,3
14,123,17,,3
0,124,9;10;11;12;14;15,9:10;9:15;10:9;10:11;11:10;11:12;12:11;12:14;14:12;14:15;15:9;15:14,0
1,124,16;17;18;19;20;21,16:17;16:21;17:16;17:18;18:17;18:19;19:18;19:20;20:19;20:21;21:16;21:20,0
2,124,0;1,0:1;1:0,1
3,124,1;2,1:2;2:1,1
4,124,1;16,1:16;16:1,1
5,124,2;3,2:3;3:2,1
6,124,3;4,3:4;4:3,1
7,124,3;9,3:9;9:3,1
8,124,4;5,4:5;5:4,1
9,124,5;6,5:6;6:5,1
10,124,5;7,5:7;7:5,1
11,124,5;8,5:8;8:5,1
12,124,12;13,12:13;13:12,1
13,124,1,,3
14,124,3,,3
15,124,5,,3
0,125,1;2;3;4;16;17,1:2;1:17;2:1;2:3;3:2;3:4;4:3;4:16;16:4;16:17;17:1;17:16,0
1,125,8;9;10;11;12;13,8:9;8:13;9:8;9:10;10:9;10:11;11:10;11:12;12:11;12:13;13:8;13:12,0
2,125,0;1,0:1;1:0,1
3,125,4;5,4:5;5:4,1
4,125,5;6,5:6;6:5,1
5,125,6;7,6:7;7:6,1
6,125,7;8,7:8;8:7,1
7,125,13;14,13:14;14:13,1
8,125,14;15,14:15;15:14,1
0,126,2;3;4;5;17;18,2:3;2:18;3:2;3:4;4:3;4:5;5:4;5:17;17:5;17:18;18:2;18:17,0
1,126,9;10;11;12;13;15,9:10;9:15;10:9;10:11;11:10;11:12;12:11;12:13;13:12;13:15;15:9;15:13,0
2,126,0;1,0:1;1:0,1
3,126,1;2,1:2;2:1,1
4,126,5;6,5:6;6:5,1
5,126,6;7,6:7;7:6,1
6,126,7;8,7:8;8:7,1
7,126,8;9,8:9;9:8,1
8,126,13;14,13:14;14:13,1
9,126,15;16,15:16;16:15,1
0,127,3;4;5;6;16,3:4;3:16;4:3;4:5;5:4;5:6;6:5;6:16;16:3;16:6,0
1,127,10;11;12;13;14;15,10:11;10:15;11:10;11:12;12:11;12:13;13:12;13:14;14:13;14:15;15:10;15:14,0
2,127,0;1,0:1;1:0,1
3,127,1;2,1:2;2:1,1
4,127,2;3,2:3;3:2,1
