tree_edge_id,graph_id,start_clique,end_clique
0,340,0,6
1,340,0,7
2,340,1,7
3,340,1,8
4,340,2,4
5,340,2,10
6,340,3,4
7,340,4,2
8,340,4,3
9,340,5,6
10,340,6,0
11,340,6,5
12,340,7,0
13,340,7,1
14,340,8,1
15,340,8,11
16,340,9,11
17,340,10,2
18,340,10,11
19,340,11,8
20,340,11,9
21,340,11,10
0,341,0,2
1,341,0,11
2,341,1,2
3,341,1,12
4,341,2,0
5,341,2,1
6,341,2,13
7,341,3,6
8,341,4,14
9,341,5,7
10,341,5,14
11,341,6,3
12,341,6,14
13,341,7,5
14,341,7,15
15,341,8,15
16,341,9,10
17,341,9,15
18,341,10,9
19,341,10,11
20,341,11,0
21,341,11,10
22,341,12,1
23,341,13,2
24,341,14,4
25,341,14,5
26,341,14,6
27,341,15,7
28,341,15,8
29,341,15,9
0,342,0,6
1,342,1,7
2,342,2,12
3,342,3,12
4,342,4,5
5,342,4,12
6,342,5,4
7,342,5,13
8,342,6,0
9,342,6,13
10,342,7,1
11,342,7,13
12,342,8,13
13,342,8,14
14,342,9,14
15,342,10,14
16,342,11,14
17,342,12,2
18,342,12,3
19,342,12,4
20,342,13,5
21,342,13,6
22,342,13,7
23,342,13,8
24,342,14,8
25,342,14,9
26,342,14,10
27,342,14,11
0,343,0,4
1,343,0,5
2,343,0,6
3,343,1,2
4,343,1,8
5,343,2,1
6,343,2,9
7,343,3,4
8,343,4,0
9,343,4,3
10,343,5,0
11,343,6,0
12,343,6,7
13,343,7,6
14,343,7,8
15,343,8,1
16,343,8,7
17,343,9,2
18,343,9,10
19,343,10,9
0,344,0,5
1,344,1,9
2,344,1,17
3,344,2,15
4,344,3,5
5,344,3,15
6,344,4,6
7,344,4,15
8,344,5,0
9,344,5,3
10,344,6,4
11,344,6,16
12,344,7,9
13,344,7,16
14,344,8,16
15,344,8,18
16,344,9,1
17,344,9,7
18,344,10,17
19,344,11,17
20,344,12,18
21,344,13,18
22,344,14,18
23,344,15,2
24,344,15,3
25,344,15,4
26,344,16,6
27,344,16,7
28,344,16,8
29,344,17,1
30,344,17,10
31,344,17,11
32,344,18,8
33,344,18,12
34,344,18,13
35,344,18,14
0,345,0,1
1,345,0,3
2,345,1,0
3,345,1,2
4,345,2,1
5,345,2,4
6,345,3,0
7,345,4,2
8,345,4,8
9,345,5,8
10,345,6,8
11,345,7,8
12,345,8,4
13,345,8,5
14,345,8,6
15,345,8,7
0,346,0,3
1,346,0,4
2,346,0,5
3,346,1,9
4,346,2,3
5,346,3,0
6,346,3,2
7,346,4,0
8,346,5,0
9,346,5,6
10,346,6,5
11,346,6,12
12,346,7,9
13,346,7,12
14,346,8,12
15,346,8,13
16,346,9,1
17,346,9,7
18,346,10,13
19,346,11,13
20,346,12,6
21,346,12,7
22,346,12,8
23,346,13,8
24,346,13,10
25,346,13,11
0,347,0,12
1,347,0,13
2,347,1,2
3,347,1,15
4,347,2,1
5,347,3,16
6,347,4,6
7,347,4,16
8,347,5,16
9,347,5,18
10,347,6,4
11,347,6,7
12,347,7,6
13,347,7,17
14,347,8,17
15,347,9,17
16,347,10,18
17,347,11,12
18,347,11,18
19,347,12,0
20,347,12,11
21,347,13,0
22,347,13,19
23,347,14,19
24,347,15,1
25,347,15,19
26,347,16,3
27,347,16,4
28,347,16,5
29,347,17,7
30,347,17,8
31,347,17,9
32,347,18,5
33,347,18,10
34,347,18,11
35,347,19,13
36,347,19,14
37,347,19,15
0,348,0,5
1,348,0,6
2,348,1,2
3,348,1,7
4,348,2,1
5,348,3,8
6,348,4,8
7,348,5,0
8,348,5,8
9,348,6,0
10,348,6,7
11,348,7,1
12,348,7,6
13,348,8,3
14,348,8,4
15,348,8,5
0,349,0,9
1,349,0,10
2,349,0,11
3,349,1,2
4,349,2,1
5,349,2,3
6,349,3,2
7,349,3,4
8,349,4,3
9,349,4,12
10,349,5,12
11,349,6,12
12,349,6,13
13,349,7,13
14,349,8,9
15,349,8,13
16,349,9,0
17,349,9,8
18,349,10,0
19,349,11,0
20,349,12,4
21,349,12,5
22,349,12,6
23,349,13,6
24,349,13,7
25,349,13,8
0,350,0,1
1,350,0,3
2,350,1,0
3,350,1,4
4,350,1,5
5,350,2,9
6,350,2,10
7,350,3,0
8,350,4,1
9,350,5,1
10,350,5,13
11,350,6,13
12,350,7,8
13,350,7,13
14,350,8,7
15,350,8,9
16,350,9,2
17,350,9,8
18,350,10,2
19,350,10,14
20,350,11,14
21,350,12,14
22,350,13,5
23,350,13,6
24,350,13,7
25,350,14,10
26,350,14,11
27,350,14,12
0,351,0,3
1,351,0,4
2,351,0,5
3,351,1,6
4,351,1,7
5,351,2,9
6,351,2,10
7,351,3,0
8,351,4,0
9,351,5,0
10,351,5,6
11,351,6,1
12,351,6,5
13,351,7,1
14,351,7,11
15,351,8,11
16,351,9,2
17,351,9,11
18,351,10,2
19,351,11,7
20,351,11,8
21,351,11,9
0,352,0,1
1,352,0,6
2,352,0,12
3,352,1,0
4,352,2,8
5,352,2,9
6,352,3,11
7,352,4,12
8,352,5,12
9,352,6,0
10,352,6,7
11,352,7,6
12,352,7,8
13,352,8,2
14,352,8,7
15,352,9,2
16,352,9,10
17,352,10,9
18,352,10,11
19,352,11,3
20,352,11,10
21,352,12,0
22,352,12,4
23,352,12,5
0,353,0,3
1,353,0,4
2,353,0,5
3,353,0,6
4,353,1,9
5,353,1,10
6,353,2,10
7,353,2,11
8,353,3,0
9,353,4,0
10,353,5,0
11,353,6,0
12,353,6,7
13,353,7,6
14,353,7,12
15,353,8,12
