clique_id,graph_id,atoms,bonds,clique_features
0,360,4;5;6;11;12,4:5;4:12;5:4;5:6;6:5;6:11;11:6;11:12;12:4;12:11,0
1,360,6;7;8;9;10;11,6:7;6:11;7:6;7:8;8:7;8:9;9:8;9:10;10:9;10:11;11:6;11:10,0
2,360,19;20;21;22;25,19:20;19:25;20:19;20:21;21:20;21:22;22:21;22:25;25:19;25:22,0
3,360,0;1,0:1;1:0,1
4,360,1;2,1:2;2:1,1
5,360,1;13,1:13;13:1,1
6,360,2;3,2:3;3:2,1
7,360,3;4,3:4;4:3,1
8,360,13;14,13:14;14:13,1
9,360,14;15,14:15;15:14,1
10,360,15;16,15:16;16:15,1
11,360,16;17,16:17;17:16,1
12,360,16;18,16:18;18:16,1
13,360,18;19,18:19;19:18,1
14,360,22;23,22:23;23:22,1
15,360,22;24,22:24;24:22,1
16,360,1,,3
17,360,16,,3
18,360,22,,3
0,361,6;7;8;9;15;16,6:7;6:16;7:6;7:8;8:7;8:9;9:8;9:15;15:9;15:16;16:6;16:15,0
1,361,9;10;11;12;13;14;15,9:10;9:15;10:9;10:11;11:10;11:12;12:11;12:13;13:12;13:14;14:13;14:15;15:9;15:14,0
2,361,0;1,0:1;1:0,1
3,361,1;2,1:2;2:1,1
4,361,2;3,2:3;3:2,1
5,361,2;4,2:4;4:2,1
6,361,4;5,4:5;5:4,1
7,361,4;6,4:6;6:4,1
8,361,2,,3
9,361,4,,3
0,362,13;14;15;16;17;18,13:14;13:18;14:13;14:15;15:14;15:16;16:15;16:17;17:16;17:18;18:13;18:17,0
1,362,0;1,0:1;1:0,1
2,362,1;2,1:2;2:1,1
3,362,1;3,1:3;3:1,1
4,362,3;4,3:4;4:3,1
5,362,3;5,3:5;5:3,1
6,362,5;6,5:6;6:5,1
7,362,6;7,6:7;7:6,1
8,362,6;8,6:8;8:6,1
9,362,8;9,8:9;9:8,1
10,362,9;10,9:10;10:9,1
11,362,10;11,10:11;11:10,1
12,362,10;12,10:12;12:10,1
13,362,12;13,12:13;13:12,1
14,362,1,,3
15,362,3,,3
16,362,6,,3
17,362,10,,3
0,363,10;11;12;13;14,10:11;10:14;11:10;11:12;12:11;12:13;13:12;13:14;14:10;14:13,0
1,363,15;16;17;18;20;21,15:16;15:21;16:15;16:17;17:16;17:18;18:17;18:20;20:18;20:21;21:15;21:20,0
2,363,0;1,0:1;1:0,1
3,363,1;2,1:2;2:1,1
4,363,2;3,2:3;3:2,1
5,363,2;4,2:4;4:2,1
6,363,2;5,2:5;5:2,1
7,363,5;6,5:6;6:5,1
8,363,5;7,5:7;7:5,1
9,363,7;8,7:8;8:7,1
10,363,8;9,8:9;9:8,1
11,363,9;10,9:10;10:9,1
12,363,9;15,9:15;15:9,1
13,363,18;19,18:19;19:18,1
14,363,2,,3
15,363,5,,3
16,363,9,,3
0,364,4;5;6;7;9;21,4:5;4:21;5:4;5:6;6:5;6:7;7:6;7:9;9:7;9:21;21:4;21:9,0
1,364,13;14;15;17;18;20,13:14;13:20;14:13;14:15;15:14;15:17;17:15;17:18;18:17;18:20;20:13;20:18,0
2,364,0;1,0:1;1:0,1
3,364,1;2,1:2;2:1,1
4,364,1;3,1:3;3:1,1
5,364,3;4,3:4;4:3,1
6,364,7;8,7:8;8:7,1
7,364,9;10,9:10;10:9,1
8,364,10;11,10:11;11:10,1
9,364,11;12,11:12;12:11,1
10,364,11;13,11:13;13:11,1
11,364,15;16,15:16;16:15,1
12,364,18;19,18:19;19:18,1
13,364,1,,3
14,364,11,,3
0,365,1;2;9;10;11;13,1:2;1:13;2:1;2:9;9:2;9:10;10:9;10:11;11:10;11:13;13:1;13:11,0
1,365,2;3;5;6;8;9,2:3;2:9;3:2;3:5;5:3;5:6;6:5;6:8;8:6;8:9;9:2;9:8,0
2,365,0;1,0:1;1:0,1
3,365,3;4,3:4;4:3,1
4,365,6;7,6:7;7:6,1
5,365,11;12,11:12;12:11,1
6,365,13;14,13:14;14:13,1
7,365,14;15,14:15;15:14,1
8,365,15;16,15:16;16:15,1
9,365,15;17,15:17;17:15,1
10,365,15,,3
