bond_id,graph_id,start_atom,end_atom,bond_features
0,160,0,1,2
1,160,1,0,2
2,160,1,2,1
3,160,1,22,1
4,160,2,1,1
5,160,2,3,1
6,160,3,2,1
7,160,3,4,2
8,160,4,3,2
9,160,4,5,1
10,160,4,22,1
11,160,5,4,1
12,160,5,6,1
13,160,6,5,1
14,160,6,7,1
15,160,7,6,1
16,160,7,8,1
17,160,8,7,1
18,160,8,9,1
19,160,9,8,1
20,160,9,10,2
21,160,9,11,1
22,160,10,9,2
23,160,11,9,1
24,160,11,12,1
25,160,11,13,1
26,160,12,11,1
27,160,12,13,1
28,160,13,11,1
29,160,13,12,1
30,160,13,14,1
31,160,14,13,1
32,160,14,15,2
33,160,14,20,1
34,160,15,14,2
35,160,15,16,1
36,160,15,17,1
37,160,16,15,1
38,160,17,15,1
39,160,17,18,2
40,160,18,17,2
41,160,18,19,1
42,160,19,18,1
43,160,19,20,2
44,160,20,14,1
45,160,20,19,2
46,160,20,21,1
47,160,21,20,1
48,160,22,1,1
49,160,22,4,1
0,161,0,1,1
1,161,1,0,1
2,161,1,2,2
3,161,1,24,1
4,161,2,1,2
5,161,2,3,1
6,161,3,2,1
7,161,3,4,2
8,161,4,3,2
9,161,4,5,1
10,161,5,4,1
11,161,5,6,1
12,161,5,24,1
13,161,6,5,1
14,161,6,7,2
15,161,6,8,1
16,161,7,6,2
17,161,8,6,1
18,161,8,9,1
19,161,8,22,2
20,161,9,8,1
21,161,9,10,2
22,161,9,11,1
23,161,10,9,2
24,161,11,9,1
25,161,11,12,1
26,161,12,11,1
27,161,12,13,1
28,161,12,21,1
29,161,13,12,1
30,161,13,14,1
31,161,14,13,1
32,161,14,15,1
33,161,15,14,1
34,161,15,16,1
35,161,15,21,1
36,161,16,15,1
37,161,16,17,2
38,161,16,18,1
39,161,17,16,2
40,161,18,16,1
41,161,18,19,1
42,161,18,20,1
43,161,19,18,1
44,161,20,18,1
45,161,21,12,1
46,161,21,15,1
47,161,22,8,2
48,161,22,23,1
49,161,23,22,1
50,161,23,24,2
51,161,24,1,1
52,161,24,5,1
53,161,24,23,2
0,162,0,1,3
1,162,1,0,3
2,162,1,2,1
3,162,2,1,1
4,162,2,3,1
5,162,3,2,1
6,162,3,4,1
7,162,4,3,1
8,162,4,5,1
9,162,5,4,1
10,162,5,6,1
11,162,5,29,1
12,162,6,5,1
13,162,6,7,1
14,162,7,6,1
15,162,7,8,1
16,162,8,7,1
17,162,8,9,1
18,162,8,28,1
19,162,9,8,1
20,162,9,10,2
21,162,9,11,1
22,162,10,9,2
23,162,11,9,1
24,162,11,12,2
