bond_id,graph_id,start_atom,end_atom,bond_features
0,60,0,1,1
1,60,1,0,1
2,60,1,2,1
3,60,2,1,1
4,60,2,3,1
5,60,3,2,1
6,60,3,4,2
7,60,3,5,1
8,60,4,3,2
9,60,5,3,1
10,60,5,6,1
11,60,5,18,1
12,60,6,5,1
13,60,6,7,1
14,60,7,6,1
15,60,7,8,1
16,60,8,7,1
17,60,8,9,1
18,60,8,17,1
19,60,9,8,1
20,60,9,10,1
21,60,10,9,1
22,60,10,11,2
23,60,10,12,1
24,60,11,10,2
25,60,12,10,1
26,60,12,13,1
27,60,12,14,1
28,60,12,15,1
29,60,13,12,1
30,60,14,12,1
31,60,15,12,1
32,60,15,16,1
33,60,16,15,1
34,60,17,8,1
35,60,17,18,1
36,60,18,5,1
37,60,18,17,1
0,61,0,1,1
1,61,1,0,1
2,61,1,2,1
3,61,2,1,1
4,61,2,3,2
5,61,2,4,1
6,61,3,2,2
7,61,4,2,1
8,61,4,5,1
9,61,4,16,1
10,61,5,4,1
11,61,5,6,1
12,61,6,5,1
13,61,6,7,1
14,61,7,6,1
15,61,7,8,1
16,61,7,9,1
17,61,7,14,1
18,61,8,7,1
19,61,9,7,1
20,61,9,10,1
21,61,9,11,1
22,61,10,9,1
23,61,11,9,1
24,61,11,12,1
25,61,12,11,1
26,61,12,13,2
27,61,13,12,2
28,61,13,14,1
29,61,14,7,1
30,61,14,13,1
31,61,14,15,1
32,61,15,14,1
33,61,16,4,1
34,61,16,17,2
35,61,16,18,1
36,61,17,16,2
37,61,18,16,1
38,61,18,19,1
39,61,19,18,1
0,62,0,1,1
1,62,1,0,1
2,62,1,2,1
3,62,2,1,1
4,62,2,3,2
5,62,2,20,1
6,62,3,2,2
7,62,3,4,1
8,62,4,3,1
9,62,4,5,2
10,62,5,4,2
11,62,5,6,1
12,62,5,19,1
13,62,6,5,1
14,62,6,7,1
15,62,7,6,1
16,62,7,8,1
17,62,8,7,1
18,62,8,9,1
19,62,8,18,2
20,62,9,8,1
21,62,9,10,2
22,62,9,11,1
23,62,10,9,2
24,62,11,9,1
25,62,11,12,1
26,62,11,16,1
27,62,12,11,1
28,62,12,13,1
29,62,13,12,1
30,62,13,14,1
31,62,13,17,1
32,62,14,13,1
33,62,14,15,1
34,62,15,14,1
35,62,15,16,1
36,62,16,11,1
37,62,16,15,1
38,62,16,17,1
39,62,17,13,1
40,62,17,16,1
41,62,18,8,2
42,62,18,19,1
43,62,19,5,1
44,62,19,18,1
45,62,19,20,2
46,62,20,2,1
47,62,20,19,2
0,63,0,1,1
1,63,1,0,1
2,63,1,2,1
3,63,1,9,1
4,63,2,1,1
5,63,2,3,1
6,63,3,2,1
7,63,3,4,1
8,63,4,3,1
9,63,4,5,1
10,63,4,8,1
11,63,5,4,1
12,63,5,6,2
13,63,6,5,2
14,63,6,7,1
15,63,7,6,1
16,63,7,8,2
17,63,8,4,1
18,63,8,7,2
19,63,9,1,1
20,63,9,10,1
21,63,10,9,1
22,63,10,11,1
23,63,11,10,1
24,63,11,12,2
25,63,11,20,1
26,63,12,11,2
27,63,12,13,1
28,63,13,12,1
29,63,13,14,1
30,63,13,19,1
31,63,14,13,1
32,63,14,15,1
33,63,14,18,1
34,63,15,14,1
35,63,15,16,1
36,63,16,15,1
37,63,16,17,1
38,63,17,16,1
39,63,17,18,1
40,63,18,14,1
41,63,18,17,1
42,63,19,13,1
43,63,19,20,2
44,63,20,11,1
45,63,20,19,2
0,64,0,1,1
1,64,1,0,1
2,64,1,2,1
3,64,1,14,1
4,64,2,1,1
5,64,2,3,1
6,64,3,2,1
7,64,3,4,2
8,64,3,13,1
9,64,4,3,2
10,64,4,5,1
11,64,5,4,1
12,64,5,6,2
13,64,5,7,2
14,64,5,8,1
15,64,6,5,2
16,64,7,5,2
17,64,8,5,1
18,64,8,9,2
19,64,8,13,1
20,64,9,8,2
21,64,9,10,1
22,64,10,9,1
23,64,10,11,2
24,64,11,10,2
25,64,11,12,1
26,64,12,11,1
27,64,12,13,2
28,64,13,3,1
29,64,13,8,1
30,64,13,12,2
31,64,14,1,1
32,64,14,15,2
33,64,14,16,1
34,64,15,14,2
35,64,16,14,1
36,64,16,17,1
37,64,17,16,1
38,64,17,18,1
39,64,18,17,1
40,64,18,19,2
41,64,18,20,1
42,64,19,18,2
43,64,20,18,1
44,64,20,21,1
45,64,21,20,1
46,64,21,22,2
47,64,21,27,1
48,64,22,21,2
49,64,22,23,1
50,64,23,22,1
51,64,23,24,2
52,64,24,23,2
53,64,24,25,1
54,64,24,26,1
55,64,25,24,1
56,64,26,24,1
57,64,26,27,2
58,64,27,21,1
59,64,27,26,2
0,65,0,1,1
1,65,1,0,1
2,65,1,2,1
3,65,1,6,1
4,65,2,1,1
5,65,2,3,1
6,65,3,2,1
7,65,3,4,1
8,65,4,3,1
9,65,4,5,1
10,65,5,4,1
11,65,5,6,1
12,65,6,1,1
13,65,6,5,1
14,65,6,7,1
15,65,7,6,1
16,65,7,8,2
17,65,7,9,2
18,65,7,10,1
19,65,8,7,2
20,65,9,7,2
21,65,10,7,1
22,65,10,11,2
23,65,10,18,1
24,65,11,10,2
25,65,11,12,1
26,65,12,11,1
27,65,12,13,2
28,65,13,12,2
29,65,13,14,1
30,65,13,17,1
31,65,14,13,1
32,65,14,15,1
33,65,15,14,1
34,65,15,16,3
35,65,16,15,3
36,65,17,13,1
37,65,17,18,2
38,65,18,10,1
39,65,18,17,2
0,66,0,1,1
1,66,1,0,1
2,66,1,2,2
3,66,1,26,1
4,66,2,1,2
5,66,2,3,1
6,66,3,2,1
7,66,3,4,1
8,66,3,24,2
9,66,4,3,1
10,66,4,5,2
11,66,4,23,1
12,66,5,4,2
13,66,5,6,1
14,66,6,5,1
15,66,6,7,2
16,66,6,21,1
17,66,7,6,2
18,66,7,8,1
19,66,8,7,1
20,66,8,9,2
21,66,8,20,1
22,66,9,8,2
23,66,9,10,1
24,66,10,9,1
25,66,10,11,2
26,66,11,10,2
27,66,11,12,1
28,66,11,18,1
29,66,12,11,1
30,66,12,13,1
31,66,12,17,1
32,66,13,12,1
33,66,13,14,1
34,66,14,13,1
35,66,14,15,1
36,66,15,14,1
37,66,15,16,1
38,66,16,15,1
39,66,16,17,1
40,66,17,12,1
41,66,17,16,1
42,66,18,11,1
43,66,18,19,1
44,66,18,20,2
45,66,19,18,1
46,66,20,8,1
47,66,20,18,2
48,66,21,6,1
49,66,21,22,2
50,66,21,23,1
51,66,22,21,2
52,66,23,4,1
53,66,23,21,1
54,66,24,3,2
55,66,24,25,1
56,66,24,26,1
57,66,25,24,1
58,66,26,1,1
59,66,26,24,1
0,67,0,1,1
1,67,1,0,1
2,67,1,2,1
3,67,1,3,1
4,67,2,1,1
5,67,3,1,1
6,67,3,4,1
7,67,4,3,1
8,67,4,5,1
9,67,4,8,1
10,67,5,4,1
11,67,5,6,2
12,67,6,5,2
13,67,6,7,1
14,67,7,6,1
15,67,7,8,2
16,67,8,4,1
17,67,8,7,2
18,67,8,9,1
19,67,9,8,1
20,67,9,10,1
21,67,10,9,1
22,67,10,11,1
23,67,11,10,1
24,67,11,12,2
25,67,11,20,1
26,67,12,11,2
27,67,12,13,1
28,67,13,12,1
29,67,13,14,2
30,67,13,15,1
31,67,14,13,2
32,67,15,13,1
33,67,15,16,1
34,67,15,19,1
35,67,16,15,1
36,67,16,17,2
37,67,17,16,2
38,67,17,18,1
39,67,18,17,1
40,67,18,19,1
41,67,19,15,1
42,67,19,18,1
43,67,19,20,2
44,67,20,11,1
45,67,20,19,2
0,68,0,1,1
1,68,1,0,1
2,68,1,2,1
3,68,2,1,1
4,68,2,3,1
5,68,2,18,1
6,68,3,2,1
7,68,3,4,2
8,68,4,3,2
9,68,4,5,1
10,68,5,4,1
11,68,5,6,1
12,68,5,18,2
13,68,6,5,1
14,68,6,7,2
15,68,6,8,2
16,68,6,9,1
17,68,7,6,2
18,68,8,6,2
19,68,9,6,1
20,68,9,10,1
21,68,10,9,1
22,68,10,11,1
23,68,10,12,1
24,68,11,10,1
25,68,12,10,1
26,68,12,13,2
27,68,12,17,1
28,68,13,12,2
29,68,13,14,1
30,68,14,13,1
31,68,14,15,2
32,68,15,14,2
33,68,15,16,1
34,68,16,15,1
35,68,16,17,2
36,68,17,12,1
37,68,17,16,2
38,68,18,2,1
39,68,18,5,2
40,68,18,19,1
41,68,19,18,1
0,69,0,1,2
1,69,1,0,2
2,69,1,2,1
3,69,2,1,1
4,69,2,3,2
5,69,2,13,1
6,69,3,2,2
7,69,3,4,1
8,69,4,3,1
9,69,4,5,1
10,69,4,12,1
11,69,5,4,1
12,69,5,6,1
13,69,5,11,1
14,69,6,5,1
15,69,6,7,1
16,69,7,6,1
17,69,7,8,1
18,69,8,7,1
19,69,8,9,2
20,69,8,10,2
21,69,8,11,1
22,69,9,8,2
23,69,10,8,2
24,69,11,5,1
25,69,11,8,1
26,69,12,4,1
27,69,12,13,2
28,69,13,2,1
29,69,13,12,2
30,69,13,14,1
31,69,14,13,1
32,69,14,15,2
33,69,14,18,1
34,69,15,14,2
35,69,15,16,1
36,69,16,15,1
37,69,16,17,1
38,69,17,16,1
39,69,17,18,2
40,69,18,14,1
41,69,18,17,2
0,70,0,1,1
1,70,1,0,1
2,70,1,2,1
3,70,2,1,1
4,70,2,3,2
5,70,2,27,1
6,70,3,2,2
7,70,3,4,1
8,70,4,3,1
9,70,4,5,2
10,70,5,4,2
11,70,5,6,1
12,70,5,26,1
13,70,6,5,1
14,70,6,7,1
15,70,7,6,1
16,70,7,8,2
17,70,7,25,1
18,70,8,7,2
19,70,8,9,1
20,70,8,10,1
21,70,9,8,1
22,70,10,8,1
23,70,10,11,2
24,70,11,10,2
25,70,11,12,1
26,70,11,25,1
27,70,12,11,1
28,70,12,13,1
29,70,13,12,1
30,70,13,14,2
31,70,13,15,1
32,70,14,13,2
33,70,15,13,1
34,70,15,16,1
35,70,15,24,1
36,70,16,15,1
37,70,16,17,1
38,70,17,16,1
39,70,17,18,1
40,70,18,17,1
41,70,18,19,2
42,70,18,23,1
43,70,19,18,2
44,70,19,20,1
45,70,20,19,1
46,70,20,21,2
47,70,21,20,2
48,70,21,22,1
49,70,22,21,1
50,70,22,23,2
51,70,23,18,1
52,70,23,22,2
53,70,23,24,1
54,70,24,15,1
55,70,24,23,1
56,70,25,7,1
57,70,25,11,1
58,70,26,5,1
59,70,26,27,2
60,70,27,2,1
61,70,27,26,2
0,71,0,1,1
1,71,1,0,1
2,71,1,2,1
3,71,2,1,1
4,71,2,3,2
5,71,2,10,1
6,71,3,2,2
7,71,3,4,1
8,71,3,6,1
9,71,4,3,1
10,71,4,5,3
11,71,5,4,3
12,71,6,3,1
13,71,6,7,1
14,71,6,8,2
15,71,7,6,1
16,71,8,6,2
17,71,8,9,1
18,71,9,8,1
19,71,9,10,2
20,71,9,24,1
21,71,10,2,1
22,71,10,9,2
23,71,10,11,1
24,71,11,10,1
25,71,11,12,1
26,71,11,13,2
27,71,12,11,1
28,71,13,11,2
29,71,13,14,1
30,71,13,24,1
31,71,14,13,1
32,71,14,15,2
33,71,14,16,1
34,71,15,14,2
35,71,16,14,1
36,71,16,17,2
37,71,16,23,1
38,71,17,16,2
39,71,17,18,1
40,71,18,17,1
41,71,18,19,2
42,71,19,18,2
43,71,19,20,1
44,71,19,21,1
45,71,20,19,1
46,71,21,19,1
47,71,21,22,1
48,71,21,23,2
49,71,22,21,1
50,71,23,16,1
51,71,23,21,2
52,71,24,9,1
53,71,24,13,1
0,72,0,1,1
1,72,1,0,1
2,72,1,2,1
3,72,2,1,1
4,72,2,3,2
5,72,2,22,1
6,72,3,2,2
7,72,3,4,1
8,72,4,3,1
9,72,4,5,1
10,72,4,20,2
11,72,5,4,1
12,72,5,6,2
13,72,6,5,2
14,72,6,7,1
15,72,7,6,1
16,72,7,8,2
17,72,7,19,1
18,72,8,7,2
19,72,8,9,1
20,72,9,8,1
21,72,9,10,1
22,72,9,13,2
23,72,10,9,1
24,72,10,11,2
25,72,10,12,1
26,72,11,10,2
27,72,12,10,1
28,72,13,9,2
29,72,13,14,1
30,72,13,18,1
31,72,14,13,1
32,72,14,15,2
33,72,15,14,2
34,72,15,16,1
35,72,16,15,1
36,72,16,17,2
37,72,17,16,2
38,72,17,18,1
39,72,18,13,1
40,72,18,17,1
41,72,18,19,2
42,72,19,7,1
43,72,19,18,2
44,72,20,4,2
45,72,20,21,1
46,72,21,20,1
47,72,21,22,2
48,72,22,2,1
49,72,22,21,2
50,72,22,23,1
51,72,23,22,1
52,72,23,24,1
53,72,24,23,1
54,72,24,25,1
55,72,25,24,1
56,72,25,26,2
57,72,25,27,1
58,72,26,25,2
59,72,27,25,1
0,73,0,1,1
1,73,1,0,1
2,73,1,2,2
3,73,1,21,1
4,73,2,1,2
5,73,2,3,1
6,73,3,2,1
7,73,3,4,2
8,73,4,3,2
9,73,4,5,1
10,73,5,4,1
11,73,5,6,1
12,73,5,21,2
13,73,6,5,1
14,73,6,7,1
15,73,6,15,1
16,73,7,6,1
17,73,7,8,1
18,73,8,7,1
19,73,8,9,1
20,73,9,8,1
21,73,9,10,2
22,73,9,14,1
23,73,10,9,2
24,73,10,11,1
25,73,10,12,1
26,73,11,10,1
27,73,12,10,1
28,73,12,13,1
29,73,13,12,1
30,73,13,14,2
31,73,14,9,1
32,73,14,13,2
33,73,15,6,1
34,73,15,16,2
35,73,15,20,1
36,73,16,15,2
37,73,16,17,1
38,73,17,16,1
39,73,17,18,2
40,73,18,17,2
41,73,18,19,1
42,73,19,18,1
43,73,19,20,2
44,73,20,15,1
45,73,20,19,2
46,73,21,1,1
47,73,21,5,2
0,74,0,1,1
1,74,1,0,1
2,74,1,2,1
3,74,2,1,1
4,74,2,3,1
5,74,2,20,1
6,74,3,2,1
7,74,3,4,1
8,74,4,3,1
9,74,4,5,1
10,74,5,4,1
11,74,5,6,1
12,74,6,5,1
13,74,6,7,1
14,74,6,20,1
15,74,7,6,1
16,74,7,8,1
17,74,8,7,1
18,74,8,9,2
19,74,8,10,1
20,74,9,8,2
21,74,10,8,1
22,74,10,11,1
23,74,11,10,1
24,74,11,12,1
25,74,12,11,1
26,74,12,13,2
27,74,12,18,1
28,74,13,12,2
29,74,13,14,1
30,74,13,15,1
31,74,14,13,1
32,74,15,13,1
33,74,15,16,1
34,74,15,17,1
35,74,16,15,1
36,74,17,15,1
37,74,17,18,2
38,74,18,12,1
39,74,18,17,2
40,74,18,19,1
41,74,19,18,1
42,74,20,2,1
43,74,20,6,1
0,75,0,1,1
1,75,1,0,1
2,75,1,2,1
3,75,2,1,1
4,75,2,3,1
5,75,3,2,1
6,75,3,4,1
7,75,4,3,1
8,75,4,5,1
9,75,5,4,1
10,75,5,6,1
11,75,5,13,1
12,75,6,5,1
13,75,6,7,1
14,75,6,11,2
15,75,7,6,1
16,75,7,8,1
17,75,7,9,1
18,75,7,10,1
19,75,8,7,1
20,75,9,7,1
21,75,10,7,1
22,75,11,6,2
23,75,11,12,1
24,75,12,11,1
25,75,12,13,1
26,75,12,16,1
27,75,13,5,1
28,75,13,12,1
29,75,13,14,2
30,75,14,13,2
31,75,14,15,1
32,75,15,14,1
33,75,15,16,2
34,75,15,23,1
35,75,16,12,1
36,75,16,15,2
37,75,16,17,1
38,75,17,16,1
39,75,17,18,2
40,75,17,19,1
41,75,18,17,2
42,75,19,17,1
43,75,19,20,1
44,75,19,21,1
45,75,20,19,1
46,75,21,19,1
47,75,21,22,2
48,75,21,23,1
49,75,22,21,2
50,75,23,15,1
51,75,23,21,1
52,75,23,24,1
53,75,24,23,1
0,76,0,1,1
1,76,1,0,1
2,76,1,2,1
3,76,2,1,1
4,76,2,3,2
5,76,2,19,1
6,76,3,2,2
7,76,3,4,1
8,76,4,3,1
9,76,4,5,2
10,76,5,4,2
11,76,5,6,1
12,76,5,18,1
13,76,6,5,1
14,76,6,7,1
15,76,6,9,1
16,76,7,6,1
17,76,7,8,1
18,76,8,7,1
19,76,9,6,1
20,76,9,10,1
21,76,9,17,1
22,76,10,9,1
23,76,10,11,1
24,76,11,10,1
25,76,11,12,1
26,76,11,15,1
27,76,12,11,1
28,76,12,13,1
29,76,13,12,1
30,76,13,14,1
31,76,14,13,1
32,76,14,15,1
33,76,15,11,1
34,76,15,14,1
35,76,15,16,1
36,76,16,15,1
37,76,16,17,1
38,76,17,9,1
39,76,17,16,1
40,76,18,5,1
41,76,18,19,2
42,76,19,2,1
43,76,19,18,2
0,77,0,1,1
1,77,1,0,1
2,77,1,2,2
3,77,1,3,2
4,77,1,4,1
5,77,2,1,2
6,77,3,1,2
7,77,4,1,1
8,77,4,5,2
9,77,4,22,1
10,77,5,4,2
11,77,5,6,1
12,77,6,5,1
13,77,6,7,2
14,77,7,6,2
15,77,7,8,1
16,77,7,9,1
17,77,8,7,1
18,77,9,7,1
19,77,9,10,1
20,77,9,22,2
21,77,10,9,1
22,77,10,11,1
23,77,11,10,1
24,77,11,12,2
25,77,11,13,1
26,77,12,11,2
27,77,13,11,1
28,77,13,14,2
29,77,14,13,2
30,77,14,15,1
31,77,15,14,1
32,77,15,16,2
33,77,15,21,1
34,77,16,15,2
35,77,16,17,1
36,77,17,16,1
37,77,17,18,2
38,77,18,17,2
39,77,18,19,1
40,77,19,18,1
41,77,19,20,1
42,77,19,21,2
43,77,20,19,1
44,77,21,15,1
45,77,21,19,2
46,77,22,4,1
47,77,22,9,2
0,78,0,1,1
1,78,1,0,1
2,78,1,2,1
3,78,2,1,1
4,78,2,3,2
5,78,2,18,1
6,78,3,2,2
7,78,3,4,1
8,78,4,3,1
9,78,4,5,2
10,78,5,4,2
11,78,5,6,1
12,78,5,17,1
13,78,6,5,1
14,78,6,7,1
15,78,7,6,1
16,78,7,8,1
17,78,8,7,1
18,78,8,9,1
19,78,9,8,1
20,78,9,10,2
21,78,9,11,1
22,78,10,9,2
23,78,11,9,1
24,78,11,12,2
25,78,11,16,1
26,78,12,11,2
27,78,12,13,1
28,78,13,12,1
29,78,13,14,2
30,78,14,13,2
31,78,14,15,1
32,78,15,14,1
33,78,15,16,2
34,78,16,11,1
35,78,16,15,2
36,78,17,5,1
37,78,17,18,2
38,78,18,2,1
39,78,18,17,2
0,79,0,1,1
1,79,1,0,1
2,79,1,2,1
3,79,1,3,1
4,79,2,1,1
5,79,3,1,1
6,79,3,4,1
7,79,3,11,1
8,79,3,14,1
9,79,4,3,1
10,79,4,5,1
11,79,5,4,1
12,79,5,6,1
13,79,5,10,1
14,79,6,5,1
15,79,6,7,1
16,79,7,6,1
17,79,7,8,1
18,79,8,7,1
19,79,8,9,1
20,79,9,8,1
21,79,9,10,1
22,79,10,5,1
23,79,10,9,1
24,79,11,3,1
25,79,11,12,1
26,79,12,11,1
27,79,12,13,1
28,79,13,12,1
29,79,13,14,1
30,79,14,3,1
31,79,14,13,1
