bond_id,graph_id,start_atom,end_atom,bond_features
0,40,0,1,1
1,40,1,0,1
2,40,1,2,2
3,40,1,32,1
4,40,2,1,2
5,40,2,3,1
6,40,3,2,1
7,40,3,4,2
8,40,4,3,2
9,40,4,5,1
10,40,4,31,1
11,40,5,4,1
12,40,5,6,1
13,40,6,5,1
14,40,6,7,1
15,40,6,30,1
16,40,7,6,1
17,40,7,8,1
18,40,8,7,1
19,40,8,9,1
20,40,9,8,1
21,40,9,10,1
22,40,9,29,1
23,40,10,9,1
24,40,10,11,2
25,40,10,12,1
26,40,11,10,2
27,40,12,10,1
28,40,12,13,2
29,40,12,28,1
30,40,13,12,2
31,40,13,14,1
32,40,14,13,1
33,40,14,15,1
34,40,14,21,1
35,40,15,14,1
36,40,15,16,2
37,40,15,20,1
38,40,16,15,2
39,40,16,17,1
40,40,17,16,1
41,40,17,18,2
42,40,18,17,2
43,40,18,19,1
44,40,19,18,1
45,40,19,20,2
46,40,20,15,1
47,40,20,19,2
48,40,21,14,1
49,40,21,22,1
50,40,21,28,2
51,40,22,21,1
52,40,22,23,1
53,40,23,22,1
54,40,23,24,2
55,40,23,25,1
56,40,24,23,2
57,40,25,23,1
58,40,25,26,1
59,40,25,27,1
60,40,26,25,1
61,40,27,25,1
62,40,28,12,1
63,40,28,21,2
64,40,29,9,1
65,40,29,30,1
66,40,30,6,1
67,40,30,29,1
68,40,31,4,1
69,40,31,32,2
70,40,32,1,1
71,40,32,31,2
0,41,0,1,2
1,41,1,0,2
2,41,1,2,1
3,41,1,16,1
4,41,2,1,1
5,41,2,3,1
6,41,3,2,1
7,41,3,4,2
8,41,3,15,1
9,41,4,3,2
10,41,4,5,1
11,41,5,4,1
12,41,5,6,1
13,41,5,14,2
14,41,6,5,1
15,41,6,7,1
16,41,7,6,1
17,41,7,8,2
18,41,7,13,1
19,41,8,7,2
20,41,8,9,1
21,41,9,8,1
22,41,9,10,2
23,41,10,9,2
24,41,10,11,1
25,41,10,12,1
26,41,11,10,1
27,41,12,10,1
28,41,12,13,2
29,41,13,7,1
30,41,13,12,2
31,41,14,5,2
32,41,14,15,1
33,41,15,3,1
34,41,15,14,1
35,41,16,1,1
36,41,16,17,1
37,41,17,16,1
38,41,17,18,1
39,41,18,17,1
40,41,18,19,2
41,41,18,22,1
42,41,19,18,2
43,41,19,20,1
44,41,20,19,1
45,41,20,21,2
46,41,21,20,2
47,41,21,22,1
48,41,22,18,1
49,41,22,21,1
0,42,0,1,1
1,42,1,0,1
2,42,1,2,1
3,42,1,11,1
4,42,2,1,1
5,42,2,3,1
