clique_id,graph_id,atoms,bonds,clique_features
0,5,2;3;4;5;6,2:3;2:6;3:2;3:4;4:3;4:5;5:4;5:6;6:2;6:5,0
1,5,4;5;7;8;10,4:5;4:10;5:4;5:7;7:5;7:8;8:7;8:10;10:4;10:8,0
2,5,15;16;17;18;19;20,15:16;15:20;16:15;16:17;17:16;17:18;18:17;18:19;19:18;19:20;20:15;20:19,0
3,5,0;1,0:1;1:0,1
4,5,1;2,1:2;2:1,1
5,5,8;9,8:9;9:8,1
6,5,10;11,10:11;11:10,1
7,5,11;12,11:12;12:11,1
8,5,12;13,12:13;13:12,1
9,5,12;14,12:14;14:12,1
10,5,14;15,14:15;15:14,1
11,5,20;21,20:21;21:20,1
12,5,21;22,21:22;22:21,1
13,5,12,,3
0,6,2;3;4;5;15,2:3;2:15;3:2;3:4;4:3;4:5;5:4;5:15;15:2;15:5,0
1,6,4;5;6;7;8,4:5;4:8;5:4;5:6;6:5;6:7;7:6;7:8;8:4;8:7,0
2,6,9;10;11;12;13;14,9:10;9:14;10:9;10:11;11:10;11:12;12:11;12:13;13:12;13:14;14:9;14:13,0
3,6,0;1,0:1;1:0,1
4,6,1;2,1:2;2:1,1
5,6,8;9,8:9;9:8,1
0,7,4;5;6;11;12,4:5;4:12;5:4;5:6;6:5;6:11;11:6;11:12;12:4;12:11,0
1,7,6;7;8;9;10;11,6:7;6:11;7:6;7:8;8:7;8:9;9:8;9:10;10:9;10:11;11:6;11:10,0
2,7,16;17;18;19;20;21,16:17;16:21;17:16;17:18;18:17;18:19;19:18;19:20;20:19;20:21;21:16;21:20,0
3,7,0;1,0:1;1:0,1
4,7,1;2,1:2;2:1,1
5,7,2;3,2:3;3:2,1
6,7,2;4,2:4;4:2,1
7,7,12;13,12:13;13:12,1
8,7,13;14,13:14;14:13,1
9,7,13;15,13:15;15:13,1
10,7,13;16,13:16;16:13,1
11,7,2,,3
12,7,13,,3
0,8,2;3;4;5;16;17,2:3;2:17;3:2;3:4;4:3;4:5;5:4;5:16;16:5;16:17;17:2;17:16,0
1,8,6;7;8;14;15,6:7;6:15;7:6;7:8;8:7;8:14;14:8;14:15;15:6;15:14,0
2,8,8;9;10;11;13;14,8:9;8:14;9:8;9:10;10:9;10:11;11:10;11:13;13:11;13:14;14:8;14:13,0
3,8,0;1,0:1;1:0,1
4,8,1;2,1:2;2:1,1
5,8,5;6,5:6;6:5,1
6,8,11;12,11:12;12:11,1
0,9,4;5;6;7;11;12,4:5;4:12;5:4;5:6;6:5;6:7;7:6;7:11;11:7;11:12;12:4;12:11,0
1,9,15;16;17;18;19;20;21;22,15:16;15:22;16:15;16:17;17:16;17:18;18:17;18:19;19:18;19:20;20:19;20:21;21:20;21:22;22:15;22:21,0
2,9,0;1,0:1;1:0,1
3,9,1;2,1:2;2:1,1
4,9,1;14,1:14;14:1,1
5,9,2;3,2:3;3:2,1
6,9,3;4,3:4;4:3,1
7,9,7;8,7:8;8:7,1
8,9,8;9,8:9;9:8,1
9,9,8;10,8:10;10:8,1
10,9,12;13,12:13;13:12,1
11,9,14;15,14:15;15:14,1
12,9,1,,3
13,9,8,,3
