bond_id,graph_id,start_atom,end_atom,bond_features
0,100,0,1,1
1,100,1,0,1
2,100,1,2,1
3,100,2,1,1
4,100,2,3,1
5,100,2,4,1
6,100,3,2,1
7,100,4,2,1
8,100,4,5,2
9,100,4,6,1
10,100,5,4,2
11,100,6,4,1
12,100,6,7,1
13,100,6,24,1
14,100,7,6,1
15,100,7,8,1
16,100,8,7,1
17,100,8,9,1
18,100,9,8,1
19,100,9,10,1
20,100,9,23,1
21,100,10,9,1
22,100,10,11,1
23,100,11,10,1
24,100,11,12,1
25,100,11,22,1
26,100,12,11,1
27,100,12,13,2
28,100,13,12,2
29,100,13,14,1
30,100,13,21,1
31,100,14,13,1
32,100,14,15,2
33,100,14,20,1
34,100,15,14,2
35,100,15,16,1
36,100,16,15,1
37,100,16,17,2
38,100,17,16,2
39,100,17,18,1
40,100,17,19,1
41,100,18,17,1
42,100,19,17,1
43,100,19,20,2
44,100,20,14,1
45,100,20,19,2
46,100,21,13,1
47,100,21,22,2
48,100,22,11,1
49,100,22,21,2
50,100,23,9,1
51,100,23,24,1
52,100,24,6,1
53,100,24,23,1
0,101,0,1,1
1,101,1,0,1
2,101,1,2,1
3,101,1,25,1
4,101,2,1,1
5,101,2,3,1
6,101,3,2,1
7,101,3,4,1
8,101,4,3,2
9,101,4,5,1
10,101,4,25,2
11,101,5,4,1
12,101,5,6,1
13,101,6,5,1
14,101,6,7,1
15,101,6,8,1
16,101,7,6,1
17,101,8,6,1
18,101,8,9,1
19,101,8,10,1
20,101,9,8,1
21,101,10,8,1
22,101,10,11,1
23,101,10,12,1
24,101,11,10,1
25,101,12,10,1
26,101,12,13,1
27,101,13,12,2
28,101,13,14,2
29,101,14,13,1
30,101,14,15,1
31,101,15,14,1
32,101,15,16,2
33,101,15,24,1
34,101,16,15,2
35,101,16,17,1
36,101,17,16,1
37,101,17,18,2
38,101,18,17,2
39,101,18,19,1
40,101,18,23,1
41,101,19,18,1
42,101,19,20,1
43,101,20,19,2
44,101,20,21,1
45,101,21,20,2
46,101,21,22,1
47,101,22,21,2
48,101,22,23,1
49,101,23,18,2
50,101,23,22,1
51,101,23,24,1
52,101,24,15,1
53,101,24,23,1
54,101,25,1,1
55,101,25,4,1
0,102,0,1,1
1,102,1,0,1
2,102,1,2,1
3,102,2,1,1
4,102,2,3,1
5,102,2,14,1
6,102,3,2,1
7,102,3,4,1
8,102,4,3,2
9,102,4,5,1
10,102,5,4,2
11,102,5,6,1
12,102,5,7,1
13,102,6,5,1
14,102,7,5,1
15,102,7,8,1
16,102,7,13,1
17,102,8,7,1
18,102,8,9,1
19,102,9,8,1
20,102,9,10,1
21,102,10,9,1
22,102,10,11,1
23,102,11,10,1
24,102,11,12,1
25,102,11,13,1
26,102,12,11,1
27,102,13,7,2
28,102,13,11,2
29,102,14,2,1
30,102,14,15,1
31,102,15,14,1
32,102,15,16,2
33,102,15,19,1
34,102,16,15,2
35,102,16,17,1
36,102,17,16,1
37,102,17,18,2
38,102,18,17,2
39,102,18,19,1
40,102,19,15,1
41,102,19,18,1
0,103,0,1,1
1,103,1,0,1
2,103,1,2,1
3,103,2,1,1
