bond_id,graph_id,start_atom,end_atom,bond_features
0,320,0,1,1
1,320,1,0,1
2,320,1,2,1
3,320,1,9,1
4,320,2,1,1
5,320,2,3,1
6,320,3,2,1
7,320,3,4,2
8,320,3,7,1
9,320,4,3,2
10,320,4,5,1
11,320,5,4,1
12,320,5,6,2
13,320,6,5,2
14,320,6,7,1
15,320,7,3,1
16,320,7,6,1
17,320,7,8,1
18,320,8,7,1
19,320,9,1,1
20,320,9,10,2
21,320,9,11,1
22,320,10,9,2
23,320,11,9,1
24,320,11,12,1
25,320,11,13,1
26,320,12,11,1
27,320,12,13,1
28,320,13,11,1
29,320,13,12,1
30,320,13,14,1
31,320,14,13,1
32,320,14,15,2
33,320,14,20,1
34,320,15,14,2
35,320,15,16,1
36,320,16,15,1
37,320,16,17,2
38,320,17,16,2
39,320,17,18,1
40,320,18,17,1
41,320,18,19,1
42,320,18,20,2
43,320,19,18,1
44,320,20,14,1
45,320,20,18,2
46,320,20,21,1
47,320,21,20,1
0,321,0,1,1
1,321,1,0,1
2,321,1,2,2
3,321,1,5,1
4,321,2,1,2
5,321,2,3,1
6,321,3,2,1
7,321,3,4,2
8,321,4,3,2
9,321,4,5,1
10,321,5,1,1
11,321,5,4,1
12,321,5,6,1
13,321,6,5,1
14,321,6,7,1
15,321,7,6,1
16,321,7,8,2
17,321,7,26,1
18,321,8,7,2
19,321,8,9,1
20,321,9,8,1
21,321,9,10,2
22,321,10,9,2
23,321,10,11,1
24,321,10,25,1
25,321,11,10,1
26,321,11,12,1
27,321,12,11,1
28,321,12,13,2
29,321,12,14,1
30,321,13,12,2
31,321,14,12,1
32,321,14,15,2
33,321,14,24,1
34,321,15,14,2
35,321,15,16,1
36,321,16,15,1
37,321,16,17,2
38,321,17,16,2
39,321,17,18,1
40,321,18,17,1
41,321,18,19,1
42,321,18,24,2
43,321,19,18,1
44,321,19,20,1
45,321,19,23,1
46,321,20,19,1
47,321,20,21,2
48,321,21,20,2
49,321,21,22,1
50,321,22,21,1
51,321,22,23,2
52,321,23,19,1
53,321,23,22,2
54,321,24,14,1
55,321,24,18,2
56,321,25,10,1
57,321,25,26,2
58,321,26,7,1
59,321,26,25,2
0,322,0,1,1
1,322,1,0,1
2,322,1,2,2
3,322,1,12,1
4,322,2,1,2
5,322,2,3,1
6,322,3,2,1
7,322,3,4,1
8,322,3,10,1
9,322,4,3,1
10,322,4,5,2
11,322,4,9,1
12,322,5,4,2
13,322,5,6,1
14,322,6,5,1
15,322,6,7,2
16,322,7,6,2
17,322,7,8,1
18,322,8,7,1
19,322,8,9,2
20,322,9,4,1
21,322,9,8,2
22,322,10,3,1
23,322,10,11,2
24,322,10,12,1
25,322,11,10,2
26,322,12,1,1
27,322,12,10,1
28,322,12,13,1
29,322,12,19,1
30,322,13,12,1
31,322,13,14,1
32,322,13,18,1
33,322,14,13,1
34,322,14,15,1
35,322,15,14,1
36,322,15,16,1
37,322,16,15,1
38,322,16,17,1
39,322,17,16,1
40,322,17,18,1
41,322,18,13,1
42,322,18,17,1
43,322,19,12,1
44,322,19,20,1
45,322,19,24,1
46,322,20,19,1
47,322,20,21,1
48,322,21,20,1
49,322,21,22,1
50,322,22,21,1
51,322,22,23,1
52,322,23,22,1
53,322,23,24,1
54,322,24,19,1
55,322,24,23,1
0,323,0,1,1
1,323,1,0,1
2,323,1,2,1
3,323,1,3,1
4,323,2,1,1
5,323,3,1,1
6,323,3,4,2
7,323,3,19,1
8,323,4,3,2
9,323,4,5,1
10,323,5,4,1
11,323,5,6,1
12,323,5,18,2
13,323,6,5,1
14,323,6,7,1
15,323,7,6,1
16,323,7,8,1
17,323,8,7,1
18,323,8,9,2
19,323,8,10,2
20,323,8,11,1
21,323,9,8,2
22,323,10,8,2
23,323,11,8,1
24,323,11,12,2
25,323,11,17,1
26,323,12,11,2
27,323,12,13,1
28,323,13,12,1
29,323,13,14,2
30,323,14,13,2
31,323,14,15,1
32,323,15,14,1
33,323,15,16,1
