bond_id,graph_id,start_atom,end_atom,bond_features
0,300,0,1,1
1,300,1,0,1
2,300,1,2,1
3,300,1,16,1
4,300,2,1,1
5,300,2,3,1
6,300,3,2,1
7,300,3,4,1
8,300,4,3,1
9,300,4,5,1
10,300,4,15,1
11,300,5,4,1
12,300,5,6,2
13,300,5,13,1
14,300,6,5,2
15,300,6,7,1
16,300,7,6,1
17,300,7,8,2
18,300,8,7,2
19,300,8,9,1
20,300,8,12,1
21,300,9,8,1
22,300,9,10,1
23,300,9,11,1
24,300,10,9,1
25,300,11,9,1
26,300,12,8,1
27,300,12,13,2
28,300,13,5,1
29,300,13,12,2
30,300,13,14,1
31,300,14,13,1
32,300,15,4,1
33,300,15,16,1
34,300,16,1,1
35,300,16,15,1
0,301,0,1,1
1,301,1,0,1
2,301,1,2,2
3,301,1,12,1
4,301,2,1,2
5,301,2,3,1
6,301,3,2,1
7,301,3,4,1
8,301,3,10,1
9,301,4,3,1
10,301,4,5,2
11,301,4,9,1
12,301,5,4,2
13,301,5,6,1
14,301,6,5,1
15,301,6,7,2
16,301,7,6,2
17,301,7,8,1
18,301,8,7,1
19,301,8,9,2
20,301,9,4,1
21,301,9,8,2
22,301,10,3,1
23,301,10,11,1
24,301,10,12,2
25,301,11,10,1
26,301,12,1,1
27,301,12,10,2
28,301,12,13,1
29,301,13,12,1
30,301,13,14,1
31,301,13,30,1
32,301,14,13,1
33,301,14,15,1
34,301,15,14,1
35,301,15,16,1
36,301,16,15,1
37,301,16,17,1
38,301,16,29,1
39,301,17,16,1
40,301,17,18,2
41,301,17,19,1
42,301,18,17,2
43,301,19,17,1
44,301,19,20,1
45,301,20,19,1
46,301,20,21,1
47,301,20,28,1
48,301,21,20,1
49,301,21,22,2
50,301,22,21,2
51,301,22,23,1
52,301,23,22,1
53,301,23,24,2
54,301,23,28,1
55,301,24,23,2
56,301,24,25,1
57,301,25,24,1
58,301,25,26,2
59,301,26,25,2
60,301,26,27,1
61,301,27,26,1
62,301,27,28,2
63,301,28,20,1
64,301,28,23,1
65,301,28,27,2
66,301,29,16,1
67,301,29,30,1
68,301,30,13,1
69,301,30,29,1
0,302,0,1,1
1,302,1,0,1
2,302,1,2,1
3,302,2,1,1
4,302,2,3,2
5,302,2,29,1
6,302,3,2,2
7,302,3,4,1
8,302,4,3,1
9,302,4,5,2
10,302,5,4,2
11,302,5,6,1
12,302,6,5,1
13,302,6,7,1
14,302,6,29,2
15,302,7,6,1
16,302,7,8,1
17,302,8,7,1
18,302,8,9,2
19,302,8,10,1
20,302,9,8,2
21,302,10,8,1
22,302,10,11,1
23,302,10,28,1
24,302,11,10,1
25,302,11,12,1
26,302,12,11,1
27,302,12,13,1
28,302,13,12,1
29,302,13,14,1
30,302,14,13,1
31,302,14,15,1
32,302,14,28,1
33,302,15,14,1
34,302,15,16,2
35,302,15,17,2
36,302,15,18,1
37,302,16,15,2
38,302,17,15,2
39,302,18,15,1
40,302,18,19,2
41,302,18,27,1
42,302,19,18,2
43,302,19,20,1
44,302,20,19,1
45,302,20,21,2
46,302,21,20,2
47,302,21,22,1
48,302,21,26,1
49,302,22,21,1
50,302,22,23,1
51,302,23,22,1
52,302,23,24,1
53,302,23,25,2
54,302,24,23,1
55,302,25,23,2
56,302,26,21,1
57,302,26,27,2
58,302,27,18,1
59,302,27,26,2
60,302,28,10,1
61,302,28,14,1
62,302,29,2,1
63,302,29,6,2
0,303,0,1,1
1,303,1,0,1
2,303,1,2,1
3,303,1,3,1
4,303,2,1,1
5,303,3,1,1
6,303,3,4,2
7,303,3,5,1
8,303,4,3,2
9,303,5,3,1
10,303,5,6,1
11,303,6,5,1
12,303,6,7,2
13,303,6,21,1
14,303,7,6,2
15,303,7,8,1
16,303,8,7,1
17,303,8,9,2
18,303,9,8,2
19,303,9,10,1
20,303,10,9,1
21,303,10,11,1
22,303,10,21,2
23,303,11,10,1
24,303,11,12,2
25,303,11,13,1
26,303,12,11,2
27,303,13,11,1
28,303,13,14,1
29,303,14,13,1
30,303,14,15,2
31,303,14,20,1
32,303,15,14,2
33,303,15,16,1
34,303,16,15,1
35,303,16,17,2
36,303,17,16,2
37,303,17,18,1
38,303,17,19,1
39,303,18,17,1
40,303,19,17,1
41,303,19,20,2
42,303,20,14,1
43,303,20,19,2
44,303,21,6,1
45,303,21,10,2
0,304,0,1,2
1,304,1,0,2
2,304,1,2,1
3,304,1,15,1
4,304,2,1,1
5,304,2,3,1
6,304,3,2,1
7,304,3,4,1
8,304,4,3,1
9,304,4,5,2
10,304,4,6,1
11,304,5,4,2
12,304,6,4,1
13,304,6,7,1
14,304,6,14,1
15,304,7,6,1
16,304,7,8,1
17,304,8,7,1
18,304,8,9,2
19,304,8,13,1
20,304,9,8,2
21,304,9,10,1
22,304,10,9,1
23,304,10,11,2
24,304,11,10,2
25,304,11,12,1
26,304,12,11,1
27,304,12,13,2
28,304,13,8,1
29,304,13,12,2
30,304,13,14,1
31,304,14,6,1
32,304,14,13,1
33,304,15,1,1
34,304,15,16,1
35,304,15,25,1
36,304,16,15,1
37,304,16,17,1
38,304,17,16,1
39,304,17,18,1
40,304,18,17,1
41,304,18,19,2
42,304,18,24,1
43,304,19,18,2
44,304,19,20,1
45,304,20,19,1
46,304,20,21,2
47,304,21,20,2
48,304,21,22,1
49,304,21,23,1
50,304,22,21,1
51,304,23,21,1
52,304,23,24,2
53,304,24,18,1
54,304,24,23,2
55,304,24,25,1
56,304,25,15,1
57,304,25,24,1
0,305,0,1,1
1,305,1,0,1
2,305,1,2,1
3,305,1,10,1
4,305,2,1,1
5,305,2,3,1
6,305,3,2,1
7,305,3,4,2
8,305,3,9,1
9,305,4,3,2
10,305,4,5,1
11,305,5,4,1
12,305,5,6,2
13,305,6,5,2
14,305,6,7,1
15,305,6,8,1
16,305,7,6,1
17,305,8,6,1
18,305,8,9,2
