bond_id,graph_id,start_atom,end_atom,bond_features
0,260,0,1,2
1,260,1,0,2
2,260,1,2,1
3,260,1,3,1
4,260,2,1,1
5,260,3,1,1
6,260,3,4,1
7,260,3,20,1
8,260,4,3,1
9,260,4,5,2
10,260,5,4,2
11,260,5,6,1
12,260,6,5,1
13,260,6,7,1
14,260,6,20,1
15,260,7,6,1
16,260,7,8,1
17,260,8,7,1
18,260,8,9,2
19,260,8,10,2
20,260,8,11,1
21,260,9,8,2
22,260,10,8,2
23,260,11,8,1
24,260,11,12,2
25,260,11,19,1
26,260,12,11,2
27,260,12,13,1
28,260,13,12,1
29,260,13,14,2
30,260,14,13,2
31,260,14,15,1
32,260,14,18,1
33,260,15,14,1
34,260,15,16,1
35,260,16,15,1
36,260,16,17,1
37,260,17,16,1
38,260,17,18,1
39,260,18,14,1
40,260,18,17,1
41,260,18,19,2
42,260,19,11,1
43,260,19,18,2
44,260,20,3,1
45,260,20,6,1
0,261,0,1,1
1,261,1,0,1
2,261,1,2,1
3,261,2,1,1
4,261,2,3,1
5,261,2,22,1
6,261,3,2,1
7,261,3,4,2
8,261,3,5,1
9,261,4,3,2
10,261,5,3,1
11,261,5,6,1
12,261,5,7,1
13,261,5,16,1
14,261,6,5,1
15,261,7,5,1
16,261,7,8,2
17,261,7,9,1
18,261,8,7,2
19,261,9,7,1
20,261,9,10,1
21,261,10,9,1
22,261,10,11,1
23,261,11,10,1
24,261,11,12,1
25,261,11,15,1
26,261,12,11,1
27,261,12,13,1
28,261,13,12,1
29,261,13,14,1
30,261,14,13,1
31,261,14,15,1
32,261,15,11,1
33,261,15,14,1
34,261,16,5,1
35,261,16,17,1
36,261,17,16,1
37,261,17,18,2
38,261,17,22,1
39,261,18,17,2
40,261,18,19,1
41,261,19,18,1
42,261,19,20,2
43,261,20,19,2
44,261,20,21,1
45,261,21,20,1
46,261,21,22,2
47,261,22,2,1
48,261,22,17,1
49,261,22,21,2
0,262,0,1,1
1,262,1,0,1
2,262,1,2,2
3,262,1,22,1
4,262,2,1,2
5,262,2,3,1
6,262,3,2,1
7,262,3,4,1
8,262,3,20,1
9,262,4,3,1
10,262,4,5,1
11,262,4,18,2
12,262,5,4,1
13,262,5,6,2
14,262,5,7,1
15,262,6,5,2
16,262,7,5,1
17,262,7,8,1
18,262,7,9,1
19,262,8,7,1
20,262,9,7,1
21,262,9,10,1
22,262,9,17,1
23,262,10,9,1
24,262,10,11,1
25,262,11,10,1
26,262,11,12,1
27,262,12,11,1
28,262,12,13,1
29,262,12,16,1
30,262,13,12,1
31,262,13,14,1
32,262,13,15,1
33,262,14,13,1
34,262,15,13,1
35,262,16,12,1
36,262,16,17,1
37,262,17,9,1
38,262,17,16,1
39,262,18,4,2
40,262,18,19,1
41,262,19,18,1
42,262,19,20,2
43,262,20,3,1
44,262,20,19,2
45,262,20,21,1
46,262,21,20,1
47,262,21,22,2
48,262,22,1,1
49,262,22,21,2
0,263,0,1,1
1,263,1,0,1
2,263,1,2,1
3,263,2,1,1
4,263,2,3,1
5,263,3,2,1
6,263,3,4,2
7,263,3,8,1
8,263,4,3,2
9,263,4,5,1
10,263,5,4,1
11,263,5,6,2
12,263,6,5,2
13,263,6,7,1
14,263,7,6,1
15,263,7,8,2
16,263,8,3,1
17,263,8,7,2
18,263,8,9,1
19,263,9,8,1
20,263,9,10,2
21,263,9,24,1
22,263,10,9,2
23,263,10,11,1
24,263,11,10,1
25,263,11,12,2
26,263,12,11,2
27,263,12,13,1
28,263,13,12,1
29,263,13,14,1
30,263,13,24,2
31,263,14,13,1
32,263,14,15,2
33,263,14,16,1
34,263,15,14,2
35,263,16,14,1
36,263,16,17,1
37,263,16,18,1
38,263,17,16,1
39,263,18,16,1
40,263,18,19,1
41,263,19,18,1
42,263,19,20,1
43,263,20,19,1
44,263,20,21,1
45,263,20,22,1
46,263,20,23,1
47,263,21,20,1
48,263,22,20,1
49,263,23,20,1
50,263,24,9,1
51,263,24,13,2
0,264,0,1,1
1,264,1,0,1
2,264,1,2,2
3,264,1,25,1
4,264,2,1,2
5,264,2,3,1
6,264,3,2,1
7,264,3,4,2
8,264,4,3,2
9,264,4,5,1
10,264,5,4,1
11,264,5,6,1
12,264,5,25,2
13,264,6,5,1
14,264,6,7,1
15,264,7,6,1
16,264,7,8,2
17,264,7,9,1
18,264,8,7,2
19,264,9,7,1
