bond_id,graph_id,start_atom,end_atom,bond_features
0,140,0,1,1
1,140,1,0,1
2,140,1,2,1
3,140,2,1,1
4,140,2,3,2
5,140,2,8,1
6,140,3,2,2
7,140,3,4,1
8,140,4,3,1
9,140,4,5,2
10,140,5,4,2
11,140,5,6,1
12,140,5,7,1
13,140,6,5,1
14,140,7,5,1
15,140,7,8,2
16,140,8,2,1
17,140,8,7,2
18,140,8,9,1
19,140,9,8,1
20,140,9,10,1
21,140,10,9,1
22,140,10,11,1
23,140,10,12,1
24,140,11,10,1
25,140,12,10,1
26,140,12,13,2
27,140,12,14,1
28,140,13,12,2
29,140,14,12,1
30,140,14,15,1
31,140,15,14,1
32,140,15,16,1
33,140,15,20,1
34,140,16,15,1
35,140,16,17,1
36,140,17,16,1
37,140,17,18,1
38,140,18,17,1
39,140,18,19,1
40,140,19,18,1
41,140,19,20,1
42,140,20,15,1
43,140,20,19,1
0,141,0,1,1
1,141,1,0,1
2,141,1,2,1
3,141,1,3,1
4,141,2,1,1
5,141,3,1,1
6,141,3,4,2
7,141,3,9,1
8,141,4,3,2
9,141,4,5,1
10,141,5,4,1
11,141,5,6,2
12,141,6,5,2
13,141,6,7,1
14,141,6,8,1
15,141,7,6,1
16,141,8,6,1
17,141,8,9,2
18,141,9,3,1
19,141,9,8,2
20,141,9,10,1
21,141,10,9,1
22,141,10,11,1
23,141,11,10,1
24,141,11,12,1
25,141,12,11,1
26,141,12,13,2
27,141,12,20,1
28,141,13,12,2
29,141,13,14,1
30,141,14,13,1
31,141,14,15,1
32,141,14,19,2
33,141,15,14,1
34,141,15,16,1
35,141,15,17,1
36,141,15,18,1
37,141,16,15,1
38,141,17,15,1
39,141,18,15,1
40,141,19,14,2
41,141,19,20,1
42,141,20,12,1
43,141,20,19,1
0,142,0,1,1
1,142,1,0,1
2,142,1,2,1
3,142,1,12,1
4,142,2,1,1
5,142,2,3,1
6,142,3,2,1
7,142,3,4,1
8,142,4,3,1
9,142,4,5,1
10,142,4,11,1
11,142,5,4,1
12,142,5,6,1
13,142,6,5,1
14,142,6,7,2
15,142,6,11,1
16,142,7,6,2
17,142,7,8,1
18,142,8,7,1
19,142,8,9,2
20,142,9,8,2
21,142,9,10,1
22,142,10,9,1
23,142,10,11,2
24,142,11,4,1
25,142,11,6,1
26,142,11,10,2
27,142,12,1,1
28,142,12,13,1
29,142,12,14,1
30,142,13,12,1
31,142,13,14,1
32,142,14,12,1
33,142,14,13,1
0,143,0,1,1
1,143,1,0,1
2,143,1,2,1
3,143,2,1,1
4,143,2,3,1
5,143,3,2,1
6,143,3,4,2
7,143,3,27,1
8,143,4,3,2
9,143,4,5,1
10,143,5,4,1
11,143,5,6,1
12,143,5,25,2
13,143,6,5,1
14,143,6,7,2
15,143,7,6,2
16,143,7,8,1
17,143,7,23,1
18,143,8,7,1
19,143,8,9,2
20,143,8,10,1
21,143,9,8,2
22,143,10,8,1
23,143,10,11,1
24,143,10,21,1
25,143,11,10,1
26,143,11,12,2
27,143,12,11,2
28,143,12,13,1
29,143,12,20,1
30,143,13,12,1
31,143,13,14,2
32,143,13,19,1
33,143,14,13,2
34,143,14,15,1
35,143,15,14,1
36,143,15,16,2
37,143,16,15,2
38,143,16,17,1
39,143,17,16,1
40,143,17,18,1
41,143,17,19,2
42,143,18,17,1
43,143,19,13,1
44,143,19,17,2
45,143,20,12,1
46,143,20,21,1
47,143,21,10,1
48,143,21,20,1
49,143,21,22,2
50,143,22,21,2
51,143,22,23,1
52,143,23,7,1
53,143,23,22,1
54,143,23,24,2
55,143,24,23,2
56,143,25,5,2
57,143,25,26,1
58,143,26,25,1
59,143,26,27,2
60,143,27,3,1
61,143,27,26,2
62,143,27,28,1
63,143,28,27,1
64,143,28,29,1
65,143,29,28,1
66,143,29,30,1
67,143,29,31,2
68,143,29,32,2
69,143,30,29,1
70,143,31,29,2
71,143,32,29,2
0,144,0,1,1
1,144,1,0,1
2,144,1,2,1
3,144,2,1,1
4,144,2,3,2
5,144,2,18,1
6,144,3,2,2
7,144,3,4,1
8,144,4,3,1
9,144,4,5,2
10,144,5,4,2
11,144,5,6,1
12,144,5,8,1
13,144,6,5,1
14,144,6,7,1
15,144,7,6,1
16,144,8,5,1
17,144,8,9,1
18,144,8,18,2
19,144,9,8,1
20,144,9,10,1
21,144,9,11,1
22,144,10,9,1
23,144,11,9,1
24,144,11,12,1
25,144,12,11,1
26,144,12,13,2
27,144,12,16,1
28,144,13,12,2
29,144,13,14,1
30,144,14,13,1
31,144,14,15,2
32,144,15,14,2
33,144,15,16,1
34,144,16,12,1
35,144,16,15,1
36,144,16,17,1
37,144,17,16,1
38,144,18,2,1
39,144,18,8,2
0,145,0,1,1
1,145,1,0,1
2,145,1,2,1
3,145,2,1,1
4,145,2,3,2
5,145,2,7,1
6,145,3,2,2
7,145,3,4,1
8,145,4,3,1
9,145,4,5,2
10,145,5,4,2
11,145,5,6,1
12,145,6,5,1
13,145,6,7,2
14,145,7,2,1
15,145,7,6,2
16,145,7,8,1
17,145,8,7,1
18,145,8,9,1
19,145,9,8,1
20,145,9,10,1
21,145,9,29,1
22,145,10,9,1
23,145,10,11,1
24,145,11,10,1
25,145,11,12,1
26,145,11,27,1
27,145,12,11,1
28,145,12,13,2
29,145,12,14,1
30,145,13,12,2
31,145,14,12,1
32,145,14,15,1
33,145,15,14,1
34,145,15,16,1
35,145,16,15,1
36,145,16,17,2
37,145,16,26,1
38,145,17,16,2
39,145,17,18,1
40,145,18,17,1
41,145,18,19,1
42,145,19,18,1
43,145,19,20,1
44,145,19,26,2
45,145,20,19,1
46,145,20,21,2
47,145,20,25,1
48,145,21,20,2
49,145,21,22,1
50,145,22,21,1
51,145,22,23,2
52,145,23,22,2
53,145,23,24,1
54,145,24,23,1
55,145,24,25,2
56,145,25,20,1
57,145,25,24,2
58,145,26,16,1
59,145,26,19,2
60,145,27,11,1
61,145,27,28,1
62,145,28,27,1
63,145,28,29,1
64,145,29,9,1
65,145,29,28,1
66,145,29,30,2
67,145,30,29,2
0,146,0,1,1
1,146,1,0,1
2,146,1,2,1
3,146,2,1,1
4,146,2,3,2
5,146,2,22,1
6,146,3,2,2
7,146,3,4,1
8,146,4,3,1
9,146,4,5,2
10,146,5,4,2
11,146,5,6,1
12,146,5,21,1
13,146,6,5,1
14,146,6,7,1
15,146,7,6,1
16,146,7,8,1
17,146,8,7,1
18,146,8,9,1
19,146,9,8,1
20,146,9,10,2
21,146,9,11,1
22,146,10,9,2
23,146,11,9,1
24,146,11,12,2
25,146,11,20,1
26,146,12,11,2
27,146,12,13,1
28,146,12,14,1
29,146,13,12,1
30,146,14,12,1
31,146,14,15,1
32,146,14,18,1
33,146,15,14,1
34,146,15,16,1
35,146,15,17,1
36,146,16,15,1
37,146,16,17,1
38,146,17,15,1
39,146,17,16,1
40,146,18,14,1
41,146,18,19,1
42,146,18,20,2
43,146,19,18,1
44,146,20,11,1
45,146,20,18,2
46,146,21,5,1
47,146,21,22,2
48,146,22,2,1
49,146,22,21,2
50,146,22,23,1
51,146,23,22,1
52,146,23,24,1
53,146,24,23,1
0,147,0,1,2
1,147,1,0,2
2,147,1,2,1
3,147,1,9,1
4,147,2,1,1
5,147,2,3,2
6,147,2,8,1
