bond_id,graph_id,start_atom,end_atom,bond_features
0,380,0,1,1
1,380,1,0,1
2,380,1,2,1
3,380,2,1,1
4,380,2,3,2
5,380,2,20,1
6,380,3,2,2
7,380,3,4,1
8,380,4,3,1
9,380,4,5,1
10,380,4,19,1
11,380,5,4,1
12,380,5,6,1
13,380,6,5,1
14,380,6,7,1
15,380,7,6,1
16,380,7,8,1
17,380,8,7,1
18,380,8,9,1
19,380,8,19,1
20,380,9,8,1
21,380,9,10,1
22,380,10,9,1
23,380,10,11,1
24,380,10,17,1
25,380,11,10,1
26,380,11,12,1
27,380,12,11,1
28,380,12,13,1
29,380,13,12,1
30,380,13,14,1
31,380,13,17,1
32,380,14,13,1
33,380,14,15,1
34,380,14,16,1
35,380,15,14,1
36,380,15,16,1
37,380,16,14,1
38,380,16,15,1
39,380,17,10,1
40,380,17,13,1
41,380,17,18,2
42,380,18,17,2
43,380,19,4,1
44,380,19,8,1
45,380,19,20,2
46,380,20,2,1
47,380,20,19,2
0,381,0,1,2
1,381,1,0,2
2,381,1,2,1
3,381,2,1,1
4,381,2,3,2
5,381,2,18,1
6,381,3,2,2
7,381,3,4,1
8,381,4,3,1
9,381,4,5,2
10,381,5,4,2
11,381,5,6,1
12,381,5,17,1
13,381,6,5,1
14,381,6,7,2
15,381,6,16,1
16,381,7,6,2
17,381,7,8,1
18,381,8,7,1
19,381,8,9,1
20,381,8,13,2
21,381,9,8,1
22,381,9,10,1
23,381,9,11,1
24,381,9,12,1
25,381,10,9,1
26,381,11,9,1
27,381,12,9,1
28,381,13,8,2
29,381,13,14,1
30,381,14,13,1
31,381,14,15,1
32,381,14,16,2
33,381,15,14,1
34,381,16,6,1
35,381,16,14,2
36,381,17,5,1
37,381,17,18,2
38,381,18,2,1
39,381,18,17,2
0,382,0,1,1
1,382,1,0,1
2,382,1,2,2
3,382,1,3,1
4,382,2,1,2
5,382,3,1,1
6,382,3,4,1
7,382,4,3,1
8,382,4,5,1
9,382,4,6,1
10,382,5,4,1
11,382,6,4,1
12,382,6,7,2
13,382,6,8,1
14,382,7,6,2
15,382,8,6,1
16,382,8,9,1
17,382,9,8,1
18,382,9,10,2
19,382,9,16,1
20,382,10,9,2
21,382,10,11,1
22,382,11,10,1
23,382,11,12,2
24,382,12,11,2
25,382,12,13,1
26,382,12,14,1
27,382,13,12,1
28,382,14,12,1
29,382,14,15,1
30,382,14,16,2
31,382,15,14,1
32,382,16,9,1
33,382,16,14,2
0,383,0,1,1
1,383,1,0,1
2,383,1,2,1
3,383,2,1,1
4,383,2,3,2
5,383,2,25,1
6,383,3,2,2
7,383,3,4,1
8,383,4,3,1
9,383,4,5,1
10,383,4,22,2
11,383,5,4,1
12,383,5,6,2
13,383,5,7,1
14,383,6,5,2
15,383,7,5,1
16,383,7,8,1
17,383,7,21,1
18,383,8,7,1
19,383,8,9,1
20,383,9,8,1
21,383,9,10,1
22,383,10,9,1
23,383,10,11,1
24,383,11,10,1
25,383,11,12,1
26,383,11,21,1
27,383,12,11,1
28,383,12,13,2
29,383,12,20,1
30,383,13,12,2
31,383,13,14,1
32,383,14,13,1
33,383,14,15,2
34,383,14,19,1
35,383,15,14,2
36,383,15,16,1
37,383,16,15,1
38,383,16,17,2
39,383,17,16,2
40,383,17,18,1
41,383,18,17,1
42,383,18,19,2
43,383,19,14,1
44,383,19,18,2
45,383,19,20,1
46,383,20,12,1
47,383,20,19,1
48,383,21,7,1
49,383,21,11,1
50,383,22,4,2
51,383,22,23,1
52,383,23,22,1
53,383,23,24,1
54,383,23,25,2
55,383,24,23,1
56,383,25,2,1
57,383,25,23,2
58,383,25,26,1
59,383,26,25,1
60,383,26,27,1
61,383,27,26,1
62,383,27,28,1
63,383,27,29,1
64,383,28,27,1
65,383,29,27,1
0,384,0,1,1
1,384,1,0,1
2,384,1,2,1
3,384,2,1,1
4,384,2,3,1
5,384,3,2,1
6,384,3,4,1
7,384,4,3,1
8,384,4,5,1
9,384,4,8,1
10,384,5,4,1
11,384,5,6,2
12,384,6,5,2
13,384,6,7,1
14,384,7,6,1
15,384,7,8,2
16,384,8,4,1
17,384,8,7,2
18,384,8,9,1
19,384,9,8,1
20,384,9,10,1
21,384,9,13,1
22,384,10,9,1
23,384,10,11,1
24,384,10,12,1
25,384,11,10,1
26,384,12,10,1
27,384,13,9,1
28,384,13,14,1
29,384,13,18,1
30,384,14,13,1
31,384,14,15,1
32,384,15,14,1
33,384,15,16,1
34,384,16,15,1
35,384,16,17,1
36,384,17,16,1
37,384,17,18,1
38,384,18,13,1
39,384,18,17,1
0,385,0,1,1
1,385,1,0,1
2,385,1,2,1
3,385,2,1,1
4,385,2,3,1
5,385,3,2,1
6,385,3,4,1
7,385,4,3,1
8,385,4,5,2
9,385,4,6,1
10,385,5,4,2
11,385,6,4,1
12,385,6,7,1
13,385,7,6,1
14,385,7,8,1
15,385,7,21,1
16,385,8,7,1
17,385,8,9,2
18,385,9,8,2
19,385,9,10,1
