bond_id,graph_id,start_atom,end_atom,bond_features
0,360,0,1,2
1,360,1,0,2
2,360,1,2,1
3,360,1,13,1
4,360,2,1,1
5,360,2,3,1
6,360,3,2,1
7,360,3,4,1
8,360,4,3,1
9,360,4,5,2
10,360,4,12,1
11,360,5,4,2
12,360,5,6,1
13,360,6,5,1
14,360,6,7,2
15,360,6,11,1
16,360,7,6,2
17,360,7,8,1
18,360,8,7,1
19,360,8,9,2
20,360,9,8,2
21,360,9,10,1
22,360,10,9,1
23,360,10,11,2
24,360,11,6,1
25,360,11,10,2
26,360,11,12,1
27,360,12,4,1
28,360,12,11,1
29,360,13,1,1
30,360,13,14,1
31,360,14,13,1
32,360,14,15,1
33,360,15,14,1
34,360,15,16,1
35,360,16,15,1
36,360,16,17,2
37,360,16,18,1
38,360,17,16,2
39,360,18,16,1
40,360,18,19,1
41,360,19,18,1
42,360,19,20,1
43,360,19,25,1
44,360,20,19,1
45,360,20,21,1
46,360,21,20,1
47,360,21,22,1
48,360,22,21,1
49,360,22,23,2
50,360,22,24,2
51,360,22,25,1
52,360,23,22,2
53,360,24,22,2
54,360,25,19,1
55,360,25,22,1
0,361,0,1,1
1,361,1,0,1
2,361,1,2,1
3,361,2,1,1
4,361,2,3,1
5,361,2,4,1
6,361,3,2,1
7,361,4,2,1
8,361,4,5,1
9,361,4,6,1
10,361,5,4,1
11,361,6,4,1
12,361,6,7,2
13,361,6,16,1
14,361,7,6,2
15,361,7,8,1
16,361,8,7,1
17,361,8,9,2
18,361,9,8,2
19,361,9,10,1
20,361,9,15,1
21,361,10,9,1
22,361,10,11,1
23,361,11,10,1
24,361,11,12,1
25,361,12,11,1
26,361,12,13,1
27,361,13,12,1
28,361,13,14,1
29,361,14,13,1
30,361,14,15,1
31,361,15,9,1
32,361,15,14,1
33,361,15,16,2
34,361,16,6,1
35,361,16,15,2
0,362,0,1,1
1,362,1,0,1
2,362,1,2,1
3,362,1,3,1
4,362,2,1,1
5,362,3,1,1
6,362,3,4,1
7,362,3,5,1
8,362,4,3,1
9,362,5,3,1
10,362,5,6,1
11,362,6,5,1
12,362,6,7,2
13,362,6,8,1
14,362,7,6,2
15,362,8,6,1
16,362,8,9,1
17,362,9,8,1
18,362,9,10,1
19,362,10,9,1
20,362,10,11,2
21,362,10,12,1
22,362,11,10,2
23,362,12,10,1
24,362,12,13,1
25,362,13,12,1
26,362,13,14,1
27,362,13,18,1
28,362,14,13,1
29,362,14,15,1
30,362,15,14,1
31,362,15,16,1
32,362,16,15,1
33,362,16,17,1
34,362,17,16,1
35,362,17,18,1
36,362,18,13,1
37,362,18,17,1
0,363,0,1,1
1,363,1,0,1
2,363,1,2,1
3,363,2,1,1
4,363,2,3,1
5,363,2,4,1
6,363,2,5,1
7,363,3,2,1
8,363,4,2,1
9,363,5,2,1
10,363,5,6,2
11,363,5,7,1
12,363,6,5,2
13,363,7,5,1
14,363,7,8,1
15,363,8,7,1
16,363,8,9,1
17,363,9,8,1
18,363,9,10,1
19,363,9,15,1
20,363,10,9,1
21,363,10,11,2
22,363,10,14,1
23,363,11,10,2
24,363,11,12,1
25,363,12,11,1
26,363,12,13,2
27,363,13,12,2
28,363,13,14,1
29,363,14,10,1
30,363,14,13,1
31,363,15,9,1
32,363,15,16,1
33,363,15,21,1
34,363,16,15,1
35,363,16,17,1
36,363,17,16,1
37,363,17,18,1
38,363,18,17,1
39,363,18,19,1
40,363,18,20,1
41,363,19,18,1
42,363,20,18,1
43,363,20,21,1
44,363,21,15,1
45,363,21,20,1
0,364,0,1,1
1,364,1,0,1
2,364,1,2,2
3,364,1,3,1
4,364,2,1,2
5,364,3,1,1
6,364,3,4,1
7,364,4,3,1
8,364,4,5,2
9,364,4,21,1
10,364,5,4,2
11,364,5,6,1
12,364,6,5,1
13,364,6,7,2
14,364,7,6,2
15,364,7,8,1
16,364,7,9,1
17,364,8,7,1
18,364,9,7,1
19,364,9,10,1
20,364,9,21,2
21,364,10,9,1
22,364,10,11,1
23,364,11,10,1
24,364,11,12,2
25,364,11,13,1
26,364,12,11,2
27,364,13,11,1
28,364,13,14,1
29,364,13,20,1
30,364,14,13,1
31,364,14,15,1
32,364,15,14,1
33,364,15,16,1
34,364,15,17,1
35,364,16,15,1
36,364,17,15,1
37,364,17,18,1
38,364,18,17,1
39,364,18,19,1
40,364,18,20,1
41,364,19,18,1
42,364,20,13,1
43,364,20,18,1
44,364,21,4,1
45,364,21,9,2
0,365,0,1,1
1,365,1,0,1
2,365,1,2,2
3,365,1,13,1
4,365,2,1,2
5,365,2,3,1
6,365,2,9,1
7,365,3,2,1
8,365,3,4,1
9,365,3,5,2
10,365,4,3,1
11,365,5,3,2
12,365,5,6,1
13,365,6,5,1
14,365,6,7,2
15,365,6,8,1
16,365,7,6,2
17,365,8,6,1
18,365,8,9,2
19,365,9,2,1
20,365,9,8,2
21,365,9,10,1
22,365,10,9,1
23,365,10,11,1
24,365,11,10,1
25,365,11,12,1
26,365,11,13,2
27,365,12,11,1
28,365,13,1,1
29,365,13,11,2
30,365,13,14,1
31,365,14,13,1
32,365,14,15,1
33,365,15,14,1
34,365,15,16,2
35,365,15,17,1
36,365,16,15,2
37,365,17,15,1
0,366,0,1,1
1,366,1,0,1
2,366,1,2,1
3,366,2,1,1
4,366,2,3,2
5,366,2,4,1
6,366,3,2,2
7,366,4,2,1
8,366,4,5,1
9,366,5,4,1
10,366,5,6,2
11,366,5,21,1
12,366,6,5,2
13,366,6,7,1
14,366,7,6,1
15,366,7,8,1
16,366,7,19,2
17,366,8,7,1
18,366,8,9,2
19,366,8,10,1
20,366,9,8,2
21,366,10,8,1
22,366,10,11,1
23,366,11,10,1
24,366,11,12,1
25,366,12,11,1
26,366,12,13,2
27,366,12,14,1
28,366,13,12,2
29,366,14,12,1
30,366,14,15,2
31,366,14,18,1
32,366,15,14,2
33,366,15,16,1
34,366,16,15,1
35,366,16,17,2
36,366,17,16,2
37,366,17,18,1
38,366,18,14,1
39,366,18,17,1
40,366,19,7,2
41,366,19,20,1
42,366,20,19,1
43,366,20,21,2
44,366,21,5,1
45,366,21,20,2
46,366,21,22,1
47,366,22,21,1
0,367,0,1,1
1,367,1,0,1
2,367,1,2,1
3,367,1,3,1
4,367,1,4,1
5,367,2,1,1
6,367,3,1,1
7,367,4,1,1
8,367,4,5,2
9,367,4,21,1
10,367,5,4,2
11,367,5,6,1
12,367,6,5,1
13,367,6,7,1
14,367,6,18,1
15,367,7,6,1
16,367,7,8,1
17,367,8,7,1
18,367,8,9,1
19,367,9,8,1
20,367,9,10,1
21,367,10,9,1
22,367,10,11,1
23,367,11,10,1
24,367,11,12,2
25,367,11,17,1
26,367,12,11,2
27,367,12,13,1
28,367,13,12,1
29,367,13,14,2
30,367,14,13,2
31,367,14,15,1
32,367,14,16,1
33,367,15,14,1
34,367,16,14,1
35,367,16,17,2
36,367,17,11,1
37,367,17,16,2
38,367,18,6,1
39,367,18,19,2
40,367,18,20,1
41,367,19,18,2
42,367,20,18,1
43,367,20,21,2
44,367,21,4,1
45,367,21,20,2
0,368,0,1,1
1,368,1,0,1
2,368,1,2,1
3,368,1,18,1
4,368,2,1,1
5,368,2,3,1
6,368,3,2,1
7,368,3,4,1
8,368,4,3,1
9,368,4,5,1
10,368,4,8,1
11,368,5,4,1
12,368,5,6,2
13,368,5,7,1
14,368,6,5,2
15,368,7,5,1
16,368,8,4,1
17,368,8,9,1
18,368,8,18,1
19,368,9,8,1
20,368,9,10,1
21,368,9,17,1
22,368,10,9,1
23,368,10,11,1
24,368,11,10,1
25,368,11,12,1
26,368,12,11,1
27,368,12,13,1
28,368,12,16,1
29,368,13,12,1
30,368,13,14,1
31,368,14,13,1
32,368,14,15,1
33,368,15,14,1
34,368,15,16,1
35,368,16,12,1
36,368,16,15,1
37,368,16,17,1
38,368,17,9,1
39,368,17,16,1
40,368,18,1,1
41,368,18,8,1
0,369,0,1,1
1,369,1,0,1
2,369,1,2,1
3,369,2,1,1
4,369,2,3,2
5,369,2,25,1
6,369,3,2,2
7,369,3,4,1
8,369,4,3,1
9,369,4,5,1
10,369,4,24,1
11,369,5,4,1
12,369,5,6,1
13,369,6,5,1
14,369,6,7,1
15,369,7,6,1
16,369,7,8,1
17,369,8,7,1
18,369,8,9,1
19,369,8,24,1
20,369,9,8,1
21,369,9,10,1
22,369,10,9,1
23,369,10,11,2
24,369,10,12,1
25,369,11,10,2
26,369,12,10,1
27,369,12,13,2
28,369,12,23,1
29,369,13,12,2
30,369,13,14,1
31,369,14,13,1
32,369,14,15,2
33,369,15,14,2
34,369,15,16,1
35,369,15,22,1
36,369,16,15,1
37,369,16,17,1
38,369,16,21,1
39,369,17,16,1
40,369,17,18,2
41,369,18,17,2
42,369,18,19,1
43,369,18,20,1
44,369,19,18,1
45,369,20,18,1
46,369,20,21,2
47,369,21,16,1
48,369,21,20,2
49,369,22,15,1
50,369,22,23,2
51,369,23,12,1
52,369,23,22,2
53,369,24,4,1
54,369,24,8,1
55,369,24,25,2
56,369,25,2,1
57,369,25,24,2
0,370,0,1,1
1,370,1,0,1
2,370,1,2,2
3,370,1,23,1
4,370,2,1,2
5,370,2,3,1
6,370,3,2,1
7,370,3,4,2
8,370,4,3,2
9,370,4,5,1
10,370,4,22,1
11,370,5,4,1
12,370,5,6,1
13,370,6,5,1
14,370,6,7,2
15,370,6,8,1
16,370,7,6,2
17,370,8,6,1
18,370,8,9,1
19,370,9,8,1
20,370,9,10,1
21,370,10,9,1
22,370,10,11,2
23,370,10,21,1
24,370,11,10,2
25,370,11,12,1
26,370,12,11,1
27,370,12,13,2
28,370,13,12,2
29,370,13,14,1
30,370,14,13,1
31,370,14,15,1
32,370,14,21,2
33,370,15,14,1
34,370,15,16,1
35,370,16,15,1
36,370,16,17,1
37,370,16,20,1
38,370,17,16,1
39,370,17,18,2
40,370,18,17,2
41,370,18,19,1
42,370,19,18,1
43,370,19,20,2
44,370,20,16,1
45,370,20,19,2
46,370,21,10,1
47,370,21,14,2
48,370,22,4,1
49,370,22,23,2
50,370,23,1,1
51,370,23,22,2
52,370,23,24,1
53,370,24,23,1
54,370,24,25,1
55,370,24,26,2
56,370,25,24,1
57,370,26,24,2
0,371,0,1,1
1,371,1,0,1
2,371,1,2,2
3,371,1,25,1
4,371,2,1,2
5,371,2,3,1
6,371,3,2,1
7,371,3,4,2
8,371,3,23,1
9,371,4,3,2
10,371,4,5,1
11,371,5,4,1
12,371,5,6,2
13,371,6,5,2
14,371,6,7,1
15,371,6,22,1
16,371,7,6,1
17,371,7,8,2
18,371,7,9,1
19,371,8,7,2
20,371,9,7,1
21,371,9,10,1
22,371,10,9,1
23,371,10,11,2
24,371,10,21,1
25,371,11,10,2
26,371,11,12,1
27,371,12,11,1
28,371,12,13,2
29,371,13,12,2
30,371,13,14,1
31,371,13,20,1
32,371,14,13,1
33,371,14,15,1
34,371,15,14,1
35,371,15,16,2
36,371,15,17,1
37,371,16,15,2
38,371,17,15,1
39,371,17,18,1
40,371,17,19,1
41,371,18,17,1
42,371,18,19,1
43,371,19,17,1
44,371,19,18,1
45,371,20,13,1
46,371,20,21,2
47,371,21,10,1
48,371,21,20,2
49,371,22,6,1
50,371,22,23,2
51,371,23,3,1
52,371,23,22,2
53,371,23,24,1
54,371,24,23,1
55,371,24,25,2
56,371,25,1,1
57,371,25,24,2
58,371,25,26,1
59,371,26,25,1
0,372,0,1,1
1,372,1,0,1
2,372,1,2,2
3,372,1,3,1
4,372,2,1,2
5,372,3,1,1
6,372,3,4,1
7,372,4,3,1
8,372,4,5,1
9,372,4,21,1
10,372,5,4,1
