tree_edge_id,graph_id,start_clique,end_clique
0,300,0,2
1,300,0,3
2,300,1,3
3,300,1,4
4,300,1,7
5,300,2,0
6,300,3,0
7,300,3,1
8,300,4,1
9,300,4,8
10,300,5,8
11,300,6,8
12,300,7,1
13,300,8,4
14,300,8,5
15,300,8,6
0,301,0,5
1,301,0,6
2,301,0,7
3,301,0,8
4,301,1,6
5,301,2,8
6,301,2,9
7,301,3,4
8,301,3,12
9,301,4,3
10,301,5,0
11,301,6,0
12,301,6,1
13,301,7,0
14,301,8,0
15,301,8,2
16,301,9,2
17,301,9,13
18,301,10,13
19,301,11,12
20,301,11,13
21,301,12,3
22,301,12,11
23,301,13,9
24,301,13,10
25,301,13,11
0,302,0,4
1,302,0,5
2,302,1,8
3,302,1,9
4,302,2,12
5,302,2,13
6,302,3,4
7,302,4,0
8,302,4,3
9,302,5,0
10,302,5,6
11,302,6,5
12,302,6,17
13,302,7,17
14,302,8,1
15,302,8,17
16,302,9,1
17,302,9,18
18,302,10,18
19,302,11,18
20,302,12,2
21,302,12,18
22,302,13,2
23,302,13,14
24,302,14,13
25,302,14,19
26,302,15,19
27,302,16,19
28,302,17,6
29,302,17,7
30,302,17,8
31,302,18,9
32,302,18,10
33,302,18,11
34,302,18,12
35,302,19,14
36,302,19,15
37,302,19,16
0,303,0,7
1,303,0,8
2,303,1,11
3,303,1,12
4,303,2,13
5,303,3,13
6,303,4,13
7,303,4,14
8,303,5,14
9,303,6,7
10,303,6,14
11,303,7,0
12,303,7,6
13,303,8,0
14,303,8,15
15,303,9,15
16,303,10,11
17,303,10,15
18,303,11,1
19,303,11,10
20,303,12,1
21,303,13,2
22,303,13,3
23,303,13,4
24,303,14,4
25,303,14,5
26,303,14,6
27,303,15,8
28,303,15,9
29,303,15,10
0,304,0,1
1,304,0,10
2,304,1,0
3,304,2,3
4,304,2,6
5,304,3,2
6,304,3,11
7,304,4,12
8,304,5,7
9,304,5,12
10,304,6,2
11,304,6,12
12,304,7,5
13,304,7,8
14,304,8,7
15,304,8,13
16,304,9,13
17,304,10,0
18,304,10,13
19,304,11,3
20,304,12,4
21,304,12,5
22,304,12,6
23,304,13,8
24,304,13,9
25,304,13,10
0,305,0,6
1,305,0,7
2,305,1,2
3,305,1,10
4,305,2,1
5,305,3,11
6,305,4,6
7,305,4,11
8,305,5,11
9,305,5,12
10,305,6,0
11,305,6,4
12,305,7,0
13,305,8,12
14,305,9,10
15,305,9,12
16,305,10,1
17,305,10,9
18,305,11,3
19,305,11,4
20,305,11,5
21,305,12,5
22,305,12,8
23,305,12,9
0,306,0,3
1,306,0,5
2,306,1,4
3,306,2,6
4,306,3,0
5,306,3,6
6,306,4,1
7,306,4,6
8,306,5,0
9,306,6,2
10,306,6,3
11,306,6,4
0,307,0,4
1,307,0,5
2,307,1,2
3,307,2,1
4,307,2,12
5,307,3,12
6,307,4,0
7,307,4,12
8,307,5,0
9,307,5,13
10,307,6,13
11,307,6,14
12,307,7,13
13,307,7,15
14,307,8,14
15,307,9,14
16,307,10,15
17,307,11,15
18,307,12,2
19,307,12,3
20,307,12,4
21,307,13,5
22,307,13,6
23,307,13,7
24,307,14,6
25,307,14,8
26,307,14,9
27,307,15,7
28,307,15,10
29,307,15,11
0,308,0,6
1,308,0,7
2,308,1,11
3,308,1,12
4,308,2,12
5,308,3,13
6,308,4,6
7,308,4,13
8,308,5,8
9,308,5,13
10,308,6,0
11,308,6,4
12,308,7,0
13,308,8,5
14,308,8,9
15,308,9,8
16,308,9,14
17,308,10,14
18,308,11,1
19,308,11,14
20,308,12,1
21,308,12,2
22,308,13,3
23,308,13,4
24,308,13,5
25,308,14,9
26,308,14,10
27,308,14,11
0,309,0,11
1,309,0,12
2,309,1,7
3,309,2,18
4,309,3,18
5,309,4,5
6,309,4,18
7,309,5,4
8,309,5,19
9,309,6,19
10,309,6,20
11,309,7,1
12,309,7,19
13,309,8,20
14,309,9,10
15,309,9,20
16,309,10,9
17,309,10,11
18,309,11,0
19,309,11,10
20,309,12,0
21,309,12,21
22,309,13,21
23,309,14,21
24,309,15,21
25,309,15,22
26,309,16,22
27,309,17,22
28,309,18,2
29,309,18,3
30,309,18,4
31,309,19,5
32,309,19,6
33,309,19,7
34,309,20,6
35,309,20,8
36,309,20,9
37,309,21,12
38,309,21,13
39,309,21,14
40,309,21,15
41,309,22,15
42,309,22,16
43,309,22,17
0,310,0,2
1,310,0,5
2,310,0,6
3,310,0,7
4,310,0,9
5,310,1,9
6,310,2,0
7,310,2,10
8,310,3,11
9,310,4,11
10,310,5,0
11,310,5,11
12,310,6,0
13,310,7,0
14,310,7,8
