tree_edge_id,graph_id,start_clique,end_clique
0,220,0,5
1,220,0,6
2,220,1,2
3,220,1,6
4,220,2,1
5,220,2,7
6,220,3,8
7,220,4,8
8,220,5,0
9,220,5,8
10,220,6,0
11,220,6,1
12,220,7,2
13,220,8,3
14,220,8,4
15,220,8,5
0,221,0,1
1,221,0,6
2,221,1,0
3,221,1,7
4,221,2,3
5,221,3,2
6,221,3,4
7,221,4,3
8,221,4,5
9,221,5,4
10,221,5,6
11,221,6,0
12,221,6,5
13,221,7,1
0,222,0,6
1,222,0,7
2,222,0,8
3,222,0,9
4,222,0,13
5,222,1,2
6,222,2,1
7,222,2,11
8,222,2,12
9,222,3,13
10,222,3,14
11,222,4,15
12,222,5,15
13,222,6,0
14,222,6,15
15,222,7,0
16,222,8,0
17,222,9,0
18,222,9,10
19,222,10,9
20,222,10,11
21,222,11,2
22,222,11,10
23,222,12,2
24,222,13,0
25,222,13,3
26,222,14,3
27,222,15,4
28,222,15,5
29,222,15,6
0,223,0,4
1,223,0,5
2,223,1,5
3,223,1,6
4,223,1,12
5,223,2,3
6,223,2,7
7,223,3,2
8,223,3,8
9,223,4,0
10,223,5,0
11,223,5,1
12,223,6,1
13,223,6,7
14,223,7,2
15,223,7,6
16,223,8,3
17,223,8,13
18,223,9,13
19,223,10,13
20,223,11,13
21,223,12,1
22,223,13,8
23,223,13,9
24,223,13,10
25,223,13,11
0,224,0,1
1,224,0,8
2,224,1,0
3,224,2,6
4,224,2,9
5,224,3,4
6,224,4,3
7,224,4,11
8,224,5,11
9,224,5,12
10,224,6,2
11,224,6,11
12,224,7,12
13,224,8,0
14,224,8,12
15,224,9,2
16,224,9,10
17,224,10,9
18,224,11,4
19,224,11,5
20,224,11,6
21,224,12,5
22,224,12,7
23,224,12,8
0,225,0,3
1,225,0,4
2,225,0,8
3,225,0,9
4,225,1,5
5,225,1,6
6,225,1,7
7,225,2,10
8,225,3,0
9,225,4,0
10,225,4,5
11,225,5,1
12,225,5,4
13,225,6,1
14,225,7,1
15,225,8,0
16,225,9,0
17,225,9,10
18,225,10,2
19,225,10,9
0,226,0,11
1,226,1,2
2,226,2,1
3,226,2,3
4,226,3,2
5,226,3,14
6,226,4,14
7,226,5,6
8,226,5,14
9,226,6,5
10,226,6,15
11,226,7,15
12,226,8,9
13,226,8,15
14,226,9,8
15,226,9,16
16,226,10,16
17,226,10,17
18,226,11,0
19,226,11,16
20,226,12,17
21,226,13,17
22,226,14,3
23,226,14,4
24,226,14,5
25,226,15,6
26,226,15,7
27,226,15,8
28,226,16,9
29,226,16,10
30,226,16,11
31,226,17,10
32,226,17,12
33,226,17,13
0,227,0,5
1,227,0,6
2,227,1,7
3,227,1,9
4,227,2,9
5,227,3,8
6,227,3,10
7,227,4,10
8,227,5,0
9,227,6,0
10,227,6,11
11,227,7,1
12,227,7,11
13,227,8,3
14,227,8,11
15,227,9,1
16,227,9,2
17,227,10,3
18,227,10,4
19,227,11,6
20,227,11,7
21,227,11,8
0,228,0,4
1,228,0,6
2,228,1,5
3,228,1,10
4,228,2,3
5,228,3,2
6,228,3,9
7,228,4,0
8,228,4,9
9,228,5,1
10,228,5,9
11,228,6,0
12,228,7,10
13,228,8,10
14,228,9,3
15,228,9,4
16,228,9,5
17,228,10,1
18,228,10,7
19,228,10,8
0,229,0,7
1,229,0,8
2,229,1,8
3,229,1,9
4,229,1,14
5,229,2,13
6,229,3,4
7,229,4,3
8,229,4,5
9,229,5,4
10,229,5,15
11,229,6,15
12,229,7,0
13,229,7,15
14,229,8,0
15,229,8,1
16,229,9,1
17,229,9,10
18,229,10,9
19,229,10,11
20,229,11,10
21,229,11,16
22,229,12,16
23,229,13,2
24,229,13,16
25,229,14,1
26,229,15,5
27,229,15,6
28,229,15,7
29,229,16,11
30,229,16,12
31,229,16,13
0,230,0,5
1,230,0,9
2,230,1,6
3,230,1,7
4,230,1,8
5,230,2,11
6,230,3,12
7,230,4,6
8,230,4,12
9,230,5,0
10,230,5,12
11,230,6,1
12,230,6,4
13,230,7,1
14,230,8,1
15,230,9,0
16,230,9,13
17,230,10,13
18,230,11,2
19,230,11,13
20,230,12,3
21,230,12,4
22,230,12,5
23,230,13,9
24,230,13,10
25,230,13,11
0,231,0,2
1,231,0,3
2,231,0,13
3,231,1,10
4,231,1,11
5,231,1,12
6,231,2,0
7,231,3,0
8,231,3,4
9,231,4,3
10,231,4,14
11,231,5,14
12,231,6,14
13,231,6,15
14,231,7,15
15,231,8,9
16,231,8,15
17,231,9,8
18,231,9,10
19,231,10,1
20,231,10,9
21,231,11,1
22,231,12,1
23,231,13,0
24,231,14,4
25,231,14,5
26,231,14,6
27,231,15,6
28,231,15,7
29,231,15,8
0,232,0,10
1,232,0,11
