bond_id,graph_id,start_atom,end_atom,bond_features
0,120,0,1,1
1,120,1,0,1
2,120,1,2,1
3,120,1,3,1
4,120,2,1,1
5,120,3,1,1
6,120,3,4,2
7,120,3,7,1
8,120,4,3,2
9,120,4,5,1
10,120,5,4,1
11,120,5,6,2
12,120,6,5,2
13,120,6,7,1
14,120,7,3,1
15,120,7,6,1
16,120,7,8,1
17,120,8,7,1
18,120,8,9,1
19,120,9,8,1
20,120,9,10,1
21,120,10,9,1
22,120,10,11,1
23,120,11,10,1
24,120,11,12,1
25,120,12,11,1
26,120,12,13,2
27,120,12,14,1
28,120,13,12,2
29,120,14,12,1
30,120,14,15,2
31,120,14,24,1
32,120,15,14,2
33,120,15,16,1
34,120,16,15,1
35,120,16,17,2
36,120,17,16,2
37,120,17,18,1
38,120,17,23,1
39,120,18,17,1
40,120,18,19,1
41,120,18,22,1
42,120,19,18,1
43,120,19,20,1
44,120,20,19,1
45,120,20,21,1
46,120,21,20,1
47,120,21,22,1
48,120,22,18,1
49,120,22,21,1
50,120,23,17,1
51,120,23,24,2
52,120,24,14,1
53,120,24,23,2
0,121,0,1,1
1,121,1,0,1
2,121,1,2,1
3,121,2,1,1
4,121,2,3,1
5,121,2,4,1
6,121,3,2,2
7,121,4,2,1
8,121,4,5,2
9,121,4,16,1
10,121,5,4,1
11,121,5,6,2
12,121,5,9,2
13,121,6,5,1
14,121,6,7,1
15,121,6,8,1
16,121,7,6,1
17,121,8,6,1
18,121,9,5,1
19,121,9,10,1
20,121,10,9,1
21,121,10,11,1
22,121,11,10,1
23,121,11,12,1
24,121,11,16,1
25,121,12,11,1
26,121,12,13,2
27,121,13,12,1
28,121,13,14,2
29,121,14,13,1
30,121,14,15,2
31,121,15,14,1
32,121,15,16,2
33,121,16,4,1
34,121,16,11,1
35,121,16,15,2
0,122,0,1,1
1,122,1,0,1
2,122,1,2,1
3,122,2,1,1
4,122,2,3,1
5,122,2,31,1
6,122,3,2,2
7,122,3,4,1
8,122,4,3,2
9,122,4,5,1
10,122,5,4,1
11,122,5,6,2
12,122,5,30,2
13,122,6,5,1
14,122,6,7,1
15,122,7,6,1
16,122,7,8,1
17,122,8,7,1
18,122,8,9,1
19,122,8,30,1
20,122,9,8,1
21,122,9,10,1
22,122,9,13,1
23,122,10,9,1
24,122,10,11,1
25,122,10,12,1
26,122,11,10,2
27,122,12,10,1
28,122,13,9,2
29,122,13,14,1
30,122,13,29,2
31,122,14,13,1
32,122,14,15,2
33,122,15,14,1
34,122,15,16,1
35,122,16,15,2
36,122,16,17,2
37,122,16,28,1
38,122,17,16,1
39,122,17,18,1
40,122,18,17,1
41,122,18,19,1
42,122,18,27,1
43,122,19,18,1
44,122,19,20,1
45,122,20,19,1
46,122,20,21,1
47,122,21,20,1
48,122,21,22,1
49,122,22,21,1
50,122,22,23,1
51,122,22,27,2
52,122,23,22,1
53,122,23,24,2
54,122,24,23,1
55,122,24,25,1
56,122,25,24,1
57,122,25,26,1
58,122,26,25,1
59,122,26,27,1
60,122,27,18,1
61,122,27,22,1
62,122,27,26,1
63,122,28,16,1
64,122,28,29,1
65,122,29,13,1
66,122,29,28,1
67,122,30,5,1
68,122,30,8,2
69,122,30,31,1
70,122,31,2,2
71,122,31,30,1
0,123,0,1,1
1,123,1,0,1
2,123,1,2,1
3,123,1,10,1
4,123,2,1,1
5,123,2,3,1
6,123,3,2,2
7,123,3,4,1
8,123,3,8,2
9,123,4,3,1
10,123,4,5,1
11,123,5,4,2
12,123,5,6,2
13,123,6,5,1
14,123,6,7,1
15,123,7,6,1
16,123,7,8,1
17,123,8,3,1
18,123,8,7,1
19,123,8,9,1
20,123,9,8,1
21,123,9,10,1
22,123,10,1,1
23,123,10,9,1
24,123,10,11,1
25,123,11,10,1
26,123,11,12,2
27,123,11,13,1
28,123,12,11,2
29,123,13,11,1
30,123,13,14,2
31,123,14,13,1
32,123,14,15,2
33,123,15,14,1
34,123,15,16,1
35,123,15,17,2
36,123,16,15,2
37,123,17,15,1
38,123,17,18,1
39,123,17,19,1
40,123,18,17,1
41,123,19,17,1
0,124,0,1,1
1,124,1,0,1
2,124,1,2,1
3,124,1,16,1
4,124,2,1,1
5,124,2,3,1
6,124,3,2,2
7,124,3,4,1
8,124,3,9,2
9,124,4,3,1
10,124,4,5,1
11,124,5,4,2
12,124,5,6,2
13,124,5,7,1
14,124,5,8,1
15,124,6,5,1
16,124,7,5,1
17,124,8,5,1
18,124,9,3,1
19,124,9,10,1
20,124,9,15,1
21,124,10,9,1
22,124,10,11,1
23,124,11,10,1
24,124,11,12,1
25,124,12,11,1
26,124,12,13,2
27,124,12,14,1
28,124,13,12,2
29,124,14,12,1
30,124,14,15,2
31,124,15,9,1
32,124,15,14,2
33,124,16,1,1
34,124,16,17,1
35,124,16,21,2
36,124,17,16,2
37,124,17,18,1
38,124,18,17,1
39,124,18,19,1
40,124,19,18,1
41,124,19,20,1
42,124,20,19,1
43,124,20,21,1
44,124,21,16,1
45,124,21,20,1
0,125,0,1,1
1,125,1,0,1
2,125,1,2,1
3,125,1,17,1
4,125,2,1,1
5,125,2,3,1
6,125,3,2,2
7,125,3,4,1
8,125,4,3,2
9,125,4,5,1
10,125,4,16,1
11,125,5,4,2
12,125,5,6,2
13,125,6,5,1
14,125,6,7,1
15,125,7,6,1
16,125,7,8,1
17,125,8,7,1
18,125,8,9,1
19,125,8,13,1
20,125,9,8,1
21,125,9,10,1
22,125,10,9,1
23,125,10,11,1
24,125,11,10,1
25,125,11,12,1
26,125,12,11,2
27,125,12,13,1
28,125,13,8,2
29,125,13,12,1
30,125,13,14,2
31,125,14,13,1
32,125,14,15,2
33,125,15,14,1
34,125,16,4,1
35,125,16,17,2
36,125,17,1,2
37,125,17,16,1
0,126,0,1,1
1,126,1,0,1
2,126,1,2,1
3,126,2,1,1
4,126,2,3,1
5,126,2,18,1
6,126,3,2,2
7,126,3,4,1
8,126,4,3,2
9,126,4,5,1
10,126,5,4,1
11,126,5,6,2
12,126,5,17,2
13,126,6,5,1
14,126,6,7,1
15,126,7,6,1
16,126,7,8,1
17,126,8,7,1
18,126,8,9,1
19,126,9,8,1
20,126,9,10,1
21,126,9,15,1
22,126,10,9,1
23,126,10,11,1
24,126,11,10,1
25,126,11,12,1
26,126,12,11,2
27,126,12,13,1
28,126,13,12,2
29,126,13,14,1
30,126,13,15,2
31,126,14,13,1
32,126,15,9,2
33,126,15,13,1
34,126,15,16,1
35,126,16,15,2
36,126,17,5,2
37,126,17,18,1
