tree_edge_id,graph_id,start_clique,end_clique
0,280,0,7
1,280,1,6
2,280,1,8
3,280,2,8
4,280,2,9
5,280,3,11
6,280,4,12
7,280,5,7
8,280,5,12
9,280,6,1
10,280,6,12
11,280,7,0
12,280,7,5
13,280,8,1
14,280,8,2
15,280,9,2
16,280,9,13
17,280,10,13
18,280,11,3
19,280,11,13
20,280,12,4
21,280,12,5
22,280,12,6
23,280,13,9
24,280,13,10
25,280,13,11
0,281,0,3
1,281,0,4
2,281,0,10
3,281,1,9
4,281,2,3
5,281,3,0
6,281,3,2
7,281,4,0
8,281,4,14
9,281,5,14
10,281,6,7
11,281,6,14
12,281,7,6
13,281,7,15
14,281,8,15
15,281,9,1
16,281,9,15
17,281,10,0
18,281,10,11
19,281,11,10
20,281,11,16
21,281,12,16
22,281,13,16
23,281,14,4
24,281,14,5
25,281,14,6
26,281,15,7
27,281,15,8
28,281,15,9
29,281,16,11
30,281,16,12
31,281,16,13
0,282,0,5
1,282,0,6
2,282,0,7
3,282,1,2
4,282,1,10
5,282,2,1
6,282,3,4
7,282,4,3
8,282,4,5
9,282,5,0
10,282,5,4
11,282,6,0
12,282,7,0
13,282,7,11
14,282,8,11
15,282,9,10
16,282,9,11
17,282,10,1
18,282,10,9
19,282,11,7
20,282,11,8
21,282,11,9
0,283,0,1
1,283,0,11
2,283,1,0
3,283,2,3
4,283,2,6
5,283,3,2
6,283,4,12
7,283,5,7
8,283,5,12
9,283,6,2
10,283,6,12
11,283,7,5
12,283,7,13
13,283,8,13
14,283,9,10
15,283,9,13
16,283,10,9
17,283,10,11
18,283,11,0
19,283,11,10
20,283,12,4
21,283,12,5
22,283,12,6
23,283,13,7
24,283,13,8
25,283,13,9
0,284,0,1
1,284,0,7
2,284,0,8
3,284,0,9
4,284,1,0
5,284,2,11
6,284,3,12
7,284,3,13
8,284,4,14
9,284,5,7
10,284,5,14
11,284,6,12
12,284,6,14
13,284,7,0
14,284,7,5
15,284,8,0
16,284,9,0
17,284,9,15
18,284,10,15
19,284,11,2
20,284,11,15
21,284,12,3
22,284,12,6
23,284,13,3
24,284,14,4
25,284,14,5
26,284,14,6
27,284,15,9
28,284,15,10
29,284,15,11
0,285,0,1
1,285,0,4
2,285,1,0
3,285,1,5
4,285,1,6
5,285,2,6
6,285,2,7
7,285,3,4
8,285,4,0
9,285,4,3
10,285,5,1
11,285,6,1
12,285,6,2
13,285,7,2
0,286,0,3
1,286,0,4
2,286,1,10
3,286,2,3
4,286,3,0
5,286,3,2
6,286,4,0
7,286,4,11
8,286,5,11
9,286,6,7
10,286,6,11
11,286,7,6
12,286,7,8
13,286,8,7
14,286,8,9
15,286,9,8
16,286,9,10
17,286,10,1
18,286,10,9
19,286,11,4
20,286,11,5
21,286,11,6
0,287,0,6
1,287,0,7
2,287,1,2
3,287,1,9
4,287,2,1
5,287,3,10
6,287,4,10
7,287,5,10
8,287,6,0
9,287,6,10
10,287,7,0
11,287,7,11
12,287,8,11
13,287,9,1
14,287,9,11
15,287,10,3
16,287,10,4
17,287,10,5
18,287,10,6
19,287,11,7
20,287,11,8
21,287,11,9
0,288,0,2
1,288,0,3
2,288,1,6
3,288,1,7
4,288,2,0
5,288,3,0
6,288,3,4
7,288,4,3
8,288,4,5
9,288,5,4
10,288,5,6
11,288,6,1
12,288,6,5
13,288,7,1
14,288,7,10
15,288,8,10
16,288,9,10
17,288,10,7
18,288,10,8
19,288,10,9
0,289,0,1
1,289,0,7
2,289,0,8
3,289,1,0
4,289,1,9
5,289,2,3
6,289,2,12
7,289,3,2
8,289,4,13
9,289,5,7
10,289,5,13
11,289,6,10
12,289,6,13
13,289,7,0
14,289,7,5
15,289,8,0
16,289,9,1
17,289,10,6
18,289,10,11
19,289,11,10
20,289,11,12
21,289,12,2
22,289,12,11
23,289,13,4
24,289,13,5
25,289,13,6
0,290,0,3
1,290,0,4
2,290,0,5
3,290,1,2
4,290,1,6
5,290,2,1
6,290,3,0
7,290,4,0
8,290,5,0
9,290,5,6
10,290,6,1
11,290,6,5
0,291,0,6
1,291,0,7
2,291,0,8
3,291,1,2
4,291,2,1
5,291,2,3
6,291,3,2
7,291,3,4
8,291,4,3
9,291,4,5
10,291,5,4
11,291,5,6
12,291,6,0
13,291,6,5
14,291,7,0
15,291,8,0
0,292,0,6
1,292,0,7
2,292,1,14
3,292,2,3
4,292,3,2
5,292,3,15
6,292,4,15
7,292,5,6
8,292,5,15
9,292,6,0
10,292,6,5
11,292,7,0
12,292,7,16
13,292,8,16
14,292,9,16
15,292,9,17
16,292,10,17
17,292,11,12
18,292,11,17
19,292,12,11
20,292,12,13
21,292,13,12
22,292,13,14
23,292,14,1
24,292,14,13
25,292,15,3
26,292,15,4
27,292,15,5
28,292,16,7
29,292,16,8
30,292,16,9
31,292,17,9
32,292,17,10
33,292,17,11
0,293,0,6
1,293,0,7
2,293,0,14
3,293,1,12
4,293,1,13
5,293,2,3
6,293,2,14
7,293,3,2
8,293,4,5
9,293,5,4
10,293,5,6
11,293,6,0
12,293,6,5
13,293,7,0
14,293,7,8
15,293,8,7
16,293,8,9
17,293,9,8
18,293,9,15
19,293,10,15
20,293,11,12
21,293,11,15
22,293,12,1
23,293,12,11
24,293,13,1
25,293,14,0
26,293,14,2
27,293,15,9
28,293,15,10
29,293,15,11
0,294,0,2
1,294,0,3
2,294,0,10
3,294,1,9
4,294,2,0
5,294,3,0
6,294,3,4
7,294,4,3
8,294,4,5
9,294,5,4
10,294,5,6
11,294,6,5
12,294,6,7
13,294,7,6
14,294,7,8
15,294,8,7
16,294,8,9
17,294,9,1
18,294,9,8
19,294,10,0
0,295,0,11
1,295,0,12
2,295,1,2
3,295,2,1
4,295,2,16
5,295,3,16
6,295,4,16
7,295,4,17
8,295,5,17
9,295,6,7
10,295,6,17
11,295,7,6
12,295,7,8
13,295,8,7
14,295,8,18
15,295,9,18
16,295,10,11
17,295,10,18
18,295,11,0
19,295,11,10
20,295,12,0
21,295,12,13
22,295,13,12
23,295,13,19
24,295,14,19
25,295,15,19
26,295,16,2
27,295,16,3
28,295,16,4
29,295,17,4
30,295,17,5
31,295,17,6
32,295,18,8
33,295,18,9
34,295,18,10
35,295,19,13
36,295,19,14
37,295,19,15
0,296,0,7
1,296,0,8
2,296,1,2
3,296,2,1
4,296,2,3
5,296,3,2
6,296,3,4
7,296,4,3
8,296,4,5
9,296,5,4
10,296,5,10
11,296,6,10
12,296,7,0
13,296,7,10
14,296,8,0
15,296,8,9
16,296,9,8
17,296,10,5
18,296,10,6
19,296,10,7
0,297,0,3
1,297,0,4
2,297,0,5
3,297,1,5
4,297,1,6
5,297,2,7
6,297,3,0
7,297,4,0
8,297,5,0
9,297,5,1
10,297,6,1
11,297,6,7
12,297,7,2
13,297,7,6
0,298,0,3
1,298,0,6
2,298,0,7
3,298,1,3
4,298,2,10
5,298,2,11
6,298,2,12
7,298,2,14
8,298,3,0
9,298,3,1
10,298,3,10
11,298,4,5
12,298,5,4
13,298,5,6
14,298,6,0
15,298,6,5
16,298,7,0
17,298,7,8
18,298,8,7
19,298,8,9
20,298,9,8
21,298,10,2
22,298,10,3
23,298,11,2
24,298,12,2
25,298,12,13
26,298,13,12
27,298,14,2
0,299,0,11
1,299,0,12
2,299,1,12
3,299,1,13
4,299,2,3
5,299,3,2
6,299,3,17
7,299,4,17
8,299,5,6
9,299,5,17
10,299,6,5
11,299,6,7
12,299,7,6
13,299,7,8
14,299,8,7
15,299,8,9
16,299,9,8
17,299,9,18
18,299,10,18
19,299,11,0
20,299,11,18
21,299,12,0
22,299,12,1
23,299,13,1
24,299,13,19
25,299,14,19
26,299,15,19
27,299,16,19
28,299,17,3
29,299,17,4
30,299,17,5
31,299,18,9
32,299,18,10
33,299,18,11
34,299,19,13
35,299,19,14
36,299,19,15
37,299,19,16
