atom_id,graph_id,atom_features
0,100,0
1,100,0
2,100,4
3,100,10
4,100,0
5,100,1
6,100,2
7,100,0
8,100,0
9,100,0
10,100,0
11,100,2
12,100,0
13,100,0
14,100,0
15,100,0
16,100,0
17,100,0
18,100,0
19,100,0
20,100,0
21,100,2
22,100,2
23,100,0
24,100,0
0,101,0
1,101,0
2,101,0
3,101,0
4,101,0
5,101,0
6,101,8
7,101,0
8,101,4
9,101,0
10,101,0
11,101,1
12,101,2
13,101,0
14,101,0
15,101,0
16,101,0
17,101,0
18,101,0
19,101,1
20,101,0
21,101,0
22,101,1
23,101,0
24,101,0
25,101,1
0,102,2
1,102,0
2,102,4
3,102,0
4,102,1
5,102,0
6,102,1
7,102,0
8,102,0
9,102,0
10,102,0
11,102,0
12,102,9
13,102,0
14,102,0
15,102,0
16,102,0
17,102,0
18,102,0
19,102,5
0,103,0
1,103,1
2,103,0
3,103,0
4,103,0
5,103,0
6,103,0
7,103,5
8,103,1
9,103,4
10,103,0
11,103,0
12,103,1
13,103,2
14,103,0
15,103,0
16,103,0
17,103,0
18,103,0
19,103,0
20,103,0
21,103,1
22,103,0
23,103,0
24,103,0
0,104,1
1,104,0
2,104,0
3,104,0
4,104,0
5,104,3
6,104,3
7,104,3
8,104,2
9,104,0
10,104,0
11,104,0
12,104,4
13,104,0
14,104,8
15,104,0
16,104,0
17,104,2
18,104,0
19,104,0
20,104,0
21,104,0
22,104,0
23,104,0
24,104,2
25,104,0
0,105,0
1,105,0
2,105,0
3,105,4
4,105,2
5,105,0
6,105,1
7,105,4
8,105,0
9,105,0
10,105,0
11,105,1
12,105,0
13,105,1
14,105,7
0,106,0
1,106,1
2,106,0
3,106,0
4,106,0
5,106,0
6,106,5
7,106,1
8,106,1
9,106,2
10,106,4
11,106,0
12,106,0
13,106,0
14,106,4
15,106,0
16,106,0
17,106,0
18,106,0
19,106,2
0,107,0
1,107,0
2,107,4
3,107,0
4,107,2
5,107,0
6,107,1
7,107,0
8,107,2
9,107,0
10,107,1
11,107,0
12,107,0
13,107,0
14,107,0
15,107,0
16,107,0
17,107,0
18,107,0
0,108,0
1,108,0
2,108,0
3,108,2
4,108,0
5,108,1
6,108,0
7,108,0
8,108,0
9,108,0
10,108,0
11,108,2
12,108,0
13,108,0
14,108,1
15,108,0
16,108,0
17,108,2
18,108,0
19,108,0
20,108,0
21,108,0
22,108,0
23,108,0
24,108,0
25,108,0
26,108,5
0,109,0
1,109,0
2,109,0
3,109,0
4,109,0
5,109,4
6,109,10
7,109,0
8,109,0
9,109,0
10,109,0
11,109,0
12,109,0
13,109,0
14,109,0
15,109,0
16,109,1
17,109,0
18,109,0
19,109,3
0,110,0
1,110,1
2,110,0
3,110,0
4,110,0
5,110,0
6,110,0
7,110,0
8,110,5
9,110,0
10,110,2
11,110,0
12,110,1
13,110,0
14,110,0
15,110,2
16,110,0
17,110,2
18,110,0
19,110,0
20,110,2
21,110,0
22,110,0
23,110,1
24,110,0
0,111,2
1,111,0
2,111,0
3,111,0
4,111,5
5,111,0
6,111,0
7,111,1
8,111,2
9,111,0
10,111,0
11,111,4
12,111,0
13,111,0
14,111,0
15,111,0
16,111,4
17,111,0
0,112,0
1,112,0
2,112,0
3,112,0
4,112,0
5,112,0
6,112,9
7,112,0
8,112,0
9,112,0
10,112,5
11,112,0
12,112,1
13,112,2
14,112,0
15,112,0
16,112,0
17,112,0
18,112,6
19,112,0
20,112,0
21,112,0
22,112,1
0,113,0
1,113,0
2,113,1
3,113,0
4,113,1
5,113,0
6,113,1
7,113,0
8,113,0
9,113,0
10,113,0
11,113,0
12,113,0
13,113,0
14,113,0
15,113,0
16,113,1
17,113,2
18,113,0
19,113,1
20,113,2
21,113,0
22,113,0
23,113,0
24,113,0
25,113,1
26,113,0
27,113,1
28,113,0
29,113,0
30,113,0
31,113,1
0,114,0
1,114,0
2,114,2
3,114,0
4,114,0
5,114,0
6,114,0
7,114,0
8,114,0
9,114,2
10,114,0
11,114,2
12,114,8
0,115,1
1,115,0
2,115,2
3,115,0
4,115,4
5,115,0
6,115,1
7,115,2
8,115,0
9,115,0
10,115,0
11,115,0
12,115,0
13,115,0
14,115,5
15,115,0
16,115,5
17,115,2
18,115,0
19,115,0
20,115,0
21,115,0
22,115,0
23,115,0
24,115,1
25,115,0
26,115,1
0,116,0
1,116,4
2,116,0
3,116,1
4,116,2
5,116,0
6,116,0
7,116,0
8,116,0
9,116,0
10,116,5
11,116,2
12,116,0
13,116,0
14,116,2
15,116,0
16,116,1
17,116,2
18,116,0
19,116,2
20,116,0
21,116,0
0,117,0
1,117,0
2,117,1
3,117,0
4,117,0
5,117,0
6,117,0
7,117,0
8,117,0
9,117,0
10,117,2
11,117,2
12,117,0
13,117,1
14,117,4
15,117,0
16,117,0
17,117,0
18,117,0
19,117,0
20,117,0
21,117,0
22,117,12
23,117,1
24,117,7
25,117,0
26,117,2
27,117,2
0,118,0
1,118,0
2,118,2
3,118,2
4,118,0
5,118,0
6,118,0
7,118,0
8,118,2
9,118,2
10,118,0
11,118,1
12,118,0
13,118,0
14,118,0
15,118,2
16,118,0
17,118,0
0,119,1
1,119,0
2,119,0
3,119,4
4,119,0
5,119,1
6,119,2
7,119,0
8,119,0
9,119,1
10,119,0
11,119,0
12,119,0
13,119,0
14,119,6
15,119,0
16,119,0
17,119,0
18,119,0
19,119,0
20,119,0
21,119,3
22,119,0
23,119,0
24,119,0
25,119,2
