atom_id,graph_id,atom_features
0,360,1
1,360,0
2,360,0
3,360,0
4,360,0
5,360,2
6,360,0
7,360,0
8,360,0
9,360,0
10,360,0
11,360,0
12,360,2
13,360,2
14,360,0
15,360,0
16,360,0
17,360,1
18,360,2
19,360,4
20,360,0
21,360,0
22,360,5
23,360,1
24,360,1
25,360,0
0,361,0
1,361,0
2,361,4
3,361,6
4,361,4
5,361,0
6,361,0
7,361,0
8,361,0
9,361,0
10,361,1
11,361,0
12,361,0
13,361,0
14,361,1
15,361,0
16,361,0
0,362,0
1,362,0
2,362,0
3,362,4
4,362,0
5,362,0
6,362,0
7,362,1
8,362,2
9,362,2
10,362,0
11,362,5
12,362,2
13,362,0
14,362,0
15,362,0
16,362,0
17,362,0
18,362,0
0,363,0
1,363,0
2,363,0
3,363,0
4,363,0
5,363,0
6,363,1
7,363,2
8,363,0
9,363,4
10,363,0
11,363,0
12,363,0
13,363,0
14,363,5
15,363,8
16,363,0
17,363,0
18,363,0
19,363,0
20,363,0
21,363,0
0,364,0
1,364,0
2,364,1
3,364,2
4,364,0
5,364,0
6,364,0
7,364,0
8,364,6
9,364,0
10,364,2
11,364,0
12,364,1
13,364,2
14,364,0
15,364,4
16,364,0
17,364,1
18,364,4
19,364,0
20,364,0
21,364,0
0,365,0
1,365,0
2,365,0
3,365,0
4,365,1
5,365,0
6,365,0
7,365,1
8,365,0
9,365,0
10,365,1
11,365,0
12,365,1
13,365,0
14,365,0
15,365,0
16,365,1
17,365,7
0,366,0
1,366,0
2,366,0
3,366,1
4,366,2
5,366,0
6,366,0
7,366,0
8,366,0
9,366,1
10,366,1
11,366,0
12,366,0
13,366,1
14,366,0
15,366,0
16,366,0
17,366,0
18,366,5
19,366,0
20,366,0
21,366,0
22,366,0
0,367,0
1,367,0
2,367,0
3,367,0
4,367,0
5,367,2
6,367,2
7,367,0
8,367,0
9,367,0
10,367,1
11,367,0
12,367,0
13,367,0
14,367,0
15,367,3
16,367,0
17,367,0
18,367,0
19,367,1
20,367,0
21,367,0
0,368,0
1,368,4
2,368,0
3,368,0
4,368,4
5,368,0
6,368,1
7,368,7
8,368,4
9,368,8
10,368,0
11,368,0
12,368,2
13,368,0
14,368,0
15,368,0
16,368,4
17,368,0
18,368,0
0,369,0
1,369,0
2,369,0
3,369,2
4,369,2
5,369,0
6,369,0
7,369,0
8,369,4
9,369,2
10,369,0
11,369,1
12,369,0
13,369,0
14,369,0
15,369,0
16,369,2
17,369,0
18,369,0
19,369,0
20,369,0
21,369,2
22,369,0
23,369,0
24,369,0
25,369,2
0,370,0
1,370,0
2,370,0
3,370,0
4,370,0
5,370,2
6,370,0
7,370,1
8,370,2
9,370,0
10,370,0
11,370,0
12,370,0
13,370,0
14,370,0
15,370,0
16,370,2
17,370,0
18,370,2
19,370,0
20,370,2
21,370,0
22,370,0
23,370,0
24,370,0
25,370,2
26,370,1
0,371,0
1,371,0
2,371,2
3,371,0
4,371,0
5,371,0
6,371,0
7,371,0
8,371,1
9,371,1
10,371,0
11,371,0
12,371,0
13,371,0
14,371,2
15,371,0
16,371,1
17,371,0
18,371,0
19,371,0
20,371,0
21,371,0
22,371,0
23,371,0
24,371,2
25,371,0
26,371,0
0,372,0
1,372,0
2,372,1
3,372,2
4,372,4
5,372,0
6,372,0
7,372,1
8,372,2
9,372,0
10,372,0
11,372,0
12,372,2
13,372,2
14,372,0
15,372,0
16,372,0
17,372,0
18,372,0
19,372,0
20,372,1
21,372,0
22,372,0
23,372,0
24,372,0
25,372,0
26,372,0
0,373,1
1,373,0
2,373,0
3,373,0
4,373,0
5,373,0
6,373,0
7,373,0
8,373,5
9,373,0
10,373,4
11,373,0
12,373,0
13,373,0
14,373,1
15,373,2
16,373,0
17,373,0
18,373,2
19,373,4
20,373,0
21,373,0
22,373,5
23,373,1
24,373,1
25,373,0
26,373,0
27,373,0
0,374,0
1,374,1
2,374,0
3,374,0
4,374,1
5,374,2
6,374,0
7,374,4
8,374,0
9,374,0
10,374,0
11,374,0
12,374,0
13,374,0
14,374,0
0,375,0
1,375,1
2,375,0
3,375,0
4,375,0
5,375,0
6,375,2
7,375,0
8,375,1
9,375,2
10,375,0
11,375,0
12,375,1
13,375,7
14,375,0
15,375,0
16,375,6
0,376,0
1,376,0
2,376,0
3,376,4
4,376,1
5,376,2
6,376,0
7,376,1
8,376,0
9,376,0
10,376,0
11,376,0
12,376,0
13,376,0
14,376,0
15,376,1
16,376,0
17,376,1
18,376,7
0,377,0
1,377,0
2,377,2
3,377,2
4,377,0
5,377,0
6,377,0
7,377,0
8,377,3
9,377,0
10,377,0
11,377,3
12,377,0
13,377,0
14,377,0
15,377,4
16,377,2
17,377,0
18,377,1
19,377,4
20,377,0
21,377,1
22,377,0
23,377,0
24,377,2
0,378,2
1,378,0
2,378,0
3,378,0
4,378,2
5,378,1
6,378,0
7,378,0
8,378,0
9,378,1
10,378,0
11,378,1
12,378,0
13,378,0
14,378,0
15,378,0
16,378,0
17,378,0
18,378,0
19,378,0
20,378,0
21,378,0
22,378,0
23,378,4
24,378,0
25,378,0
26,378,0
27,378,0
28,378,0
29,378,0
30,378,3
0,379,0
1,379,0
2,379,0
3,379,0
4,379,1
5,379,2
6,379,0
7,379,0
8,379,0
9,379,0
10,379,13
11,379,5
12,379,1
13,379,1
14,379,0
15,379,0
16,379,0
17,379,0
18,379,3
19,379,0
20,379,0
21,379,3
22,379,3
23,379,3
24,379,0
25,379,0
26,379,0
27,379,0
28,379,2
29,379,1
