tree_edge_id,graph_id,start_clique,end_clique
0,240,0,3
1,240,0,4
2,240,1,4
3,240,1,5
4,240,2,11
5,240,3,0
6,240,4,0
7,240,4,1
8,240,5,1
9,240,5,6
10,240,6,5
11,240,6,7
12,240,7,6
13,240,7,12
14,240,8,12
15,240,9,12
16,240,9,13
17,240,10,13
18,240,11,2
19,240,11,13
20,240,12,7
21,240,12,8
22,240,12,9
23,240,13,9
24,240,13,10
25,240,13,11
0,241,0,9
1,241,0,10
2,241,1,11
3,241,1,12
4,241,2,16
5,241,3,5
6,241,3,16
7,241,4,6
8,241,4,16
9,241,5,3
10,241,6,4
11,241,6,7
12,241,7,6
13,241,7,17
14,241,8,17
15,241,9,0
16,241,9,17
17,241,10,0
18,241,10,11
19,241,11,1
20,241,11,10
21,241,12,1
22,241,12,18
23,241,13,18
24,241,14,18
25,241,15,18
26,241,16,2
27,241,16,3
28,241,16,4
29,241,17,7
30,241,17,8
31,241,17,9
32,241,18,12
33,241,18,13
34,241,18,14
35,241,18,15
0,242,0,6
1,242,0,7
2,242,1,10
3,242,1,11
4,242,2,16
5,242,3,16
6,242,4,16
7,242,4,17
8,242,5,17
9,242,6,0
10,242,6,17
11,242,7,0
12,242,7,18
13,242,8,18
14,242,9,10
15,242,9,18
16,242,10,1
17,242,10,9
18,242,11,1
19,242,11,12
20,242,12,11
21,242,12,19
22,242,13,19
23,242,14,19
24,242,15,19
25,242,16,2
26,242,16,3
27,242,16,4
28,242,17,4
29,242,17,5
30,242,17,6
31,242,18,7
32,242,18,8
33,242,18,9
34,242,19,12
35,242,19,13
36,242,19,14
37,242,19,15
0,243,0,8
1,243,0,9
2,243,1,15
3,243,2,16
4,243,3,16
5,243,4,16
6,243,4,17
7,243,5,17
8,243,6,17
9,243,6,18
10,243,7,18
11,243,8,0
12,243,8,18
13,243,9,0
14,243,9,19
15,243,10,19
16,243,11,12
17,243,11,19
18,243,12,11
19,243,12,13
20,243,13,12
21,243,13,14
22,243,14,13
23,243,14,15
24,243,15,1
25,243,15,14
26,243,16,2
27,243,16,3
28,243,16,4
29,243,17,4
30,243,17,5
31,243,17,6
32,243,18,6
33,243,18,7
34,243,18,8
35,243,19,9
36,243,19,10
37,243,19,11
0,244,0,4
1,244,1,5
2,244,1,6
3,244,2,6
4,244,2,7
5,244,3,9
6,244,4,0
7,244,4,9
8,244,5,1
9,244,5,9
10,244,6,1
11,244,6,2
12,244,7,2
13,244,7,8
14,244,8,7
15,244,9,3
16,244,9,4
17,244,9,5
0,245,0,9
1,245,0,10
2,245,1,10
3,245,1,11
4,245,2,3
5,245,3,2
6,245,3,4
7,245,4,3
8,245,4,5
9,245,5,4
10,245,5,6
11,245,6,5
12,245,6,12
13,245,7,12
14,245,8,9
15,245,8,12
16,245,9,0
17,245,9,8
18,245,10,0
19,245,10,1
20,245,11,1
21,245,12,6
22,245,12,7
23,245,12,8
0,246,0,4
1,246,0,5
2,246,1,5
3,246,1,6
4,246,1,9
5,246,2,3
6,246,2,13
7,246,3,2
8,246,4,0
9,246,5,0
10,246,5,1
11,246,6,1
12,246,6,14
13,246,7,14
14,246,8,14
15,246,9,1
16,246,9,15
17,246,10,15
18,246,11,12
19,246,11,15
20,246,12,11
21,246,12,13
22,246,13,2
23,246,13,12
24,246,14,6
25,246,14,7
26,246,14,8
27,246,15,9
28,246,15,10
29,246,15,11
0,247,0,8
1,247,0,9
2,247,1,11
3,247,1,12
4,247,2,12
5,247,2,13
6,247,3,4
7,247,4,3
8,247,4,5
9,247,5,4
10,247,5,14
11,247,6,14
12,247,7,14
13,247,8,0
14,247,8,14
15,247,9,0
16,247,9,15
17,247,10,15
18,247,11,1
19,247,11,15
20,247,12,1
21,247,12,2
22,247,13,2
23,247,14,5
24,247,14,6
25,247,14,7
26,247,14,8
27,247,15,9
28,247,15,10
29,247,15,11
0,248,0,8
1,248,0,9
2,248,1,9
3,248,1,10
4,248,2,12
5,248,3,4
6,248,4,3
7,248,4,5
8,248,5,4
9,248,5,6
10,248,6,5
11,248,6,13
12,248,7,13
13,248,8,0
14,248,8,13
15,248,9,0
16,248,9,1
17,248,10,1
18,248,10,11
19,248,11,10
20,248,11,12
21,248,12,2
22,248,12,11
23,248,13,6
24,248,13,7
25,248,13,8
0,249,0,3
1,249,0,4
2,249,0,5
3,249,1,9
4,249,1,10
5,249,1,14
6,249,2,3
7,249,3,0
8,249,3,2
9,249,4,0
10,249,5,0
11,249,5,6
12,249,6,5
13,249,6,13
14,249,7,13
15,249,8,9
16,249,8,13
17,249,9,1
18,249,9,8
19,249,10,1
20,249,11,14
21,249,12,14
22,249,13,6
23,249,13,7
24,249,13,8
25,249,14,1
26,249,14,11
27,249,14,12
0,250,0,8
1,250,0,9
2,250,0,10
3,250,1,11
4,250,1,12
5,250,2,12
6,250,2,13
7,250,2,14
8,250,3,15
9,250,4,6
10,250,4,15
11,250,5,11
12,250,5,15
13,250,6,4
14,250,6,7
15,250,7,6
16,250,7,8
17,250,8,0
18,250,8,7
19,250,9,0
20,250,10,0
21,250,11,1
22,250,11,5
23,250,12,1
24,250,12,2
25,250,13,2
26,250,14,2
27,250,15,3
28,250,15,4
29,250,15,5
0,251,0,5
1,251,0,6
2,251,1,2
3,251,1,10
4,251,2,1
5,251,2,11
6,251,2,12
7,251,3,16
8,251,4,5
9,251,5,0
10,251,5,4
11,251,6,0
12,251,6,7
13,251,7,6
14,251,7,8
15,251,8,7
16,251,8,17
17,251,9,17
18,251,10,1
19,251,10,17
20,251,11,2
21,251,12,2
22,251,12,13
23,251,13,12
24,251,13,14
25,251,14,13
26,251,14,18
27,251,15,18
28,251,16,3
29,251,16,18
30,251,17,8
31,251,17,9
32,251,17,10
33,251,18,14
34,251,18,15
35,251,18,16
0,252,0,9
1,252,0,10
2,252,1,4
3,252,1,13
4,252,2,14
5,252,3,14
6,252,3,15
7,252,4,1
8,252,4,14
9,252,5,15
10,252,6,7
11,252,6,15
12,252,7,6
13,252,7,8
14,252,8,7
15,252,8,9
16,252,9,0
17,252,9,8
18,252,10,0
19,252,10,16
20,252,11,16
21,252,12,16
22,252,13,1
23,252,14,2
24,252,14,3
25,252,14,4
26,252,15,3
27,252,15,5
28,252,15,6
29,252,16,10
30,252,16,11
31,252,16,12
0,253,0,2
1,253,0,3
2,253,0,10
3,253,1,7
4,253,1,14
5,253,2,0
6,253,3,0
7,253,3,4
8,253,4,3
9,253,4,13
10,253,5,13
11,253,6,7
12,253,6,13
13,253,7,1
14,253,7,6
15,253,8,14
16,253,9,14
17,253,10,0
18,253,10,15
19,253,11,15
20,253,12,15
21,253,13,4
22,253,13,5
23,253,13,6
24,253,14,1
25,253,14,8
26,253,14,9
27,253,15,10
28,253,15,11
29,253,15,12
0,254,0,3
1,254,0,5
2,254,0,6
3,254,1,12
4,254,1,13
5,254,2,17
6,254,3,0
7,254,3,17
8,254,4,17
9,254,4,18
10,254,5,0
11,254,6,0
12,254,7,18
13,254,8,18
14,254,8,19
15,254,9,19
16,254,10,11
17,254,10,19
18,254,11,10
19,254,11,12
20,254,12,1
21,254,12,11
22,254,13,1
23,254,13,14
24,254,14,13
25,254,14,15
26,254,15,14
27,254,15,16
28,254,16,15
29,254,17,2
30,254,17,3
31,254,17,4
32,254,18,4
33,254,18,7
34,254,18,8
35,254,19,8
36,254,19,9
37,254,19,10
0,255,0,11
1,255,0,12
2,255,1,14
3,255,2,3
4,255,3,2
5,255,3,4
6,255,4,3
7,255,4,5
8,255,5,4
9,255,5,15
10,255,6,15
11,255,7,8
12,255,7,15
13,255,8,7
14,255,8,16
15,255,9,16
16,255,10,11
17,255,10,16
18,255,11,0
19,255,11,10
20,255,12,0
21,255,12,17
22,255,13,17
23,255,14,1
24,255,14,17
25,255,15,5
26,255,15,6
27,255,15,7
28,255,16,8
29,255,16,9
30,255,16,10
31,255,17,12
32,255,17,13
33,255,17,14
0,256,0,2
1,256,0,3
2,256,0,4
3,256,1,8
4,256,1,9
5,256,1,10
6,256,2,0
7,256,2,17
8,256,3,0
9,256,4,0
10,256,4,5
11,256,5,4
12,256,5,15
13,256,6,15
14,256,7,15
15,256,8,1
16,256,8,15
17,256,9,1
18,256,10,1
19,256,10,16
20,256,11,16
21,256,12,16
22,256,13,17
23,256,14,17
24,256,15,5
25,256,15,6
26,256,15,7
27,256,15,8
28,256,16,10
29,256,16,11
30,256,16,12
31,256,17,2
32,256,17,13
33,256,17,14
0,257,0,2
1,257,0,3
2,257,1,7
3,257,1,8
4,257,1,9
5,257,2,0
6,257,3,0
7,257,3,10
8,257,4,10
9,257,5,6
10,257,5,10
11,257,6,5
12,257,6,7
13,257,7,1
14,257,7,6
15,257,8,1
16,257,9,1
17,257,10,3
18,257,10,4
19,257,10,5
0,258,0,1
1,258,0,4
2,258,1,0
3,258,1,5
4,258,2,10
5,258,2,11
6,258,3,4
7,258,4,0
8,258,4,3
9,258,5,1
10,258,5,12
11,258,6,12
12,258,7,8
13,258,7,12
14,258,8,7
15,258,8,13
16,258,9,13
17,258,10,2
18,258,10,13
19,258,11,2
20,258,12,5
21,258,12,6
22,258,12,7
23,258,13,8
24,258,13,9
25,258,13,10
0,259,0,7
1,259,1,6
2,259,1,8
3,259,2,3
4,259,2,8
5,259,3,2
6,259,3,9
7,259,4,13
8,259,5,7
9,259,5,13
10,259,6,1
11,259,6,13
12,259,7,0
13,259,7,5
14,259,8,1
15,259,8,2
16,259,9,3
17,259,9,14
18,259,10,14
19,259,11,14
20,259,12,14
21,259,13,4
22,259,13,5
23,259,13,6
24,259,14,9
25,259,14,10
26,259,14,11
27,259,14,12
