tree_edge_id,graph_id,start_clique,end_clique
0,200,0,1
1,200,0,9
2,200,1,0
3,200,2,6
4,200,2,10
5,200,3,11
6,200,3,12
7,200,4,13
8,200,5,7
9,200,5,13
10,200,6,2
11,200,6,13
12,200,7,5
13,200,7,8
14,200,8,7
15,200,8,9
16,200,9,0
17,200,9,8
18,200,10,2
19,200,10,11
20,200,11,3
21,200,11,10
22,200,12,3
23,200,13,4
24,200,13,5
25,200,13,6
0,201,0,4
1,201,0,5
2,201,1,11
3,201,1,12
4,201,2,12
5,201,2,13
6,201,3,4
7,201,4,0
8,201,4,3
9,201,5,0
10,201,5,6
11,201,6,5
12,201,6,7
13,201,7,6
14,201,7,8
15,201,8,7
16,201,8,14
17,201,9,14
18,201,10,11
19,201,10,14
20,201,11,1
21,201,11,10
22,201,12,1
23,201,12,2
24,201,13,2
25,201,14,8
26,201,14,9
27,201,14,10
0,202,0,5
1,202,0,6
2,202,1,11
3,202,2,3
4,202,3,2
5,202,3,15
6,202,4,15
7,202,5,0
8,202,5,15
9,202,6,0
10,202,6,16
11,202,7,16
12,202,8,9
13,202,8,16
14,202,9,8
15,202,9,10
16,202,10,9
17,202,10,17
18,202,11,1
19,202,11,17
20,202,12,17
21,202,12,18
22,202,13,18
23,202,14,18
24,202,15,3
25,202,15,4
26,202,15,5
27,202,16,6
28,202,16,7
29,202,16,8
30,202,17,10
31,202,17,11
32,202,17,12
33,202,18,12
34,202,18,13
35,202,18,14
0,203,0,8
1,203,0,9
2,203,1,13
3,203,1,14
4,203,1,16
5,203,2,3
6,203,3,2
7,203,3,17
8,203,4,6
9,203,4,17
10,203,5,17
11,203,5,18
12,203,6,4
13,203,7,18
14,203,8,0
15,203,8,18
16,203,9,0
17,203,9,10
18,203,10,9
19,203,10,19
20,203,11,19
21,203,12,13
22,203,12,19
23,203,13,1
24,203,13,12
25,203,14,1
26,203,14,15
27,203,15,14
28,203,16,1
29,203,17,3
30,203,17,4
31,203,17,5
32,203,18,5
33,203,18,7
34,203,18,8
35,203,19,10
36,203,19,11
37,203,19,12
0,204,0,1
1,204,1,0
2,204,1,10
3,204,2,4
4,204,2,10
5,204,3,10
6,204,3,11
7,204,4,2
8,204,5,11
9,204,6,11
10,204,6,12
11,204,7,12
12,204,8,9
13,204,8,12
14,204,9,8
15,204,10,1
16,204,10,2
17,204,10,3
18,204,11,3
19,204,11,5
20,204,11,6
21,204,12,6
22,204,12,7
23,204,12,8
0,205,0,3
1,205,0,4
2,205,1,5
3,205,1,6
4,205,2,10
5,205,3,0
6,205,4,0
7,205,4,5
8,205,5,1
9,205,5,4
10,205,6,1
11,205,6,7
12,205,7,6
13,205,7,8
14,205,8,7
15,205,8,9
16,205,9,8
17,205,9,10
18,205,10,2
19,205,10,9
0,206,0,4
1,206,0,5
2,206,1,6
3,206,1,7
4,206,2,7
5,206,2,8
6,206,3,10
7,206,4,0
8,206,5,0
9,206,5,6
10,206,6,1
11,206,6,5
12,206,7,1
13,206,7,2
14,206,8,2
15,206,8,11
16,206,9,11
17,206,10,3
18,206,10,11
19,206,11,8
20,206,11,9
21,206,11,10
