atom_id,graph_id,atom_features
0,0,6
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,2
7,0,0
8,0,2
9,0,0
10,0,0
11,0,0
12,0,0
13,0,6
14,0,0
15,0,2
0,1,1
1,1,0
2,1,2
3,1,0
4,1,0
5,1,2
6,1,5
7,1,1
8,1,1
9,1,0
10,1,0
11,1,0
12,1,0
13,1,0
14,1,6
15,1,0
16,1,3
17,1,0
18,1,0
19,1,0
20,1,0
21,1,2
22,1,0
0,2,0
1,2,0
2,2,0
3,2,0
4,2,0
5,2,1
6,2,2
7,2,4
8,2,0
9,2,2
10,2,1
11,2,0
12,2,0
13,2,0
14,2,0
15,2,0
16,2,0
17,2,0
18,2,0
19,2,0
20,2,0
21,2,0
22,2,0
23,2,2
0,3,0
1,3,0
2,3,1
3,3,2
4,3,0
5,3,0
6,3,0
7,3,0
8,3,0
9,3,2
10,3,0
11,3,1
12,3,2
13,3,4
14,3,0
15,3,4
16,3,0
17,3,0
18,3,1
19,3,0
20,3,0
21,3,0
0,4,0
1,4,0
2,4,11
3,4,4
4,4,0
5,4,0
6,4,0
7,4,0
8,4,0
9,4,0
10,4,0
11,4,0
12,4,0
13,4,0
14,4,4
15,4,0
16,4,5
17,4,0
18,4,0
19,4,5
0,5,0
1,5,0
2,5,0
3,5,2
4,5,2
5,5,0
6,5,2
7,5,2
8,5,0
9,5,1
10,5,4
11,5,0
12,5,0
13,5,1
14,5,2
15,5,0
16,5,0
17,5,0
18,5,0
19,5,0
20,5,0
21,5,1
22,5,0
0,6,15
1,6,0
2,6,4
3,6,0
4,6,2
5,6,0
6,6,2
7,6,2
8,6,0
9,6,0
10,6,0
11,6,0
12,6,2
13,6,0
14,6,0
15,6,5
0,7,0
1,7,1
2,7,0
3,7,1
4,7,4
5,7,0
6,7,4
7,7,0
8,7,0
9,7,0
10,7,0
11,7,4
12,7,2
13,7,5
14,7,1
15,7,1
16,7,2
17,7,0
18,7,0
19,7,1
20,7,0
21,7,0
0,8,10
1,8,0
2,8,0
3,8,0
4,8,0
5,8,0
6,8,0
7,8,2
8,8,0
9,8,0
10,8,0
11,8,0
12,8,6
13,8,0
14,8,0
15,8,5
16,8,0
17,8,0
0,9,1
1,9,0
2,9,0
3,9,1
4,9,0
5,9,0
6,9,0
7,9,0
8,9,12
9,9,1
10,9,7
11,9,0
12,9,0
13,9,6
14,9,2
15,9,0
16,9,0
17,9,0
18,9,0
19,9,0
20,9,0
21,9,0
22,9,0
0,10,0
1,10,0
2,10,0
3,10,0
4,10,0
5,10,1
6,10,2
7,10,0
8,10,0
9,10,0
10,10,8
11,10,0
12,10,4
13,10,1
14,10,0
15,10,1
16,10,0
17,10,0
18,10,0
19,10,0
20,10,0
21,10,0
22,10,0
23,10,6
24,10,0
25,10,0
0,11,0
1,11,1
2,11,0
3,11,0
4,11,0
5,11,0
6,11,0
7,11,0
8,11,0
9,11,8
10,11,0
11,11,0
12,11,0
13,11,4
14,11,2
15,11,0
16,11,0
17,11,0
18,11,0
19,11,1
20,11,0
0,12,0
1,12,1
2,12,0
3,12,4
4,12,0
5,12,0
6,12,0
7,12,8
8,12,0
9,12,0
10,12,0
11,12,0
12,12,2
13,12,0
14,12,0
15,12,0
16,12,0
17,12,0
18,12,1
19,12,0
20,12,0
21,12,0
22,12,0
0,13,0
1,13,0
2,13,2
3,13,0
4,13,0
5,13,0
6,13,1
7,13,4
8,13,0
9,13,4
10,13,10
11,13,0
12,13,2
13,13,0
14,13,1
15,13,0
16,13,0
17,13,0
18,13,0
19,13,0
20,13,0
21,13,1
22,13,0
0,14,0
1,14,0
2,14,0
3,14,0
4,14,0
5,14,2
6,14,2
7,14,0
8,14,0
9,14,0
10,14,0
11,14,0
12,14,2
13,14,0
14,14,1
15,14,2
16,14,4
17,14,0
18,14,0
19,14,0
20,14,4
21,14,0
22,14,2
23,14,1
24,14,0
25,14,2
0,15,1
1,15,0
2,15,0
3,15,5
4,15,0
5,15,0
6,15,0
7,15,0
8,15,0
9,15,0
10,15,3
11,15,3
12,15,3
13,15,0
14,15,2
15,15,0
16,15,0
17,15,2
18,15,5
19,15,1
20,15,1
21,15,0
22,15,0
23,15,0
24,15,0
25,15,5
26,15,0
27,15,0
0,16,0
1,16,0
2,16,0
3,16,0
4,16,0
5,16,2
6,16,0
7,16,1
8,16,0
9,16,4
10,16,0
11,16,1
12,16,2
13,16,0
14,16,0
15,16,0
16,16,0
17,16,5
18,16,1
19,16,1
20,16,0
21,16,4
22,16,0
23,16,0
24,16,0
25,16,0
26,16,5
27,16,0
28,16,0
0,17,0
1,17,0
2,17,0
3,17,0
4,17,0
5,17,5
6,17,1
7,17,1
8,17,2
9,17,0
10,17,2
11,17,0
12,17,0
13,17,0
14,17,0
15,17,0
16,17,0
17,17,2
18,17,0
19,17,2
20,17,0
21,17,0
22,17,0
23,17,0
24,17,0
25,17,0
0,18,0
1,18,4
2,18,11
3,18,0
4,18,0
5,18,2
6,18,0
7,18,0
8,18,0
9,18,0
10,18,0
11,18,0
12,18,0
13,18,0
14,18,2
15,18,1
16,18,4
17,18,0
18,18,2
19,18,0
20,18,0
21,18,0
22,18,2
0,19,0
1,19,0
2,19,0
3,19,0
4,19,0
5,19,0
6,19,11
7,19,4
8,19,0
9,19,0
10,19,2
11,19,0
12,19,0
13,19,1
14,19,0
15,19,1
16,19,2
17,19,0
