bond_id,graph_id,start_atom,end_atom,bond_features
0,220,0,1,1
1,220,1,0,1
2,220,1,2,2
3,220,1,3,1
4,220,2,1,2
5,220,3,1,1
6,220,3,4,1
7,220,3,8,1
8,220,4,3,1
9,220,4,5,1
10,220,5,4,1
11,220,5,6,1
12,220,6,5,1
13,220,6,7,1
14,220,7,6,1
15,220,7,8,1
16,220,8,3,1
17,220,8,7,1
18,220,8,9,1
19,220,9,8,1
20,220,9,10,2
21,220,9,18,1
22,220,10,9,2
23,220,10,11,1
24,220,11,10,1
25,220,11,12,1
26,220,11,17,1
27,220,12,11,1
28,220,12,13,2
29,220,13,12,2
30,220,13,14,1
31,220,14,13,1
32,220,14,15,2
33,220,15,14,2
34,220,15,16,1
35,220,15,17,1
36,220,16,15,1
37,220,17,11,1
38,220,17,15,1
39,220,17,18,2
40,220,18,9,1
41,220,18,17,2
0,221,0,1,1
1,221,1,0,1
2,221,1,2,1
3,221,2,1,1
4,221,2,3,1
5,221,3,2,1
6,221,3,4,1
7,221,4,3,1
8,221,4,5,1
9,221,5,4,1
10,221,5,6,2
11,221,5,14,1
12,221,6,5,2
13,221,6,7,1
14,221,7,6,1
15,221,7,8,1
16,221,8,7,1
17,221,8,9,2
18,221,8,14,1
19,221,9,8,2
20,221,9,10,1
21,221,9,11,1
22,221,10,9,1
23,221,11,9,1
24,221,11,12,2
25,221,12,11,2
26,221,12,13,1
27,221,13,12,1
28,221,13,14,2
29,221,14,5,1
30,221,14,8,1
31,221,14,13,2
0,222,0,1,1
1,222,1,0,1
2,222,1,2,2
3,222,1,3,1
4,222,2,1,2
5,222,3,1,1
6,222,3,4,2
7,222,3,21,1
8,222,4,3,2
9,222,4,5,1
10,222,4,6,1
11,222,5,4,1
12,222,6,4,1
13,222,6,7,2
14,222,6,8,1
15,222,7,6,2
16,222,8,6,1
17,222,8,9,1
18,222,8,21,1
19,222,9,8,1
20,222,9,10,1
21,222,10,9,1
22,222,10,11,1
23,222,11,10,1
24,222,11,12,2
25,222,11,19,1
26,222,12,11,2
27,222,12,13,1
28,222,12,17,1
29,222,13,12,1
30,222,13,14,2
31,222,14,13,2
32,222,14,15,1
33,222,15,14,1
34,222,15,16,2
35,222,16,15,2
36,222,16,17,1
37,222,17,12,1
38,222,17,16,1
39,222,17,18,2
40,222,18,17,2
41,222,18,19,1
42,222,19,11,1
43,222,19,18,1
44,222,19,20,1
45,222,20,19,1
46,222,21,3,1
47,222,21,8,1
48,222,21,22,1
49,222,22,21,1
50,222,22,23,2
51,222,22,27,1
52,222,23,22,2
53,222,23,24,1
54,222,24,23,1
55,222,24,25,2
56,222,25,24,2
57,222,25,26,1
58,222,26,25,1
59,222,26,27,2
60,222,27,22,1
61,222,27,26,2
62,222,27,28,1
63,222,28,27,1
0,223,0,1,1
