tree_edge_id,graph_id,start_clique,end_clique
0,100,0,8
1,100,0,9
2,100,1,10
3,100,1,11
4,100,2,11
5,100,2,12
6,100,3,4
7,100,4,3
8,100,4,13
9,100,5,13
10,100,6,13
11,100,6,14
12,100,7,14
13,100,8,0
14,100,8,14
15,100,9,0
16,100,9,10
17,100,10,1
18,100,10,9
19,100,11,1
20,100,11,2
21,100,12,2
22,100,13,4
23,100,13,5
24,100,13,6
25,100,14,6
26,100,14,7
27,100,14,8
0,101,0,3
1,101,0,4
2,101,1,2
3,101,1,14
4,101,2,1
5,101,3,0
6,101,4,0
7,101,4,5
8,101,5,4
9,101,5,15
10,101,6,15
11,101,7,15
12,101,7,16
13,101,8,16
14,101,9,16
15,101,9,17
16,101,10,17
17,101,11,12
18,101,11,17
19,101,12,11
20,101,12,13
21,101,13,12
22,101,13,14
23,101,14,1
24,101,14,13
25,101,15,5
26,101,15,6
27,101,15,7
28,101,16,7
29,101,16,8
30,101,16,9
31,101,17,9
32,101,17,10
33,101,17,11
0,102,0,9
1,102,0,10
2,102,1,11
3,102,2,3
4,102,3,2
5,102,3,12
6,102,4,6
7,102,4,12
8,102,5,11
9,102,5,12
10,102,6,4
11,102,6,7
12,102,7,6
13,102,7,13
14,102,8,13
15,102,9,0
16,102,9,13
17,102,10,0
18,102,11,1
19,102,11,5
20,102,12,3
21,102,12,4
22,102,12,5
23,102,13,7
24,102,13,8
25,102,13,9
0,103,0,4
1,103,0,5
2,103,1,12
3,103,1,13
4,103,1,14
5,103,2,3
6,103,3,2
7,103,3,4
8,103,4,0
9,103,4,3
10,103,5,0
11,103,5,16
12,103,6,16
13,103,7,16
14,103,7,17
15,103,8,17
16,103,9,17
17,103,9,18
18,103,10,18
19,103,11,12
20,103,11,18
21,103,12,1
22,103,12,11
23,103,13,1
24,103,14,1
25,103,14,15
26,103,15,14
27,103,16,5
28,103,16,6
29,103,16,7
30,103,17,7
31,103,17,8
32,103,17,9
33,103,18,9
34,103,18,10
35,103,18,11
0,104,0,5
1,104,0,11
2,104,1,11
3,104,1,12
4,104,2,13
5,104,3,14
6,104,4,6
7,104,4,14
8,104,5,0
9,104,5,14
10,104,6,4
11,104,6,7
12,104,7,6
13,104,7,15
14,104,8,15
15,104,9,15
16,104,10,15
17,104,11,0
18,104,11,1
19,104,12,1
20,104,12,13
21,104,13,2
22,104,13,12
23,104,14,3
24,104,14,4
25,104,14,5
26,104,15,7
27,104,15,8
28,104,15,9
29,104,15,10
0,105,0,8
1,105,1,11
2,105,2,11
3,105,3,11
4,105,3,12
5,105,4,6
6,105,4,12
7,105,5,12
8,105,5,14
9,105,6,4
10,105,6,13
11,105,7,13
12,105,8,0
13,105,8,13
14,105,9,14
15,105,10,14
16,105,11,1
17,105,11,2
18,105,11,3
19,105,12,3
20,105,12,4
21,105,12,5
22,105,13,6
23,105,13,7
24,105,13,8
25,105,14,5
26,105,14,9
27,105,14,10
0,106,0,3
1,106,0,4
2,106,0,10
3,106,1,8
4,106,1,9
5,106,2,3
6,106,3,0
7,106,3,2
8,106,4,0
9,106,4,11
10,106,5,11
11,106,6,11
12,106,7,8
13,106,7,11
14,106,8,1
15,106,8,7
16,106,9,1
17,106,10,0
18,106,11,4
19,106,11,5
20,106,11,6
21,106,11,7
0,107,0,11
1,107,0,12
2,107,0,13
3,107,1,2
4,107,2,1
5,107,2,14
6,107,3,14
7,107,4,5
8,107,4,14
9,107,5,4
10,107,5,15
11,107,6,15
12,107,7,8
13,107,7,15
14,107,8,7
15,107,8,9
16,107,9,8
17,107,9,16
18,107,10,16
19,107,11,0
20,107,11,16
21,107,12,0
22,107,13,0
23,107,14,2
24,107,14,3
25,107,14,4
26,107,15,5
27,107,15,6
28,107,15,7
29,107,16,9
30,107,16,10
31,107,16,11
0,108,0,9
1,108,0,10
2,108,1,7
3,108,1,14
4,108,2,14
5,108,3,4
6,108,4,3
7,108,4,5
8,108,5,4
9,108,5,15
10,108,6,15
11,108,6,16
12,108,7,1
13,108,7,15
14,108,8,16
15,108,9,0
16,108,9,16
17,108,10,0
18,108,10,11
19,108,11,10
20,108,11,17
21,108,12,17
22,108,13,17
23,108,14,1
