atom_id,graph_id,atom_features
0,220,2
1,220,0
2,220,1
3,220,4
4,220,0
5,220,11
6,220,0
7,220,0
8,220,2
9,220,0
10,220,2
11,220,2
12,220,0
13,220,0
14,220,0
15,220,0
16,220,9
17,220,0
18,220,2
0,221,0
1,221,0
2,221,11
3,221,0
4,221,0
5,221,0
6,221,0
7,221,2
8,221,0
9,221,0
10,221,6
11,221,0
12,221,0
13,221,0
14,221,0
0,222,0
1,222,0
2,222,1
3,222,0
4,222,0
5,222,7
6,222,0
7,222,1
8,222,2
9,222,0
10,222,0
11,222,0
12,222,0
13,222,0
14,222,0
15,222,0
16,222,0
17,222,0
18,222,8
19,222,4
20,222,0
21,222,4
22,222,0
23,222,0
24,222,0
25,222,0
26,222,0
27,222,0
28,222,3
0,223,0
1,223,0
2,223,0
3,223,0
4,223,0
5,223,0
6,223,0
7,223,0
8,223,2
9,223,2
10,223,0
11,223,2
12,223,0
13,223,0
14,223,0
15,223,0
16,223,0
17,223,0
18,223,0
19,223,5
20,223,0
21,223,1
22,223,1
23,223,0
24,223,0
25,223,0
26,223,5
27,223,1
0,224,0
1,224,0
2,224,2
3,224,0
4,224,1
5,224,4
6,224,0
7,224,0
8,224,0
9,224,0
10,224,0
11,224,0
12,224,0
13,224,5
14,224,4
15,224,0
16,224,0
17,224,0
18,224,4
19,224,0
20,224,10
0,225,1
1,225,0
2,225,0
3,225,0
4,225,0
5,225,0
6,225,0
7,225,0
8,225,6
9,225,0
10,225,0
11,225,6
12,225,5
13,225,0
14,225,5
15,225,2
16,225,0
17,225,4
18,225,0
19,225,0
20,225,0
21,225,1
0,226,0
1,226,1
2,226,0
3,226,4
4,226,0
5,226,2
6,226,0
7,226,1
8,226,2
9,226,4
10,226,0
11,226,2
12,226,1
13,226,0
14,226,0
15,226,0
16,226,0
17,226,0
18,226,0
0,227,3
1,227,0
2,227,0
3,227,0
4,227,0
5,227,0
6,227,0
7,227,4
8,227,0
9,227,2
10,227,2
11,227,2
12,227,2
13,227,0
14,227,0
15,227,0
16,227,0
17,227,0
18,227,0
19,227,8
20,227,0
21,227,0
22,227,2
23,227,0
24,227,0
25,227,0
26,227,0
27,227,0
28,227,0
29,227,0
30,227,0
0,228,10
1,228,0
2,228,4
3,228,0
4,228,0
5,228,0
6,228,0
7,228,3
8,228,0
9,228,0
10,228,4
11,228,0
12,228,0
13,228,5
14,228,1
15,228,1
16,228,0
0,229,0
1,229,0
2,229,1
3,229,0
4,229,1
5,229,4
6,229,0
7,229,0
8,229,0
9,229,2
10,229,0
11,229,2
12,229,0
13,229,2
14,229,0
15,229,2
16,229,2
17,229,0
18,229,1
19,229,0
20,229,0
21,229,0
22,229,0
23,229,0
24,229,0
25,229,0
26,229,2
27,229,0
0,230,1
1,230,0
2,230,2
3,230,0
4,230,0
5,230,0
6,230,0
7,230,9
8,230,0
9,230,0
10,230,3
11,230,4
12,230,0
13,230,0
14,230,0
15,230,2
16,230,0
17,230,1
18,230,0
19,230,0
20,230,0
21,230,0
22,230,0
23,230,0
24,230,0
25,230,0
26,230,0
27,230,0
0,231,0
1,231,0
2,231,0
3,231,0
4,231,0
5,231,2
6,231,0
7,231,1
8,231,0
9,231,1
10,231,2
11,231,0
12,231,0
13,231,0
14,231,0
15,231,0
16,231,3
17,231,0
18,231,0
19,231,0
20,231,0
21,231,6
22,231,2
0,232,0
1,232,0
2,232,4
3,232,0
4,232,2
5,232,0
6,232,0
7,232,1
8,232,2
9,232,0
10,232,0
11,232,0
12,232,0
13,232,1
14,232,0
15,232,0
16,232,1
17,232,0
18,232,0
19,232,0
20,232,9
0,233,0
1,233,4
2,233,0
3,233,0
4,233,4
5,233,4
6,233,1
7,233,0
8,233,8
9,233,0
10,233,0
11,233,0
12,233,0
13,233,0
14,233,0
15,233,0
16,233,0
17,233,0
18,233,4
19,233,0
0,234,1
1,234,12
2,234,7
3,234,0
4,234,0
5,234,0
6,234,0
7,234,0
8,234,0
9,234,5
10,234,0
11,234,2
12,234,0
13,234,0
14,234,0
15,234,0
16,234,0
17,234,0
18,234,2
19,234,0
0,235,2
1,235,0
2,235,0
3,235,0
4,235,3
5,235,0
6,235,0
7,235,0
8,235,2
9,235,0
10,235,1
11,235,2
12,235,0
13,235,0
14,235,0
15,235,0
16,235,6
17,235,0
18,235,0
19,235,0
20,235,3
0,236,0
1,236,0
2,236,0
3,236,4
4,236,0
5,236,2
6,236,0
7,236,1
8,236,2
9,236,0
10,236,0
11,236,0
12,236,0
13,236,0
14,236,5
15,236,0
16,236,1
17,236,1
18,236,0
19,236,0
20,236,0
21,236,0
22,236,1
0,237,1
1,237,0
2,237,0
3,237,2
4,237,2
5,237,2
6,237,2
7,237,0
8,237,0
9,237,0
10,237,0
11,237,5
12,237,0
13,237,1
14,237,2
15,237,0
16,237,4
17,237,0
18,237,2
19,237,0
20,237,0
21,237,0
22,237,0
23,237,0
24,237,0
25,237,0
26,237,0
27,237,0
28,237,1
0,238,0
1,238,0
2,238,0
3,238,8
4,238,0
5,238,0
6,238,0
7,238,4
8,238,0
9,238,0
10,238,0
11,238,4
12,238,11
13,238,0
14,238,0
0,239,0
1,239,0
2,239,0
3,239,0
4,239,1
5,239,2
6,239,0
7,239,0
8,239,2
9,239,0
10,239,0
11,239,0
12,239,0
13,239,2
14,239,0
15,239,0
16,239,0
17,239,0
18,239,0
19,239,0
20,239,0
21,239,2
22,239,2
23,239,0
24,239,0
