clique_id,graph_id,atoms,bonds,clique_features
0,300,1;2;3;4;15;16,1:2;1:16;2:1;2:3;3:2;3:4;4:3;4:15;15:4;15:16;16:1;16:15,0
1,300,5;6;7;8;12;13,5:6;5:13;6:5;6:7;7:6;7:8;8:7;8:12;12:8;12:13;13:5;13:12,0
2,300,0;1,0:1;1:0,1
3,300,4;5,4:5;5:4,1
4,300,8;9,8:9;9:8,1
5,300,9;10,9:10;10:9,1
6,300,9;11,9:11;11:9,1
7,300,13;14,13:14;14:13,1
8,300,9,,3
0,301,1;2;3;10;12,1:2;1:12;2:1;2:3;3:2;3:10;10:3;10:12;12:1;12:10,0
1,301,4;5;6;7;8;9,4:5;4:9;5:4;5:6;6:5;6:7;7:6;7:8;8:7;8:9;9:4;9:8,0
2,301,13;14;15;16;29;30,13:14;13:30;14:13;14:15;15:14;15:16;16:15;16:29;29:16;29:30;30:13;30:29,0
3,301,20;21;22;23;28,20:21;20:28;21:20;21:22;22:21;22:23;23:22;23:28;28:20;28:23,0
4,301,23;24;25;26;27;28,23:24;23:28;24:23;24:25;25:24;25:26;26:25;26:27;27:26;27:28;28:23;28:27,0
5,301,0;1,0:1;1:0,1
6,301,3;4,3:4;4:3,1
7,301,10;11,10:11;11:10,1
8,301,12;13,12:13;13:12,1
9,301,16;17,16:17;17:16,1
10,301,17;18,17:18;18:17,1
11,301,17;19,17:19;19:17,1
12,301,19;20,19:20;20:19,1
13,301,17,,3
0,302,2;3;4;5;6;29,2:3;2:29;3:2;3:4;4:3;4:5;5:4;5:6;6:5;6:29;29:2;29:6,0
1,302,10;11;12;13;14;28,10:11;10:28;11:10;11:12;12:11;12:13;13:12;13:14;14:13;14:28;28:10;28:14,0
2,302,18;19;20;21;26;27,18:19;18:27;19:18;19:20;20:19;20:21;21:20;21:26;26:21;26:27;27:18;27:26,0
3,302,0;1,0:1;1:0,1
4,302,1;2,1:2;2:1,1
5,302,6;7,6:7;7:6,1
6,302,7;8,7:8;8:7,1
7,302,8;9,8:9;9:8,1
8,302,8;10,8:10;10:8,1
9,302,14;15,14:15;15:14,1
10,302,15;16,15:16;16:15,1
11,302,15;17,15:17;17:15,1
12,302,15;18,15:18;18:15,1
13,302,21;22,21:22;22:21,1
14,302,22;23,22:23;23:22,1
15,302,23;24,23:24;24:23,1
16,302,23;25,23:25;25:23,1
17,302,8,,3
18,302,15,,3
19,302,23,,3
0,303,6;7;8;9;10;21,6:7;6:21;7:6;7:8;8:7;8:9;9:8;9:10;10:9;10:21;21:6;21:10,0
1,303,14;15;16;17;19;20,14:15;14:20;15:14;15:16;16:15;16:17;17:16;17:19;19:17;19:20;20:14;20:19,0
2,303,0;1,0:1;1:0,1
3,303,1;2,1:2;2:1,1
4,303,1;3,1:3;3:1,1
5,303,3;4,3:4;4:3,1
6,303,3;5,3:5;5:3,1
7,303,5;6,5:6;6:5,1
8,303,10;11,10:11;11:10,1
9,303,11;12,11:12;12:11,1
10,303,11;13,11:13;13:11,1
11,303,13;14,13:14;14:13,1
12,303,17;18,17:18;18:17,1
13,303,1,,3
14,303,3,,3
15,303,11,,3
0,304,6;7;8;13;14,6:7;6:14;7:6;7:8;8:7;8:13;13:8;13:14;14:6;14:13,0
1,304,8;9;10;11;12;13,8:9;8:13;9:8;9:10;10:9;10:11;11:10;11:12;12:11;12:13;13:8;13:12,0
2,304,15;16;17;18;24;25,15:16;15:25;16:15;16:17;17:16;17:18;18:17;18:24;24:18;24:25;25:15;25:24,0
3,304,18;19;20;21;23;24,18:19;18:24;19:18;19:20;20:19;20:21;21:20;21:23;23:21;23:24;24:18;24:23,0
4,304,0;1,0:1;1:0,1
5,304,1;2,1:2;2:1,1
6,304,1;15,1:15;15:1,1
7,304,2;3,2:3;3:2,1
8,304,3;4,3:4;4:3,1
9,304,4;5,4:5;5:4,1
10,304,4;6,4:6;6:4,1
11,304,21;22,21:22;22:21,1
12,304,1,,3
13,304,4,,3
0,305,3;4;5;6;8;9,3:4;3:9;4:3;4:5;5:4;5:6;6:5;6:8;8:6;8:9;9:3;9:8,0
1,305,13;14;15;16;17;22,13:14;13:22;14:13;14:15;15:14;15:16;16:15;16:17;17:16;17:22;22:13;22:17,0
2,305,17;18;19;20;21;22,17:18;17:22;18:17;18:19;19:18;19:20;20:19;20:21;21:20;21:22;22:17;22:21,0
3,305,0;1,0:1;1:0,1
4,305,1;2,1:2;2:1,1
5,305,1;10,1:10;10:1,1
6,305,2;3,2:3;3:2,1
7,305,6;7,6:7;7:6,1
8,305,10;11,10:11;11:10,1
9,305,10;12,10:12;12:10,1
10,305,12;13,12:13;13:12,1
11,305,1,,3
12,305,10,,3
0,306,2;3;4;5;6;7,2:3;2:7;3:2;3:4;4:3;4:5;5:4;5:6;6:5;6:7;7:2;7:6,0
1,306,9;10;11;12;13,9:10;9:13;10:9;10:11;11:10;11:12;12:11;12:13;13:9;13:12,0
2,306,0;1,0:1;1:0,1
3,306,1;2,1:2;2:1,1
4,306,1;9,1:9;9:1,1
5,306,7;8,7:8;8:7,1
6,306,1,,3
0,307,4;5;6;7;15,4:5;4:15;5:4;5:6;6:5;6:7;7:6;7:15;15:4;15:7,0
1,307,0;1,0:1;1:0,1
2,307,1;2,1:2;2:1,1
3,307,2;3,2:3;3:2,1
4,307,2;4,2:4;4:2,1
5,307,7;8,7:8;8:7,1
6,307,8;9,8:9;9:8,1
7,307,8;12,8:12;12:8,1
8,307,9;10,9:10;10:9,1
