tree_edge_id,graph_id,start_clique,end_clique
0,120,0,5
1,120,0,6
2,120,1,12
3,120,1,13
4,120,2,13
5,120,3,14
6,120,4,14
7,120,5,0
8,120,5,14
9,120,6,0
10,120,6,7
11,120,7,6
12,120,7,8
13,120,8,7
14,120,8,9
15,120,9,8
16,120,9,10
17,120,10,9
18,120,10,15
19,120,11,15
20,120,12,1
21,120,12,15
22,120,13,1
23,120,13,2
24,120,14,3
25,120,14,4
26,120,14,5
27,120,15,10
28,120,15,11
29,120,15,12
0,121,0,1
1,121,0,5
2,121,0,6
3,121,1,0
4,121,2,3
5,121,3,2
6,121,3,9
7,121,4,9
8,121,5,0
9,121,5,9
10,121,6,0
11,121,6,10
12,121,7,10
13,121,8,10
14,121,9,3
15,121,9,4
16,121,9,5
17,121,10,6
18,121,10,7
19,121,10,8
0,122,0,1
1,122,0,6
2,122,1,0
3,122,1,7
4,122,2,9
5,122,2,12
6,122,3,4
7,122,3,13
8,122,4,3
9,122,5,6
10,122,6,0
11,122,6,5
12,122,7,1
13,122,7,14
14,122,8,14
15,122,8,15
16,122,9,2
17,122,9,14
18,122,10,15
19,122,11,15
20,122,12,2
21,122,12,13
22,122,13,3
23,122,13,12
24,122,14,7
25,122,14,8
26,122,14,9
27,122,15,8
28,122,15,10
29,122,15,11
0,123,0,1
1,123,0,2
2,123,0,3
3,123,1,0
4,123,2,0
5,123,3,0
6,123,3,12
7,123,4,12
8,123,5,6
9,123,5,12
10,123,6,5
11,123,6,7
12,123,7,6
13,123,7,13
14,123,8,13
15,123,9,13
16,123,9,14
17,123,10,14
18,123,11,14
19,123,12,3
20,123,12,4
21,123,12,5
22,123,13,7
23,123,13,8
24,123,13,9
25,123,14,9
26,123,14,10
27,123,14,11
0,124,0,7
1,124,0,12
2,124,1,4
3,124,2,13
4,124,3,5
5,124,3,13
6,124,4,1
7,124,4,13
8,124,5,3
9,124,5,14
10,124,6,8
11,124,6,14
12,124,7,0
13,124,7,14
14,124,8,6
15,124,8,15
16,124,9,15
17,124,10,15
18,124,11,15
19,124,12,0
20,124,13,2
21,124,13,3
22,124,13,4
23,124,14,5
24,124,14,6
25,124,14,7
26,124,15,8
27,124,15,9
28,124,15,10
29,124,15,11
0,125,0,2
1,125,0,3
2,125,1,6
3,125,1,7
4,125,2,0
5,125,3,0
6,125,3,4
7,125,4,3
8,125,4,5
9,125,5,4
10,125,5,6
11,125,6,1
12,125,6,5
13,125,7,1
14,125,7,8
15,125,8,7
0,126,0,3
1,126,0,4
2,126,1,7
3,126,1,8
4,126,1,9
5,126,2,3
6,126,3,0
7,126,3,2
8,126,4,0
9,126,4,5
10,126,5,4
11,126,5,6
12,126,6,5
13,126,6,7
14,126,7,1
15,126,7,6
16,126,8,1
17,126,9,1
0,127,0,4
1,127,0,5
2,127,1,8
3,127,2,3
4,127,3,2
5,127,3,4
6,127,4,0
7,127,4,3
8,127,5,0
9,127,5,6
10,127,6,5
11,127,6,7
12,127,7,6
13,127,7,8
14,127,8,1
15,127,8,7
0,128,0,1
1,128,0,3
2,128,1,0
3,128,1,4
4,128,1,5
5,128,1,11
6,128,2,8
7,128,2,9
8,128,2,10
9,128,3,0
10,128,4,1
11,128,5,1
12,128,5,12
13,128,6,12
14,128,7,8
15,128,7,12
16,128,8,2
17,128,8,7
18,128,9,2
19,128,10,2
20,128,11,1
21,128,12,5
22,128,12,6
23,128,12,7
0,129,0,3
1,129,0,4
2,129,0,5
3,129,1,7
4,129,1,8
5,129,2,8
6,129,2,13
7,129,3,0
8,129,3,11
9,129,4,0
10,129,5,0
11,129,5,12
12,129,6,12
13,129,7,1
14,129,7,12
15,129,8,1
16,129,8,2
17,129,9,13
18,129,10,13
19,129,11,3
20,129,12,5
21,129,12,6
22,129,12,7
23,129,13,2
24,129,13,9
25,129,13,10
0,130,0,3
1,130,0,4
2,130,0,5
3,130,1,6
4,130,1,7
5,130,2,7
6,130,2,8
7,130,3,0
8,130,4,0
9,130,5,0
10,130,5,6
11,130,6,1
12,130,6,5
13,130,7,1
14,130,7,2
15,130,8,2
0,131,0,4
1,131,0,6
2,131,1,12
3,131,1,13
4,131,2,13
5,131,3,14
6,131,4,0
7,131,4,14
8,131,5,14
9,131,5,16
10,131,6,0
11,131,6,15
12,131,7,15
13,131,8,15
14,131,9,15
15,131,10,16
16,131,11,12
17,131,11,16
18,131,12,1
19,131,12,11
20,131,13,1
21,131,13,2
22,131,14,3
23,131,14,4
24,131,14,5
25,131,15,6
26,131,15,7
27,131,15,8
28,131,15,9
29,131,16,5
30,131,16,10
31,131,16,11
0,132,0,2
1,132,0,3
2,132,0,4
3,132,1,4
4,132,1,5
5,132,1,12
6,132,2,0
7,132,3,0
8,132,4,0
9,132,4,1
10,132,5,1
11,132,5,13
12,132,6,13
13,132,7,8
14,132,7,13
15,132,8,7
16,132,8,14
17,132,9,14
18,132,10,14
19,132,11,14
20,132,12,1
21,132,13,5
22,132,13,6
23,132,13,7
24,132,14,8
25,132,14,9
26,132,14,10
27,132,14,11
0,133,0,4
1,133,0,5
2,133,1,9
3,133,1,10
4,133,2,13
5,133,2,14
6,133,3,4
7,133,4,0
8,133,4,3
9,133,5,0
10,133,5,6
11,133,6,5
12,133,6,15
13,133,7,15
14,133,8,15
15,133,9,1
16,133,9,15
17,133,10,1
18,133,10,11
19,133,11,10
20,133,11,16
21,133,12,16
22,133,13,2
23,133,13,16
24,133,14,2
25,133,15,6
26,133,15,7
27,133,15,8
28,133,15,9
29,133,16,11
30,133,16,12
31,133,16,13
0,134,0,3
1,134,0,4
2,134,0,11
3,134,1,9
4,134,1,10
5,134,2,3
6,134,3,0
7,134,3,2
8,134,4,0
9,134,4,13
10,134,5,13
11,134,6,7
12,134,6,13
13,134,7,6
14,134,7,14
15,134,8,14
16,134,9,1
17,134,9,14
18,134,10,1
19,134,11,0
20,134,11,12
21,134,12,11
22,134,13,4
23,134,13,5
24,134,13,6
25,134,14,7
26,134,14,8
27,134,14,9
0,135,0,4
1,135,0,5
2,135,0,21
3,135,1,11
4,135,2,3
5,135,3,2
6,135,3,4
7,135,4,0
8,135,4,3
9,135,5,0
10,135,5,6
11,135,6,5
12,135,6,18
13,135,7,18
14,135,8,9
