bond_id,graph_id,start_atom,end_atom,bond_features
0,340,0,1,1
1,340,1,0,1
2,340,1,2,1
3,340,2,1,1
4,340,2,3,2
5,340,2,7,1
6,340,3,2,2
7,340,3,4,1
8,340,4,3,1
9,340,4,5,2
10,340,5,4,2
11,340,5,6,1
12,340,6,5,1
13,340,6,7,2
14,340,7,2,1
15,340,7,6,2
16,340,7,8,1
17,340,8,7,1
18,340,8,9,1
19,340,8,27,1
20,340,9,8,1
21,340,9,10,2
22,340,10,9,2
23,340,10,11,1
24,340,10,26,1
25,340,11,10,1
26,340,11,12,2
27,340,11,13,1
28,340,12,11,2
29,340,13,11,1
30,340,13,14,1
31,340,13,18,1
32,340,14,13,1
33,340,14,15,1
34,340,15,14,1
35,340,15,16,1
36,340,16,15,1
37,340,16,17,2
38,340,16,25,1
39,340,17,16,2
40,340,17,18,1
41,340,17,19,1
42,340,18,13,1
43,340,18,17,1
44,340,19,17,1
45,340,19,20,2
46,340,19,24,1
47,340,20,19,2
48,340,20,21,1
49,340,21,20,1
50,340,21,22,2
51,340,22,21,2
52,340,22,23,1
53,340,23,22,1
54,340,23,24,2
55,340,24,19,1
56,340,24,23,2
57,340,24,25,1
58,340,25,16,1
59,340,25,24,1
60,340,26,10,1
61,340,26,27,2
62,340,27,8,1
63,340,27,26,2
0,341,0,1,1
1,341,1,0,1
2,341,1,2,1
3,341,1,22,1
4,341,2,1,1
5,341,2,3,1
6,341,3,2,1
7,341,3,4,2
8,341,3,5,1
9,341,4,3,2
10,341,5,3,1
11,341,5,6,1
12,341,6,5,1
13,341,6,7,1
14,341,7,6,1
15,341,7,8,2
16,341,7,21,1
17,341,8,7,2
18,341,8,9,1
19,341,9,8,1
20,341,9,10,2
21,341,10,9,2
22,341,10,11,1
23,341,10,20,1
24,341,11,10,1
25,341,11,12,2
26,341,11,17,1
27,341,12,11,2
28,341,12,13,1
29,341,13,12,1
30,341,13,14,1
31,341,13,15,2
32,341,14,13,1
33,341,15,13,2
34,341,15,16,1
35,341,16,15,1
36,341,16,17,2
37,341,17,11,1
38,341,17,16,2
39,341,17,18,1
40,341,18,17,1
41,341,18,19,1
42,341,18,20,1
43,341,19,18,1
44,341,20,10,1
45,341,20,18,1
46,341,20,21,2
47,341,21,7,1
48,341,21,20,2
49,341,22,1,1
50,341,22,23,2
51,341,22,27,1
52,341,23,22,2
53,341,23,24,1
54,341,24,23,1
55,341,24,25,2
56,341,25,24,2
57,341,25,26,1
58,341,26,25,1
59,341,26,27,2
60,341,27,22,1
61,341,27,26,2
0,342,0,1,1
1,342,1,0,1
2,342,1,2,2
3,342,1,3,1
4,342,2,1,2
5,342,3,1,1
6,342,3,4,2
7,342,4,3,2
8,342,4,5,1
9,342,4,11,1
10,342,4,17,1
11,342,5,4,1
12,342,5,6,1
13,342,5,10,1
14,342,6,5,1
15,342,6,7,1
16,342,7,6,1
17,342,7,8,1
18,342,8,7,1
19,342,8,9,1
20,342,9,8,1
21,342,9,10,1
22,342,10,5,1
23,342,10,9,1
24,342,11,4,1
25,342,11,12,1
26,342,11,16,1
27,342,12,11,1
28,342,12,13,1
29,342,13,12,1
30,342,13,14,1
31,342,14,13,1
32,342,14,15,1
33,342,15,14,1
34,342,15,16,1
35,342,16,11,1
36,342,16,15,1
37,342,17,4,1
38,342,17,18,1
39,342,17,19,1
40,342,17,20,1
41,342,18,17,1
42,342,19,17,1
43,342,20,17,1
0,343,0,1,1
1,343,1,0,1
2,343,1,2,1
3,343,2,1,1
4,343,2,3,2
5,343,2,22,1
6,343,3,2,2
7,343,3,4,1
8,343,4,3,1
9,343,4,5,2
10,343,5,4,2
11,343,5,6,1
12,343,5,7,1
13,343,6,5,1
14,343,7,5,1
15,343,7,8,1
16,343,7,22,2
17,343,8,7,1
18,343,8,9,1
19,343,9,8,1
20,343,9,10,1
21,343,10,9,1
22,343,10,11,1
23,343,10,21,1
24,343,11,10,1
25,343,11,12,1
26,343,12,11,1
27,343,12,13,1
28,343,13,12,1
29,343,13,14,1
30,343,14,13,1
31,343,14,15,2
32,343,14,21,1
33,343,15,14,2
34,343,15,16,1
35,343,15,18,1
36,343,16,15,1
37,343,16,17,1
38,343,17,16,1
39,343,18,15,1
40,343,18,19,2
41,343,19,18,2
42,343,19,20,1
43,343,20,19,1
44,343,20,21,2
45,343,21,10,1
46,343,21,14,1
47,343,21,20,2
48,343,22,2,1
49,343,22,7,2
0,344,0,1,2
1,344,1,0,2
2,344,1,2,1
3,344,1,9,1
4,344,2,1,1
5,344,2,3,1
6,344,3,2,1
7,344,3,4,2
8,344,3,8,1
9,344,4,3,2
10,344,4,5,1
11,344,5,4,1
12,344,5,6,2
13,344,6,5,2
14,344,6,7,1
15,344,7,6,1
16,344,7,8,2
17,344,8,3,1
18,344,8,7,2
19,344,9,1,1
20,344,9,10,1
21,344,10,9,1
22,344,10,11,1
23,344,10,19,1
24,344,11,10,1
25,344,11,12,1
26,344,12,11,1
27,344,12,13,1
28,344,12,18,1
29,344,13,12,1
30,344,13,14,1
31,344,14,13,1
32,344,14,15,1
33,344,15,14,1
34,344,15,16,2
35,344,15,17,2
36,344,15,18,1
37,344,16,15,2
38,344,17,15,2
39,344,18,12,1
40,344,18,15,1
41,344,19,10,1
42,344,19,20,1
43,344,19,21,1
44,344,19,22,1
45,344,20,19,1
46,344,21,19,1
47,344,22,19,1
0,345,0,1,2
1,345,1,0,2
2,345,1,2,1
3,345,1,7,1
4,345,2,1,1
5,345,2,3,1
6,345,3,2,1
7,345,3,4,1
8,345,4,3,1
9,345,4,5,1
10,345,5,4,1
11,345,5,6,1
12,345,6,5,1
13,345,6,7,2
14,345,6,19,1
15,345,7,1,1
16,345,7,6,2
17,345,7,8,1
18,345,8,7,1
19,345,8,9,2
20,345,9,8,2
21,345,9,10,1
22,345,10,9,1
23,345,10,11,2
24,345,10,19,1
25,345,11,10,2
26,345,11,12,1
27,345,12,11,1
28,345,12,13,1
29,345,12,17,2
30,345,13,12,1
31,345,13,14,1
32,345,13,15,1
33,345,13,16,1
34,345,14,13,1
35,345,15,13,1
36,345,16,13,1
37,345,17,12,2
38,345,17,18,1
39,345,18,17,1
40,345,18,19,2
41,345,19,6,1
42,345,19,10,1
43,345,19,18,2
0,346,0,1,1
1,346,1,0,1
2,346,1,2,1
3,346,2,1,1
4,346,2,3,2
5,346,2,7,1
6,346,3,2,2
7,346,3,4,1
8,346,4,3,1
9,346,4,5,1
10,346,5,4,1
11,346,5,6,1
12,346,5,7,2
13,346,6,5,1
14,346,7,2,1
15,346,7,5,2
16,346,7,8,1
17,346,8,7,1
18,346,8,9,1
19,346,9,8,1
20,346,9,10,1
21,346,9,17,1
22,346,10,9,1
23,346,10,11,1
24,346,11,10,1
25,346,11,12,1
26,346,11,16,1
27,346,12,11,1
28,346,12,13,1
29,346,13,12,1
30,346,13,14,1
31,346,14,13,1
32,346,14,15,1
33,346,15,14,1
34,346,15,16,1
35,346,16,11,1
36,346,16,15,1
37,346,17,9,1
38,346,17,18,1
39,346,17,19,1
40,346,18,17,1
41,346,19,17,1
0,347,0,1,1
1,347,1,0,1
2,347,1,2,1
3,347,1,7,1
4,347,2,1,1
5,347,2,3,1
6,347,3,2,1
7,347,3,4,1
8,347,4,3,1
9,347,4,5,1
10,347,4,6,1
11,347,5,4,1
12,347,6,4,1
13,347,7,1,1
14,347,7,8,2
15,347,7,9,1
16,347,8,7,2
17,347,9,7,1
18,347,9,10,1
19,347,10,9,1
20,347,10,11,1
21,347,10,15,1
22,347,11,10,1
23,347,11,12,1
24,347,12,11,1
25,347,12,13,1
26,347,13,12,1
27,347,13,14,1
28,347,14,13,1
29,347,14,15,1
30,347,15,10,1
31,347,15,14,1
32,347,15,16,1
33,347,16,15,1
34,347,16,17,2
35,347,16,18,1
36,347,17,16,2
37,347,18,16,1
38,347,18,19,2
39,347,18,26,1
40,347,19,18,2
41,347,19,20,1
42,347,20,19,1
43,347,20,21,2
44,347,21,20,2
45,347,21,22,1
46,347,21,25,1
47,347,22,21,1
48,347,22,23,1
49,347,23,22,1
50,347,23,24,2
51,347,24,23,2
52,347,24,25,1
53,347,25,21,1
54,347,25,24,1
55,347,25,26,2
56,347,26,18,1
57,347,26,25,2
0,348,0,1,1
1,348,1,0,1
2,348,1,2,1
3,348,1,3,1
4,348,2,1,1
5,348,3,1,1
6,348,3,4,2
7,348,3,17,1
8,348,4,3,2
9,348,4,5,1
10,348,5,4,1
11,348,5,6,2
12,348,6,5,2
13,348,6,7,1
14,348,6,17,1
15,348,7,6,1
16,348,7,8,1
17,348,8,7,1
18,348,8,9,1
19,348,8,16,1
20,348,9,8,1
21,348,9,10,1
22,348,10,9,1
23,348,10,11,1
24,348,11,10,1
25,348,11,12,1
26,348,12,11,1
27,348,12,13,1
28,348,12,16,1
29,348,13,12,1
30,348,13,14,1
31,348,14,13,1
32,348,14,15,1
33,348,15,14,1
34,348,15,16,1
35,348,16,8,1
36,348,16,12,1
37,348,16,15,1
38,348,17,3,1
39,348,17,6,1
0,349,0,1,2
1,349,1,0,2
2,349,1,2,1
3,349,2,1,1
4,349,2,3,1
5,349,3,2,1
6,349,3,4,1
7,349,4,3,1
8,349,4,5,1
9,349,4,6,1
10,349,5,4,1
11,349,6,4,1
12,349,6,7,2
13,349,6,8,1
14,349,7,6,2
15,349,8,6,1
16,349,8,9,1
17,349,9,8,1
18,349,9,10,2
19,349,9,15,1
20,349,10,9,2
21,349,10,11,1
22,349,11,10,1
23,349,11,12,2
24,349,12,11,2
25,349,12,13,1
26,349,12,14,1
27,349,13,12,1
28,349,14,12,1
29,349,14,15,2
30,349,15,9,1
31,349,15,14,2
32,349,15,16,1
33,349,16,15,1
0,350,0,1,1
1,350,1,0,1
2,350,1,2,2
3,350,1,23,1
4,350,2,1,2
5,350,2,3,1
6,350,3,2,1
7,350,3,4,2
8,350,4,3,2
9,350,4,5,1
10,350,5,4,1
11,350,5,6,1
12,350,5,23,1
13,350,6,5,1
14,350,6,7,2
15,350,6,8,1
16,350,7,6,2
17,350,8,6,1
18,350,8,9,1
19,350,8,21,2
20,350,9,8,1
21,350,9,10,2
22,350,9,11,1
23,350,10,9,2
24,350,11,9,1
25,350,11,12,1
26,350,12,11,1
27,350,12,13,1
28,350,13,12,1
29,350,13,14,1
30,350,13,17,1
31,350,14,13,1
32,350,14,15,1
33,350,15,14,1
34,350,15,16,1
35,350,16,15,1
36,350,16,17,1
37,350,17,13,1
38,350,17,16,1
39,350,17,18,1
40,350,18,17,1
41,350,18,19,1
42,350,18,20,1
43,350,19,18,1
44,350,20,18,1
45,350,21,8,2
46,350,21,22,1
47,350,22,21,1
48,350,22,23,2
49,350,23,1,1
50,350,23,5,1
51,350,23,22,2
0,351,0,1,1
1,351,1,0,1
2,351,1,2,2
3,351,1,23,1
4,351,2,1,2
5,351,2,3,1
6,351,3,2,1
7,351,3,4,2
8,351,4,3,2
9,351,4,5,1
10,351,4,6,1
11,351,5,4,1
12,351,6,4,1
13,351,6,7,1
14,351,6,23,2
15,351,7,6,1
16,351,7,8,1
17,351,8,7,1
18,351,8,9,1
19,351,8,22,1
20,351,9,8,1
21,351,9,10,1
22,351,10,9,1
23,351,10,11,1
24,351,11,10,1
25,351,11,12,1
26,351,11,21,1
27,351,12,11,1
28,351,12,13,2
29,351,12,14,1
30,351,13,12,2
31,351,14,12,1
32,351,14,15,2
33,351,14,19,1
34,351,15,14,2
35,351,15,16,1
36,351,16,15,1
37,351,16,17,2
38,351,17,16,2
39,351,17,18,1
40,351,18,17,1
41,351,18,19,2
42,351,19,14,1
43,351,19,18,2
44,351,19,20,1
45,351,20,19,1
46,351,21,11,1
47,351,21,22,1
48,351,22,8,1
49,351,22,21,1
50,351,23,1,1
51,351,23,6,2
0,352,0,1,1
1,352,1,0,1
2,352,1,2,1
3,352,1,3,1
4,352,1,26,1
5,352,2,1,1
6,352,3,1,1
7,352,3,4,1
8,352,4,3,1
9,352,4,5,2
10,352,4,8,1
11,352,5,4,2
12,352,5,6,1
13,352,5,9,1
14,352,6,5,1
15,352,6,7,2
16,352,7,6,2
17,352,7,8,1
18,352,8,4,1
19,352,8,7,1
20,352,9,5,1
21,352,9,10,1
22,352,9,26,1
23,352,10,9,1
24,352,10,11,1
25,352,11,10,1
26,352,11,12,1
27,352,12,11,1
28,352,12,13,2
29,352,12,25,1
30,352,13,12,2
31,352,13,14,1
32,352,14,13,1
33,352,14,15,2
34,352,15,14,2
35,352,15,16,1
36,352,15,24,1
37,352,16,15,1
38,352,16,17,1
39,352,17,16,1
40,352,17,18,1
41,352,18,17,1
42,352,18,19,1
43,352,18,23,1
44,352,19,18,1
45,352,19,20,1
46,352,20,19,1
47,352,20,21,1
48,352,21,20,1
49,352,21,22,1
50,352,22,21,1
51,352,22,23,1
52,352,23,18,1
53,352,23,22,1
54,352,24,15,1
55,352,24,25,2
56,352,25,12,1
57,352,25,24,2
58,352,26,1,1
59,352,26,9,1
0,353,0,1,1
1,353,1,0,1
2,353,1,2,2
3,353,1,26,1
4,353,2,1,2
5,353,2,3,1
6,353,3,2,1
7,353,3,4,2
8,353,3,5,1
9,353,4,3,2
10,353,5,3,1
11,353,5,6,1
12,353,5,21,1
13,353,6,5,1
14,353,6,7,1
15,353,7,6,1
16,353,7,8,2
17,353,7,9,1
18,353,8,7,2
19,353,9,7,1
20,353,9,10,1
21,353,9,20,1
22,353,10,9,1
23,353,10,11,1
24,353,11,10,1
25,353,11,12,1
26,353,12,11,1
27,353,12,13,1
28,353,13,12,1
29,353,13,14,1
30,353,13,20,1
31,353,14,13,1
32,353,14,15,2
33,353,14,18,1
34,353,15,14,2
35,353,15,16,1
36,353,16,15,1
37,353,16,17,2
38,353,17,16,2
39,353,17,18,1
40,353,18,14,1
41,353,18,17,1
42,353,18,19,1
43,353,19,18,1
44,353,20,9,1
45,353,20,13,1
46,353,21,5,1
47,353,21,22,2
48,353,21,26,1
49,353,22,21,2
50,353,22,23,1
51,353,23,22,1
52,353,23,24,2
53,353,24,23,2
54,353,24,25,1
55,353,25,24,1
56,353,25,26,2
57,353,26,1,1
58,353,26,21,1
59,353,26,25,2
0,354,0,1,1
1,354,1,0,1
2,354,1,2,1
3,354,1,3,1
4,354,1,20,1
5,354,2,1,1
6,354,3,1,1
7,354,3,4,1
8,354,4,3,1
9,354,4,5,1
10,354,4,18,1
11,354,5,4,1
12,354,5,6,2
13,354,5,17,1
14,354,6,5,2
15,354,6,7,1
16,354,7,6,1
17,354,7,8,1
18,354,7,11,2
19,354,8,7,1
20,354,8,9,1
21,354,8,10,1
22,354,9,8,1
23,354,10,8,1
24,354,11,7,2
25,354,11,12,1
26,354,12,11,1
27,354,12,13,2
28,354,12,17,1
29,354,13,12,2
30,354,13,14,1
31,354,14,13,1
32,354,14,15,2
33,354,15,14,2
34,354,15,16,1
35,354,16,15,1
36,354,16,17,2
37,354,17,5,1
38,354,17,12,1
39,354,17,16,2
40,354,18,4,1
41,354,18,19,1
42,354,19,18,1
43,354,19,20,1
44,354,20,1,1
45,354,20,19,1
46,354,20,21,2
47,354,21,20,2
0,355,0,1,1
1,355,1,0,1
2,355,1,2,1
3,355,1,3,1
4,355,2,1,1
5,355,3,1,1
6,355,3,4,2
7,355,3,5,1
8,355,4,3,2
9,355,5,3,1
10,355,5,6,1
11,355,6,5,1
12,355,6,7,1
13,355,7,6,1
14,355,7,8,1
15,355,8,7,1
16,355,8,9,1
17,355,9,8,1
18,355,9,10,2
19,355,9,15,1
20,355,10,9,2
21,355,10,11,1
22,355,11,10,1
23,355,11,12,2
24,355,12,11,2
25,355,12,13,1
26,355,13,12,1
27,355,13,14,1
28,355,13,15,2
29,355,14,13,1
30,355,15,9,1
31,355,15,13,2
0,356,0,1,1
1,356,1,0,1
