atom_id,graph_id,atom_features
0,320,0
1,320,2
2,320,0
3,320,0
4,320,2
5,320,0
6,320,2
7,320,2
8,320,0
9,320,0
10,320,1
11,320,4
12,320,0
13,320,4
14,320,0
15,320,0
16,320,0
17,320,0
18,320,0
19,320,6
20,320,0
21,320,6
0,321,0
1,321,0
2,321,2
3,321,0
4,321,0
5,321,2
6,321,0
7,321,0
8,321,0
9,321,0
10,321,0
11,321,2
12,321,0
13,321,1
14,321,0
15,321,0
16,321,0
17,321,0
18,321,0
19,321,2
20,321,0
21,321,0
22,321,0
23,321,0
24,321,0
25,321,0
26,321,0
0,322,0
1,322,0
2,322,2
3,322,2
4,322,0
5,322,0
6,322,0
7,322,0
8,322,0
9,322,0
10,322,0
11,322,1
12,322,0
13,322,2
14,322,0
15,322,0
16,322,1
17,322,0
18,322,0
19,322,2
20,322,0
21,322,0
22,322,1
23,322,0
24,322,0
0,323,0
1,323,2
2,323,0
3,323,0
4,323,2
5,323,0
6,323,0
7,323,2
8,323,5
9,323,1
10,323,1
11,323,0
12,323,0
13,323,0
14,323,0
15,323,0
16,323,6
17,323,0
18,323,0
19,323,5
0,324,0
1,324,0
2,324,5
3,324,4
4,324,0
5,324,0
6,324,4
7,324,2
8,324,0
9,324,1
10,324,2
11,324,0
12,324,0
13,324,0
14,324,2
15,324,0
16,324,0
17,324,0
18,324,0
19,324,8
20,324,0
21,324,0
22,324,0
23,324,0
0,325,0
1,325,0
2,325,0
3,325,0
4,325,0
5,325,1
6,325,2
7,325,0
8,325,0
9,325,2
10,325,0
11,325,2
12,325,0
13,325,0
14,325,0
15,325,0
16,325,2
17,325,0
18,325,5
19,325,0
20,325,0
0,326,1
1,326,0
2,326,0
3,326,0
4,326,0
5,326,0
6,326,0
7,326,5
8,326,1
9,326,1
10,326,2
11,326,0
12,326,0
13,326,0
14,326,0
15,326,0
16,326,0
17,326,2
18,326,0
19,326,0
20,326,0
21,326,0
22,326,0
23,326,0
24,326,0
25,326,0
26,326,0
27,326,0
28,326,1
0,327,0
1,327,0
2,327,11
3,327,0
4,327,4
5,327,0
6,327,0
7,327,1
8,327,2
9,327,4
10,327,0
11,327,0
12,327,0
13,327,0
14,327,0
15,327,0
16,327,0
17,327,3
18,327,0
0,328,0
1,328,0
2,328,1
3,328,0
4,328,1
5,328,2
6,328,4
7,328,0
8,328,0
9,328,0
10,328,2
11,328,0
12,328,0
13,328,1
14,328,2
15,328,0
16,328,0
17,328,0
18,328,0
19,328,0
20,328,0
21,328,0
22,328,0
23,328,0
24,328,0
25,328,0
0,329,0
1,329,0
2,329,0
3,329,2
4,329,0
5,329,4
6,329,0
7,329,0
8,329,0
9,329,0
10,329,2
11,329,0
12,329,1
13,329,4
14,329,0
15,329,0
16,329,0
17,329,1
18,329,2
19,329,0
0,330,0
1,330,0
2,330,0
3,330,2
4,330,0
5,330,5
6,330,4
7,330,0
8,330,0
9,330,1
10,330,2
11,330,0
12,330,0
13,330,0
14,330,0
15,330,0
16,330,0
17,330,2
18,330,2
19,330,0
20,330,0
21,330,0
22,330,0
23,330,0
24,330,6
25,330,0
26,330,0
0,331,0
1,331,4
2,331,1
3,331,0
4,331,0
5,331,4
6,331,0
7,331,1
8,331,2
9,331,0
10,331,0
11,331,2
12,331,1
13,331,0
14,331,0
15,331,0
16,331,0
17,331,0
18,331,2
0,332,0
1,332,0
2,332,1
3,332,2
4,332,0
5,332,0
6,332,0
7,332,0
8,332,1
9,332,2
10,332,0
11,332,0
12,332,0
13,332,2
14,332,0
15,332,0
16,332,1
17,332,0
18,332,0
19,332,0
20,332,3
0,333,0
1,333,0
2,333,0
3,333,0
4,333,3
5,333,0
6,333,0
7,333,0
8,333,0
9,333,0
10,333,2
11,333,0
12,333,1
13,333,0
14,333,0
15,333,0
16,333,2
17,333,0
18,333,0
19,333,0
20,333,0
21,333,0
22,333,0
23,333,0
0,334,0
1,334,0
2,334,0
3,334,0
4,334,0
5,334,0
6,334,1
7,334,4
8,334,0
9,334,0
10,334,1
11,334,2
12,334,0
13,334,0
14,334,0
15,334,0
16,334,5
17,334,1
18,334,1
19,334,0
20,334,0
0,335,0
1,335,4
2,335,2
3,335,0
4,335,1
5,335,2
6,335,0
7,335,4
8,335,0
9,335,0
10,335,4
11,335,0
12,335,1
13,335,0
14,335,0
15,335,0
16,335,0
17,335,5
18,335,0
19,335,1
20,335,1
21,335,0
22,335,0
0,336,0
1,336,1
2,336,2
3,336,0
4,336,0
5,336,0
6,336,2
7,336,0
8,336,0
9,336,0
10,336,0
11,336,0
12,336,2
13,336,0
0,337,0
1,337,0
2,337,0
3,337,0
4,337,0
5,337,2
6,337,0
7,337,1
8,337,0
9,337,2
10,337,0
11,337,0
12,337,1
13,337,0
14,337,0
15,337,0
16,337,0
17,337,1
18,337,2
19,337,0
20,337,0
21,337,0
22,337,0
0,338,0
1,338,1
2,338,0
3,338,0
4,338,2
5,338,0
6,338,0
7,338,2
8,338,0
9,338,1
10,338,0
11,338,5
12,338,0
13,338,2
14,338,0
15,338,0
16,338,0
17,338,0
18,338,0
19,338,0
20,338,0
21,338,0
22,338,2
23,338,0
24,338,2
0,339,0
1,339,1
2,339,0
3,339,0
4,339,0
5,339,2
6,339,0
7,339,0
8,339,1
9,339,2
10,339,4
11,339,0
12,339,0
13,339,0
14,339,4
15,339,0
16,339,0
17,339,0
18,339,0
19,339,3
20,339,0
21,339,0
