atom_id,graph_id,atom_features
0,380,0
1,380,0
2,380,0
3,380,2
4,380,2
5,380,0
6,380,0
7,380,0
8,380,4
9,380,2
10,380,4
11,380,0
12,380,0
13,380,2
14,380,0
15,380,0
16,380,0
17,380,0
18,380,1
19,380,0
20,380,2
0,381,1
1,381,0
2,381,0
3,381,0
4,381,0
5,381,0
6,381,0
7,381,0
8,381,0
9,381,0
10,381,3
11,381,3
12,381,3
13,381,0
14,381,0
15,381,6
16,381,2
17,381,0
18,381,0
0,382,0
1,382,0
2,382,1
3,382,2
4,382,4
5,382,0
6,382,0
7,382,1
8,382,2
9,382,0
10,382,0
11,382,0
12,382,0
13,382,3
14,382,0
15,382,6
16,382,0
0,383,0
1,383,1
2,383,0
3,383,0
4,383,0
5,383,0
6,383,1
7,383,2
8,383,0
9,383,0
10,383,0
11,383,4
12,383,0
13,383,2
14,383,0
15,383,0
16,383,0
17,383,0
18,383,0
19,383,0
20,383,2
21,383,0
22,383,0
23,383,0
24,383,6
25,383,0
26,383,1
27,383,0
28,383,0
29,383,0
0,384,0
1,384,1
2,384,0
3,384,0
4,384,2
5,384,2
6,384,2
7,384,2
8,384,0
9,384,4
10,384,0
11,384,0
12,384,0
13,384,2
14,384,0
15,384,0
16,384,5
17,384,0
18,384,0
0,385,0
1,385,0
2,385,0
3,385,2
4,385,0
5,385,1
6,385,0
7,385,2
8,385,2
9,385,0
10,385,0
11,385,0
12,385,0
13,385,0
14,385,0
15,385,0
16,385,0
17,385,0
18,385,0
19,385,0
20,385,0
21,385,0
0,386,0
1,386,4
2,386,0
3,386,1
4,386,0
5,386,0
6,386,0
7,386,0
8,386,0
9,386,0
10,386,2
11,386,0
12,386,0
13,386,1
14,386,2
15,386,0
16,386,0
17,386,0
18,386,1
19,386,2
20,386,0
21,386,0
22,386,0
23,386,0
0,387,1
1,387,0
2,387,2
3,387,0
4,387,0
5,387,0
6,387,0
7,387,0
8,387,0
9,387,1
10,387,1
11,387,0
12,387,0
13,387,0
14,387,0
15,387,0
16,387,6
17,387,0
18,387,0
19,387,6
0,388,0
1,388,0
2,388,0
3,388,0
4,388,2
5,388,0
6,388,2
7,388,0
8,388,2
9,388,0
10,388,0
11,388,0
12,388,0
13,388,0
14,388,0
15,388,0
16,388,0
17,388,0
18,388,0
19,388,5
20,388,0
21,388,0
0,389,0
1,389,1
2,389,0
3,389,0
4,389,0
5,389,0
6,389,2
7,389,0
8,389,0
9,389,2
10,389,0
11,389,5
12,389,0
13,389,0
14,389,1
15,389,2
16,389,0
17,389,2
18,389,0
19,389,0
20,389,0
21,389,5
22,389,2
23,389,2
24,389,0
25,389,0
26,389,0
0,390,0
1,390,4
2,390,0
3,390,0
4,390,2
5,390,0
6,390,1
7,390,2
8,390,0
9,390,0
10,390,0
11,390,2
12,390,2
13,390,0
14,390,0
15,390,0
16,390,0
17,390,0
18,390,0
19,390,2
20,390,4
21,390,0
22,390,0
0,391,0
1,391,4
2,391,0
3,391,4
4,391,0
5,391,0
6,391,8
7,391,0
8,391,4
9,391,1
10,391,0
11,391,1
12,391,4
13,391,0
14,391,0
15,391,0
16,391,4
17,391,0
18,391,0
0,392,0
1,392,0
2,392,4
3,392,0
4,392,5
5,392,0
6,392,2
7,392,2
8,392,0
9,392,2
10,392,0
11,392,0
12,392,0
13,392,0
14,392,0
15,392,0
16,392,0
0,393,0
1,393,0
2,393,1
3,393,2
4,393,4
5,393,0
6,393,0
7,393,1
8,393,2
9,393,4
10,393,0
11,393,0
12,393,0
13,393,0
14,393,0
15,393,6
16,393,0
17,393,0
18,393,6
19,393,0
20,393,0
21,393,0
22,393,0
23,393,5
0,394,0
1,394,0
2,394,0
3,394,0
4,394,2
5,394,0
6,394,0
7,394,0
8,394,0
9,394,0
10,394,11
11,394,0
12,394,0
13,394,0
14,394,0
15,394,0
16,394,3
17,394,0
18,394,0
0,395,0
1,395,1
2,395,0
3,395,1
4,395,0
5,395,0
6,395,0
7,395,0
8,395,0
9,395,2
10,395,0
11,395,1
12,395,2
13,395,4
14,395,0
15,395,0
16,395,0
17,395,0
18,395,0
19,395,0
20,395,0
21,395,0
22,395,1
23,395,1
0,396,0
1,396,0
2,396,2
3,396,0
4,396,0
5,396,4
6,396,1
7,396,0
8,396,0
9,396,4
10,396,0
11,396,11
12,396,0
13,396,0
14,396,0
15,396,0
16,396,0
17,396,0
18,396,0
19,396,0
20,396,0
21,396,0
22,396,0
23,396,2
0,397,0
1,397,2
2,397,0
3,397,0
4,397,0
5,397,5
6,397,0
7,397,0
8,397,0
9,397,1
10,397,0
11,397,0
12,397,0
13,397,0
14,397,2
15,397,0
16,397,6
0,398,0
1,398,1
2,398,0
3,398,0
4,398,0
5,398,0
6,398,0
7,398,2
8,398,1
9,398,0
10,398,0
11,398,2
12,398,0
13,398,0
14,398,1
15,398,0
16,398,0
17,398,0
18,398,1
19,398,0
20,398,0
21,398,0
22,398,1
23,398,0
24,398,0
25,398,2
26,398,0
27,398,0
0,399,0
1,399,0
2,399,0
3,399,2
4,399,0
5,399,4
6,399,2
7,399,0
8,399,1
9,399,2
10,399,4
11,399,0
12,399,0
13,399,1
14,399,0
15,399,0
16,399,0
17,399,0
18,399,0
19,399,0
20,399,0
21,399,0
22,399,0
23,399,5
