tree_edge_id,graph_id,start_clique,end_clique
0,320,0,6
1,320,0,7
2,320,1,9
3,320,1,10
4,320,2,10
5,320,2,11
6,320,2,12
7,320,3,13
8,320,4,6
9,320,4,13
10,320,5,13
11,320,5,14
12,320,6,0
13,320,6,4
14,320,7,0
15,320,8,14
16,320,9,1
17,320,9,14
18,320,10,1
19,320,10,2
20,320,11,2
21,320,12,2
22,320,13,3
23,320,13,4
24,320,13,5
25,320,14,5
26,320,14,8
27,320,14,9
0,321,0,4
1,321,0,5
2,321,1,6
3,321,1,7
4,321,2,10
5,321,2,11
6,321,3,11
7,321,4,0
8,321,5,0
9,321,5,6
10,321,6,1
11,321,6,5
12,321,7,1
13,321,7,8
14,321,8,7
15,321,8,12
16,321,9,12
17,321,10,2
18,321,10,12
19,321,11,2
20,321,11,3
21,321,12,8
22,321,12,9
23,321,12,10
0,322,0,4
1,322,0,5
2,322,0,6
3,322,0,9
4,322,1,5
5,322,2,7
6,322,3,8
7,322,4,0
8,322,5,0
9,322,5,1
10,322,6,0
11,322,7,2
12,322,7,9
13,322,8,3
14,322,8,9
15,322,9,0
16,322,9,7
17,322,9,8
0,323,0,4
1,323,0,5
2,323,1,10
3,323,1,11
4,323,2,12
5,323,3,12
6,323,4,0
7,323,4,12
8,323,5,0
9,323,5,6
10,323,6,5
11,323,6,7
12,323,7,6
13,323,7,13
14,323,8,13
15,323,9,13
16,323,10,1
17,323,10,13
18,323,11,1
19,323,12,2
20,323,12,3
21,323,12,4
22,323,13,7
23,323,13,8
24,323,13,9
25,323,13,10
0,324,0,4
1,324,0,5
2,324,1,14
3,324,1,15
4,324,2,3
5,324,3,2
6,324,3,4
7,324,4,0
8,324,4,3
9,324,5,0
10,324,5,6
11,324,6,5
12,324,6,16
13,324,7,16
14,324,8,16
15,324,8,17
16,324,9,17
17,324,10,11
18,324,10,17
19,324,11,10
20,324,11,12
21,324,12,11
22,324,12,18
23,324,13,18
24,324,14,1
25,324,14,18
26,324,15,1
27,324,16,6
28,324,16,7
29,324,16,8
30,324,17,8
31,324,17,9
32,324,17,10
33,324,18,12
34,324,18,13
35,324,18,14
0,325,0,8
1,325,0,9
2,325,1,2
3,325,1,9
4,325,2,1
5,325,3,4
6,325,4,3
7,325,4,5
8,325,5,4
9,325,5,6
10,325,6,5
11,325,6,10
12,325,7,10
13,325,8,0
14,325,8,10
15,325,9,0
16,325,9,1
17,325,10,6
18,325,10,7
19,325,10,8
0,326,0,1
1,326,0,4
2,326,1,0
3,326,1,5
4,326,2,11
5,326,2,12
6,326,3,12
7,326,4,0
8,326,5,1
9,326,5,13
10,326,6,13
11,326,7,13
12,326,8,9
13,326,8,13
14,326,9,8
15,326,9,10
16,326,10,9
17,326,10,11
18,326,11,2
19,326,11,10
20,326,12,2
21,326,12,3
22,326,13,5
23,326,13,6
24,326,13,7
25,326,13,8
0,327,0,11
1,327,0,12
2,327,0,13
3,327,1,2
4,327,2,1
5,327,2,3
6,327,3,2
7,327,3,4
8,327,4,3
9,327,4,14
10,327,5,14
11,327,6,14
12,327,6,15
13,327,7,15
14,327,8,9
15,327,8,15
16,327,9,8
17,327,9,16
18,327,10,16
19,327,11,0
20,327,11,16
21,327,12,0
22,327,13,0
23,327,14,4
24,327,14,5
25,327,14,6
26,327,15,6
27,327,15,7
28,327,15,8
29,327,16,9
30,327,16,10
31,327,16,11
0,328,0,8
1,328,0,9
2,328,1,14
3,328,2,17
4,328,3,4
5,328,4,3
6,328,4,5
7,328,5,4
8,328,5,15
9,328,6,15
10,328,7,8
11,328,7,15
12,328,8,0
13,328,8,7
14,328,9,0
15,328,9,10
16,328,10,9
17,328,10,16
18,328,11,16
19,328,12,13
20,328,12,16
21,328,13,12
22,328,13,17
23,328,14,1
24,328,14,17
25,328,15,5
26,328,15,6
27,328,15,7
28,328,16,10
29,328,16,11
30,328,16,12
31,328,17,2
32,328,17,13
33,328,17,14
0,329,0,3
1,329,0,4
2,329,1,5
3,329,1,6
4,329,2,8
5,329,3,0
6,329,4,0
7,329,4,5
8,329,5,1
9,329,5,4
10,329,6,1
11,329,6,9
12,329,7,9
13,329,8,2
14,329,8,9
15,329,9,6
16,329,9,7
17,329,9,8
0,330,0,5
1,330,0,6
2,330,0,13
3,330,1,11
4,330,1,12
5,330,2,13
6,330,2,14
7,330,3,4
8,330,4,3
9,330,4,5
10,330,5,0
11,330,5,4
12,330,6,0
13,330,6,7
14,330,7,6
15,330,7,15
16,330,8,15
17,330,9,15
18,330,9,16
19,330,10,16
20,330,11,1
21,330,11,16
22,330,12,1
23,330,13,0
24,330,13,2
25,330,14,2
26,330,15,7
27,330,15,8
28,330,15,9
29,330,16,9
30,330,16,10
31,330,16,11
0,331,0,2
1,331,0,3
2,331,1,7
3,331,1,8
4,331,2,0
5,331,3,0
6,331,3,12
7,331,4,12
8,331,5,6
9,331,5,12
10,331,6,5
11,331,6,7
12,331,7,1
13,331,7,6
14,331,8,1
15,331,8,13
16,331,9,13
17,331,10,13
18,331,11,13
19,331,12,3
20,331,12,4
21,331,12,5
22,331,13,8
23,331,13,9
24,331,13,10
25,331,13,11
0,332,0,10
1,332,0,11
2,332,0,15
3,332,1,16
4,332,2,16
5,332,3,4
6,332,3,16
7,332,4,3
8,332,4,5
9,332,5,4
10,332,5,6
11,332,6,5
12,332,6,7
13,332,7,6
14,332,7,17
15,332,8,17
16,332,9,10
17,332,9,17
18,332,10,0
19,332,10,9
20,332,11,0
21,332,11,12
22,332,12,11
23,332,12,18
24,332,13,18
25,332,14,18
26,332,15,0
27,332,16,1
28,332,16,2
29,332,16,3
30,332,17,7
31,332,17,8
32,332,17,9
33,332,18,12
34,332,18,13
35,332,18,14
0,333,0,3
1,333,0,4
2,333,0,5
3,333,1,2
4,333,1,11
5,333,2,1
6,333,2,12
7,333,3,0
8,333,4,0
9,333,5,0
