tree_edge_id,graph_id,start_clique,end_clique
0,260,0,5
1,260,0,6
2,260,1,2
3,260,1,10
4,260,2,1
5,260,3,11
6,260,4,11
7,260,5,0
8,260,5,11
9,260,6,0
10,260,6,7
11,260,7,6
12,260,7,12
13,260,8,12
14,260,9,12
15,260,10,1
16,260,10,12
17,260,11,3
18,260,11,4
19,260,11,5
20,260,12,7
21,260,12,8
22,260,12,9
23,260,12,10
0,261,0,2
1,261,0,4
2,261,0,5
3,261,0,12
4,261,1,11
5,261,2,0
6,261,3,4
7,261,4,0
8,261,4,3
9,261,5,0
10,261,6,12
11,261,7,12
12,261,7,13
13,261,8,13
14,261,9,10
15,261,9,13
16,261,10,9
17,261,10,11
18,261,11,1
19,261,11,10
20,261,12,0
21,261,12,6
22,261,12,7
23,261,13,7
24,261,13,8
25,261,13,9
0,262,0,2
1,262,0,3
2,262,1,8
3,262,1,9
4,262,2,0
5,262,2,4
6,262,3,0
7,262,4,2
8,262,4,12
9,262,5,12
10,262,6,12
11,262,6,13
12,262,7,13
13,262,8,1
14,262,8,13
15,262,9,1
16,262,9,14
17,262,10,14
18,262,11,14
19,262,12,4
20,262,12,5
21,262,12,6
22,262,13,6
23,262,13,7
24,262,13,8
25,262,14,9
26,262,14,10
27,262,14,11
0,263,0,4
1,263,0,5
2,263,1,5
3,263,1,6
4,263,2,3
5,263,3,2
6,263,3,4
7,263,4,0
8,263,4,3
9,263,5,0
10,263,5,1
11,263,6,1
12,263,6,16
13,263,7,16
14,263,8,16
15,263,8,17
16,263,9,17
17,263,10,11
18,263,10,17
19,263,11,10
20,263,11,12
21,263,12,11
22,263,12,18
23,263,13,18
24,263,14,18
25,263,15,18
26,263,16,6
27,263,16,7
28,263,16,8
29,263,17,8
30,263,17,9
31,263,17,10
32,263,18,12
33,263,18,13
34,263,18,14
35,263,18,15
0,264,0,3
1,264,0,4
2,264,0,15
3,264,1,2
4,264,1,11
5,264,1,12
6,264,1,18
7,264,2,1
8,264,3,0
9,264,4,0
10,264,4,5
11,264,5,4
12,264,5,16
13,264,6,16
14,264,7,8
15,264,7,16
16,264,8,7
17,264,8,17
18,264,9,17
19,264,10,11
20,264,10,17
21,264,11,1
22,264,11,10
23,264,12,1
24,264,13,18
25,264,14,18
26,264,15,0
27,264,16,5
28,264,16,6
29,264,16,7
30,264,17,8
31,264,17,9
32,264,17,10
33,264,18,1
34,264,18,13
35,264,18,14
0,265,0,6
1,265,0,7
2,265,1,2
3,265,1,15
4,265,2,1
5,265,3,13
6,265,4,13
7,265,5,6
8,265,5,13
9,265,6,0
10,265,6,5
11,265,7,0
12,265,7,14
13,265,8,14
14,265,9,10
15,265,9,14
16,265,10,9
17,265,10,11
18,265,11,10
19,265,11,15
20,265,12,15
21,265,13,3
22,265,13,4
23,265,13,5
24,265,14,7
25,265,14,8
26,265,14,9
27,265,15,1
28,265,15,11
29,265,15,12
0,266,0,4
1,266,0,6
2,266,1,5
3,266,1,7
4,266,2,8
5,266,3,9
6,266,4,0
7,266,4,9
8,266,5,1
9,266,5,9
10,266,6,0
11,266,7,1
12,266,7,8
13,266,8,2
14,266,8,7
15,266,9,3
16,266,9,4
17,266,9,5
0,267,0,2
1,267,0,3
2,267,1,12
3,267,2,0
4,267,3,0
5,267,3,4
6,267,4,3
7,267,4,5
8,267,5,4
9,267,5,13
10,267,6,13
11,267,7,8
12,267,7,13
13,267,8,7
14,267,8,14
15,267,9,14
16,267,10,11
17,267,10,14
18,267,11,10
19,267,11,12
20,267,12,1
21,267,12,11
22,267,13,5
23,267,13,6
24,267,13,7
25,267,14,8
26,267,14,9
27,267,14,10
0,268,0,4
1,268,0,5
2,268,1,2
3,268,1,8
4,268,2,1
5,268,2,9
6,268,3,9
7,268,4,0
8,268,5,0
9,268,5,10
10,268,6,10
11,268,7,8
12,268,7,10
13,268,8,1
14,268,8,7
15,268,9,2
16,268,9,3
17,268,10,5
18,268,10,6
19,268,10,7
0,269,0,11
1,269,0,12
2,269,0,13
3,269,1,2
4,269,2,1
5,269,2,3
6,269,3,2
7,269,3,4
8,269,4,3
9,269,4,5
10,269,5,4
11,269,5,16
12,269,6,16
13,269,7,16
14,269,8,9
15,269,8,16
16,269,9,8
17,269,9,17
18,269,10,17
19,269,11,0
20,269,11,17
21,269,12,0
22,269,13,0
